away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,losing_Team,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,winning_pitcher,summary,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Patrick Sandoval,N,,Bottom,,Citizens Bank Park,2022-06-05T17:35:00Z,108,2022-06-05,2681,9,Final,Los Angeles Angels,Kyle Gibson,Corey Knebel,2022-06-05 - Los Angeles Angels (7) @ Philadelphia Phillies (9) (Final),R,7,Philadelphia Phillies,661633,Philadelphia Phillies,9,1,,143,Los Angeles Angels,PHI wins 3-0,Raisel Iglesias,['MLBN (out-of-market only)']
,Michael Wacha,N,,Bottom,,Angel Stadium,2022-06-07T01:38:00Z,111,2022-06-06,1,9,Final,Boston Red Sox,Noah Syndergaard,Michael Wacha,2022-06-06 - Boston Red Sox (1) @ Los Angeles Angels (0) (Final),R,1,Los Angeles Angels,663399,Boston Red Sox,0,1,,108,Los Angeles Angels,BOS leads 1-0,Noah Syndergaard,['MLBN (out-of-market only)']
,Garrett Whitlock,N,,Bottom,,Angel Stadium,2022-06-08T01:38:00Z,111,2022-06-07,1,10,Final,Boston Red Sox,Jose Suarez,Tanner Houck,2022-06-07 - Boston Red Sox (6) @ Los Angeles Angels (5) (Final),R,6,Los Angeles Angels,663391,Boston Red Sox,5,1,Matt Strahm,108,Los Angeles Angels,BOS leads 2-0,Jaime Barria,[]
,Nathan Eovaldi,N,,Bottom,,Angel Stadium,2022-06-09T01:38:00Z,111,2022-06-08,1,9,Final,Boston Red Sox,Reid Detmers,Nathan Eovaldi,2022-06-08 - Boston Red Sox (1) @ Los Angeles Angels (0) (Final),R,1,Los Angeles Angels,663398,Boston Red Sox,0,1,Matt Strahm,108,Los Angeles Angels,BOS wins 3-0,Jimmy Herget,['MLBN (out-of-market only)']
,Nick Pivetta,N,,Top,,Angel Stadium,2022-06-10T01:38:00Z,111,2022-06-09,1,9,Final,Boston Red Sox,Shohei Ohtani,Shohei Ohtani,2022-06-09 - Boston Red Sox (2) @ Los Angeles Angels (5) (Final),R,2,Los Angeles Angels,663413,Los Angeles Angels,5,1,Raisel Iglesias,108,Boston Red Sox,BOS wins 3-1,Nick Pivetta,['MLBN (out-of-market only)']
,Tylor Megill,N,,Bottom,,Angel Stadium,2022-06-11T01:38:00Z,121,2022-06-10,1,9,Final,New York Mets,Jhonathan Diaz,David Peterson,2022-06-10 - New York Mets (7) @ Los Angeles Angels (3) (Final),R,7,Los Angeles Angels,663390,New York Mets,3,1,,108,Los Angeles Angels,NYM leads 1-0,Jhonathan Diaz,['Apple TV+']
,Carlos Carrasco,N,,Top,,Angel Stadium,2022-06-12T02:07:00Z,121,2022-06-11,1,9,Final,New York Mets,Michael Lorenzen,Michael Lorenzen,2022-06-11 - New York Mets (6) @ Los Angeles Angels (11) (Final),R,6,Los Angeles Angels,663412,Los Angeles Angels,11,1,,108,New York Mets,Series tied 1-1,Carlos Carrasco,['MLBN (out-of-market only)']
,Taijuan Walker,N,,Bottom,,Angel Stadium,2022-06-12T23:08:00Z,121,2022-06-12,1,9,Final,New York Mets,Patrick Sandoval,Taijuan Walker,2022-06-12 - New York Mets (4) @ Los Angeles Angels (1) (Final),R,4,Los Angeles Angels,663397,New York Mets,1,1,Edwin Diaz,108,Los Angeles Angels,NYM wins 2-1,Patrick Sandoval,['ESPN']
,Noah Syndergaard,N,,Top,,Dodger Stadium,2022-06-15T02:10:00Z,108,2022-06-14,22,9,Final,Los Angeles Angels,Tony Gonsolin,Tony Gonsolin,2022-06-14 - Los Angeles Angels (0) @ Los Angeles Dodgers (2) (Final),R,0,Los Angeles Dodgers,662611,Los Angeles Dodgers,2,1,Craig Kimbrel,119,Los Angeles Angels,LAD leads 1-0,Noah Syndergaard,['TBS (out-of-market only)']
,Reid Detmers,N,,Top,,Dodger Stadium,2022-06-16T02:10:00Z,108,2022-06-15,22,9,Final,Los Angeles Angels,Tyler Anderson,Tyler Anderson,2022-06-15 - Los Angeles Angels (1) @ Los Angeles Dodgers (4) (Final),R,1,Los Angeles Dodgers,662694,Los Angeles Dodgers,4,1,,119,Los Angeles Angels,LAD wins 2-0,Reid Detmers,['MLBN (out-of-market only)']
,Shohei Ohtani,N,,Bottom,,T-Mobile Park,2022-06-17T02:10:00Z,108,2022-06-16,680,9,Final,Los Angeles Angels,George Kirby,Shohei Ohtani,2022-06-16 - Los Angeles Angels (4) @ Seattle Mariners (1) (Final),R,4,Seattle Mariners,662172,Los Angeles Angels,1,1,Raisel Iglesias,136,Seattle Mariners,LAA leads 1-0,George Kirby,['MLBN (out-of-market only)']
,Michael Lorenzen,N,,Top,,T-Mobile Park,2022-06-18T02:10:00Z,108,2022-06-17,680,9,Final,Los Angeles Angels,Robbie Ray,Robbie Ray,2022-06-17 - Los Angeles Angels (1) @ Seattle Mariners (8) (Final),R,1,Seattle Mariners,662171,Seattle Mariners,8,1,,136,Los Angeles Angels,Series tied 1-1,Michael Lorenzen,[]
,Patrick Sandoval,S,,Bottom,,T-Mobile Park,2022-06-18T20:10:00Z,108,2022-06-18,680,10,Final,Los Angeles Angels,Chris Flexen,Raisel Iglesias,2022-06-18 - Los Angeles Angels (4) @ Seattle Mariners (2) (Final),R,4,Seattle Mariners,662194,Los Angeles Angels,2,1,Jose Quijada,136,Seattle Mariners,LAA leads 2-1,Diego Castillo,['MLBN (out-of-market only)']
,Jose Suarez,S,,Bottom,,T-Mobile Park,2022-06-19T02:10:00Z,108,2022-06-18,680,9,Final,Los Angeles Angels,Penn Murfee,Jimmy Herget,2022-06-18 - Los Angeles Angels (3) @ Seattle Mariners (0) (Final),R,3,Seattle Mariners,662170,Los Angeles Angels,0,2,Archie Bradley,136,Seattle Mariners,LAA wins 3-1,Tommy Milone,[]
,Kenny Rosenberg,N,,Bottom,,T-Mobile Park,2022-06-19T20:10:00Z,108,2022-06-19,680,9,Final,Los Angeles Angels,Logan Gilbert,Andrew Wantz,2022-06-19 - Los Angeles Angels (4) @ Seattle Mariners (0) (Final),R,4,Seattle Mariners,662169,Los Angeles Angels,0,1,,136,Seattle Mariners,LAA wins 4-1,Logan Gilbert,[]
,Kris Bubic,N,,Bottom,,Angel Stadium,2022-06-21T01:38:00Z,118,2022-06-20,1,9,Final,Kansas City Royals,Noah Syndergaard,Kris Bubic,2022-06-20 - Kansas City Royals (6) @ Los Angeles Angels (2) (Final),R,6,Los Angeles Angels,663443,Kansas City Royals,2,1,,108,Los Angeles Angels,KC leads 1-0,Noah Syndergaard,[]
,Jonathan Heasley,N,,Bottom,,Angel Stadium,2022-06-22T01:38:00Z,118,2022-06-21,1,11,Final,Kansas City Royals,Reid Detmers,Dylan Coleman,2022-06-21 - Kansas City Royals (12) @ Los Angeles Angels (11) (Final),R,12,Los Angeles Angels,663442,Kansas City Royals,11,1,Daniel Mengden,108,Los Angeles Angels,KC wins 2-0,Jose Quijada,[]
,Daniel Lynch,N,,Top,,Angel Stadium,2022-06-23T01:49:00Z,118,2022-06-22,1,9,Final,Kansas City Royals,Shohei Ohtani,Shohei Ohtani,2022-06-22 - Kansas City Royals (0) @ Los Angeles Angels (5) (Final),R,0,Los Angeles Angels,663389,Los Angeles Angels,5,1,,108,Kansas City Royals,KC wins 2-1,Daniel Lynch,[]
,Chris Flexen,N,,Bottom,,Angel Stadium,2022-06-25T01:38:00Z,136,2022-06-24,1,9,Final,Seattle Mariners,Michael Lorenzen,Chris Flexen,2022-06-24 - Seattle Mariners (4) @ Los Angeles Angels (3) (Final),R,4,Los Angeles Angels,663388,Seattle Mariners,3,1,Paul Sewald,108,Los Angeles Angels,SEA leads 1-0,Michael Lorenzen,[]
,Logan Gilbert,N,,Bottom,,Angel Stadium,2022-06-26T02:07:00Z,136,2022-06-25,1,9,Final,Seattle Mariners,Patrick Sandoval,Logan Gilbert,2022-06-25 - Seattle Mariners (5) @ Los Angeles Angels (3) (Final),R,5,Los Angeles Angels,663441,Seattle Mariners,3,1,Erik Swanson,108,Los Angeles Angels,SEA wins 2-0,Archie Bradley,['FS1']
,Marco Gonzales,N,,Top,,Angel Stadium,2022-06-26T20:07:00Z,136,2022-06-26,1,9,Final,Seattle Mariners,Andrew Wantz,Jose Suarez,2022-06-26 - Seattle Mariners (1) @ Los Angeles Angels (2) (Final),R,1,Los Angeles Angels,663387,Los Angeles Angels,2,1,Oliver Ortega,108,Seattle Mariners,SEA wins 2-1,Marco Gonzales,[]
,Lucas Giolito,N,,Top,,Angel Stadium,2022-06-28T01:38:00Z,145,2022-06-27,1,9,Final,Chicago White Sox,Noah Syndergaard,Noah Syndergaard,2022-06-27 - Chicago White Sox (3) @ Los Angeles Angels (4) (Final),R,3,Los Angeles Angels,663440,Los Angeles Angels,4,1,Raisel Iglesias,108,Chicago White Sox,LAA leads 1-0,Reynaldo Lopez,[]
,Johnny Cueto,N,,Bottom,,Angel Stadium,2022-06-29T01:38:00Z,145,2022-06-28,1,9,Final,Chicago White Sox,Chase Silseth,Johnny Cueto,2022-06-28 - Chicago White Sox (11) @ Los Angeles Angels (4) (Final),R,11,Los Angeles Angels,663392,Chicago White Sox,4,1,,108,Los Angeles Angels,Series tied 1-1,Oliver Ortega,['MLBN (out-of-market only)']
,Michael Kopech,N,,Top,,Angel Stadium,2022-06-30T01:38:00Z,145,2022-06-29,1,9,Final,Chicago White Sox,Shohei Ohtani,Shohei Ohtani,2022-06-29 - Chicago White Sox (1) @ Los Angeles Angels (4) (Final),R,1,Los Angeles Angels,663396,Los Angeles Angels,4,1,Raisel Iglesias,108,Chicago White Sox,LAA wins 2-1,Michael Kopech,['MLB.tv Free Game']
,Michael Lorenzen,N,,Top,,Minute Maid Park,2022-07-02T00:10:00Z,108,2022-07-01,2392,9,Final,Los Angeles Angels,Cristian Javier,Cristian Javier,2022-07-01 - Los Angeles Angels (1) @ Houston Astros (8) (Final),R,1,Houston Astros,662748,Houston Astros,8,1,,117,Los Angeles Angels,HOU leads 1-0,Michael Lorenzen,['Apple TV+']
,Patrick Sandoval,N,,Top,,Minute Maid Park,2022-07-02T20:10:00Z,108,2022-07-02,2392,9,Final,Los Angeles Angels,Jose Urquidy,Jose Urquidy,2022-07-02 - Los Angeles Angels (1) @ Houston Astros (9) (Final),R,1,Houston Astros,662890,Houston Astros,9,1,,117,Los Angeles Angels,HOU wins 2-0,Patrick Sandoval,[]
,Jose Suarez,N,,Bottom,,Minute Maid Park,2022-07-03T18:10:00Z,108,2022-07-03,2392,9,Final,Los Angeles Angels,Framber Valdez,Ryan Pressly,2022-07-03 - Los Angeles Angels (2) @ Houston Astros (4) (Final),R,2,Houston Astros,662889,Houston Astros,4,1,,117,Los Angeles Angels,HOU wins 3-0,Ryan Tepera,[]
,Noah Syndergaard,N,,Top,,loanDepot park,2022-07-05T22:40:00Z,108,2022-07-05,4169,9,Final,Los Angeles Angels,Sandy Alcantara,Sandy Alcantara,2022-07-05 - Los Angeles Angels (1) @ Miami Marlins (2) (Final),R,1,Miami Marlins,661379,Miami Marlins,2,1,Tanner Scott,146,Los Angeles Angels,MIA leads 1-0,Noah Syndergaard,[]
,Shohei Ohtani,N,,Bottom,,loanDepot park,2022-07-06T22:40:00Z,108,2022-07-06,4169,9,Final,Los Angeles Angels,Trevor Rogers,Shohei Ohtani,2022-07-06 - Los Angeles Angels (5) @ Miami Marlins (2) (Final),R,5,Miami Marlins,661378,Los Angeles Angels,2,1,,146,Miami Marlins,Series tied 1-1,Trevor Rogers,[]
,Chase Silseth,N,,Top,,Oriole Park at Camden Yards,2022-07-07T23:05:00Z,108,2022-07-07,2,9,Final,Los Angeles Angels,Jordan Lyles,Jordan Lyles,2022-07-07 - Los Angeles Angels (1) @ Baltimore Orioles (4) (Final),R,1,Baltimore Orioles,661091,Baltimore Orioles,4,1,Jorge Lopez,110,Los Angeles Angels,BAL leads 1-0,Chase Silseth,[]
,Reid Detmers,N,,Bottom,,Oriole Park at Camden Yards,2022-07-08T23:05:00Z,108,2022-07-08,2,9,Final,Los Angeles Angels,Tyler Wells,Dillon Tate,2022-07-08 - Los Angeles Angels (4) @ Baltimore Orioles (5) (Final),R,4,Baltimore Orioles,661108,Baltimore Orioles,5,1,,110,Los Angeles Angels,BAL leads 2-0,Raisel Iglesias,['MLBN (out-of-market only)']
,Patrick Sandoval,N,,Top,,Oriole Park at Camden Yards,2022-07-09T20:05:00Z,108,2022-07-09,2,9,Final,Los Angeles Angels,Dean Kremer,Dean Kremer,2022-07-09 - Los Angeles Angels (0) @ Baltimore Orioles (1) (Final),R,0,Baltimore Orioles,661071,Baltimore Orioles,1,1,Jorge Lopez,110,Los Angeles Angels,BAL wins 3-0,Patrick Sandoval,[]
,Jose Suarez,N,,Top,,Oriole Park at Camden Yards,2022-07-10T16:05:00Z,108,2022-07-10,2,9,Final,Los Angeles Angels,Austin Voth,Austin Voth,2022-07-10 - Los Angeles Angels (5) @ Baltimore Orioles (9) (Final),R,5,Baltimore Orioles,661092,Baltimore Orioles,9,1,,110,Los Angeles Angels,BAL wins 4-0,Jose Suarez,['Peacock']
,Luis Garcia,N,,Bottom,,Angel Stadium,2022-07-13T01:38:00Z,117,2022-07-12,1,9,Final,Houston Astros,Noah Syndergaard,Hector Neris,2022-07-12 - Houston Astros (6) @ Los Angeles Angels (5) (Final),R,6,Los Angeles Angels,663402,Houston Astros,5,1,Ryan Pressly,108,Los Angeles Angels,HOU leads 1-0,Raisel Iglesias,['MLBN (out-of-market only)']
,Cristian Javier,N,,Top,,Angel Stadium,2022-07-14T01:38:00Z,117,2022-07-13,1,9,Final,Houston Astros,Shohei Ohtani,Shohei Ohtani,2022-07-13 - Houston Astros (1) @ Los Angeles Angels (7) (Final),R,1,Los Angeles Angels,663401,Los Angeles Angels,7,1,,108,Houston Astros,Series tied 1-1,Cristian Javier,[]
,Framber Valdez,N,,Bottom,,Angel Stadium,2022-07-15T00:07:00Z,117,2022-07-14,1,10,Final,Houston Astros,Reid Detmers,Ryan Pressly,2022-07-14 - Houston Astros (3) @ Los Angeles Angels (2) (Final),R,3,Los Angeles Angels,663386,Houston Astros,2,1,,108,Los Angeles Angels,HOU wins 2-1,Aaron Loup,[]
,Clayton Kershaw,N,,Bottom,,Angel Stadium,2022-07-16T01:38:00Z,119,2022-07-15,1,9,Final,Los Angeles Dodgers,Patrick Sandoval,Clayton Kershaw,2022-07-15 - Los Angeles Dodgers (9) @ Los Angeles Angels (1) (Final),R,9,Los Angeles Angels,663385,Los Angeles Dodgers,1,1,,108,Los Angeles Angels,LAD leads 1-0,Patrick Sandoval,[]
,Julio Urias,N,,Bottom,,Angel Stadium,2022-07-17T02:07:00Z,119,2022-07-16,1,9,Final,Los Angeles Dodgers,Jose Suarez,Julio Urias,2022-07-16 - Los Angeles Dodgers (7) @ Los Angeles Angels (1) (Final),R,7,Los Angeles Angels,663415,Los Angeles Dodgers,1,1,,108,Los Angeles Angels,LAD wins 2-0,Jose Suarez,['MLBN (out-of-market only)']
,Shohei Ohtani,N,,Top,,Truist Park,2022-07-22T23:20:00Z,108,2022-07-22,4705,9,Final,Los Angeles Angels,Charlie Morton,Dylan Lee,2022-07-22 - Los Angeles Angels (1) @ Atlanta Braves (8) (Final),R,1,Atlanta Braves,661504,Atlanta Braves,8,1,,144,Los Angeles Angels,ATL leads 1-0,Shohei Ohtani,['MLB.tv Free Game']
,Patrick Sandoval,N,,Top,,Truist Park,2022-07-23T23:20:00Z,108,2022-07-23,4705,9,Final,Los Angeles Angels,Kyle Wright,Kyle Wright,2022-07-23 - Los Angeles Angels (2) @ Atlanta Braves (7) (Final),R,2,Atlanta Braves,661503,Atlanta Braves,7,1,,144,Los Angeles Angels,ATL wins 2-0,Patrick Sandoval,['MLB.tv Free Game']
,Reid Detmers,N,,Bottom,,Truist Park,2022-07-24T17:35:00Z,108,2022-07-24,4705,9,Final,Los Angeles Angels,Ian Anderson,Reid Detmers,2022-07-24 - Los Angeles Angels (9) @ Atlanta Braves (1) (Final),R,9,Atlanta Braves,661502,Los Angeles Angels,1,1,,144,Atlanta Braves,ATL wins 2-1,Ian Anderson,['MLB.tv Free Game']
,Noah Syndergaard,N,,Top,,Kauffman Stadium,2022-07-26T00:10:00Z,108,2022-07-25,7,9,Final,Los Angeles Angels,Zack Greinke,Amir Garrett,2022-07-25 - Los Angeles Angels (0) @ Kansas City Royals (7) (Final),R,0,Kansas City Royals,662655,Kansas City Royals,7,1,,118,Los Angeles Angels,KC leads 1-0,Noah Syndergaard,[]
,Jose Suarez,N,,Bottom,,Kauffman Stadium,2022-07-27T00:10:00Z,108,2022-07-26,7,9,Final,Los Angeles Angels,Angel Zerpa,Jose Suarez,2022-07-26 - Los Angeles Angels (6) @ Kansas City Royals (0) (Final),R,6,Kansas City Royals,662653,Los Angeles Angels,0,1,,118,Kansas City Royals,Series tied 1-1,Angel Zerpa,[]
,Janson Junk,N,,Bottom,,Kauffman Stadium,2022-07-27T18:10:00Z,108,2022-07-27,7,9,Final,Los Angeles Angels,Brad Keller,Janson Junk,2022-07-27 - Los Angeles Angels (4) @ Kansas City Royals (0) (Final),R,4,Kansas City Royals,662652,Los Angeles Angels,0,1,,118,Kansas City Royals,LAA wins 2-1,Brad Keller,[]
,Spencer Howard,N,,Bottom,,Angel Stadium,2022-07-29T01:38:00Z,140,2022-07-28,1,9,Final,Texas Rangers,Shohei Ohtani,Spencer Howard,2022-07-28 - Texas Rangers (2) @ Los Angeles Angels (0) (Final),R,2,Los Angeles Angels,663380,Texas Rangers,0,1,Matt Moore,108,Los Angeles Angels,TEX leads 1-0,Shohei Ohtani,[]
,Martin Perez,N,,Bottom,,Angel Stadium,2022-07-30T01:38:00Z,140,2022-07-29,1,9,Final,Texas Rangers,Patrick Sandoval,Martin Perez,2022-07-29 - Texas Rangers (7) @ Los Angeles Angels (2) (Final),R,7,Los Angeles Angels,663379,Texas Rangers,2,1,,108,Los Angeles Angels,TEX leads 2-0,Patrick Sandoval,['MLBN (out-of-market only)']
,Glenn Otto,N,,Top,,Angel Stadium,2022-07-31T01:07:00Z,140,2022-07-30,1,9,Final,Texas Rangers,Chase Silseth,Touki Toussaint,2022-07-30 - Texas Rangers (7) @ Los Angeles Angels (9) (Final),R,7,Los Angeles Angels,663378,Los Angeles Angels,9,1,Raisel Iglesias,108,Texas Rangers,TEX leads 2-1,Brett Martin,['FS1']
,Dane Dunning,N,,Bottom,,Angel Stadium,2022-07-31T20:07:00Z,140,2022-07-31,1,9,Final,Texas Rangers,Reid Detmers,Brock Burke,2022-07-31 - Texas Rangers (5) @ Los Angeles Angels (2) (Final),R,5,Los Angeles Angels,663377,Texas Rangers,2,1,Jonathan Hernandez,108,Los Angeles Angels,TEX wins 3-1,Jose Quijada,[]
,Cole Irvin,N,,Top,,Angel Stadium,2022-08-03T01:38:00Z,133,2022-08-02,1,9,Final,Oakland Athletics,Jose Suarez,Jose Suarez,2022-08-02 - Oakland Athletics (1) @ Los Angeles Angels (3) (Final),R,1,Los Angeles Angels,663376,Los Angeles Angels,3,1,Jose Quijada,108,Oakland Athletics,LAA leads 1-0,Cole Irvin,[]
,James Kaprielian,N,,Bottom,,Angel Stadium,2022-08-04T01:38:00Z,133,2022-08-03,1,9,Final,Oakland Athletics,Shohei Ohtani,James Kaprielian,2022-08-03 - Oakland Athletics (3) @ Los Angeles Angels (1) (Final),R,3,Los Angeles Angels,663375,Oakland Athletics,1,1,Zach Jackson,108,Los Angeles Angels,Series tied 1-1,Shohei Ohtani,[]
,Paul Blackburn,N,,Bottom,,Angel Stadium,2022-08-04T20:07:00Z,133,2022-08-04,1,9,Final,Oakland Athletics,Janson Junk,Paul Blackburn,2022-08-04 - Oakland Athletics (8) @ Los Angeles Angels (7) (Final),R,8,Los Angeles Angels,663374,Oakland Athletics,7,1,A.J. Puk,108,Los Angeles Angels,OAK wins 2-1,Janson Junk,[]
,Patrick Sandoval,N,,Bottom,,T-Mobile Park,2022-08-06T02:10:00Z,108,2022-08-05,680,10,Final,Los Angeles Angels,Robbie Ray,Jesse Chavez,2022-08-05 - Los Angeles Angels (4) @ Seattle Mariners (3) (Final),R,4,Seattle Mariners,662164,Los Angeles Angels,3,1,Jimmy Herget,136,Seattle Mariners,LAA leads 1-0,Paul Sewald,[]
,Jaime Barria,S,,Top,,T-Mobile Park,2022-08-06T20:10:00Z,108,2022-08-06,680,9,Final,Los Angeles Angels,George Kirby,George Kirby,2022-08-06 - Los Angeles Angels (1) @ Seattle Mariners (2) (Final),R,1,Seattle Mariners,662154,Seattle Mariners,2,1,Erik Swanson,136,Los Angeles Angels,Series tied 1-1,Jaime Barria,['MLBN (out-of-market only)']
,Reid Detmers,S,,Bottom,,T-Mobile Park,2022-08-07T02:10:00Z,108,2022-08-06,680,9,Final,Los Angeles Angels,Chris Flexen,Reid Detmers,2022-08-06 - Los Angeles Angels (7) @ Seattle Mariners (1) (Final),R,7,Seattle Mariners,662193,Los Angeles Angels,1,2,,136,Seattle Mariners,LAA leads 2-1,Chris Flexen,[]
,Tucker Davidson,N,,Top,,T-Mobile Park,2022-08-07T20:10:00Z,108,2022-08-07,680,9,Final,Los Angeles Angels,Marco Gonzales,Marco Gonzales,2022-08-07 - Los Angeles Angels (3) @ Seattle Mariners (6) (Final),R,3,Seattle Mariners,662153,Seattle Mariners,6,1,Paul Sewald,136,Los Angeles Angels,Series tied 2-2,Tucker Davidson,[]
,Jose Suarez,N,,Bottom,,Oakland Coliseum,2022-08-09T01:40:00Z,108,2022-08-08,10,9,Final,Los Angeles Angels,Cole Irvin,Jose Suarez,2022-08-08 - Los Angeles Angels (1) @ Oakland Athletics (0) (Final),R,1,Oakland Athletics,662331,Los Angeles Angels,0,1,Ryan Tepera,133,Oakland Athletics,LAA leads 1-0,Cole Irvin,[]
,Shohei Ohtani,N,,Bottom,,Oakland Coliseum,2022-08-10T01:40:00Z,108,2022-08-09,10,9,Final,Los Angeles Angels,James Kaprielian,Shohei Ohtani,2022-08-09 - Los Angeles Angels (5) @ Oakland Athletics (1) (Final),R,5,Oakland Athletics,662330,Los Angeles Angels,1,1,,133,Oakland Athletics,LAA wins 2-0,James Kaprielian,[]
,Touki Toussaint,N,,Bottom,,Oakland Coliseum,2022-08-10T19:37:00Z,108,2022-08-10,10,12,Final,Los Angeles Angels,Paul Blackburn,Jaime Barria,2022-08-10 - Los Angeles Angels (5) @ Oakland Athletics (4) (Final),R,5,Oakland Athletics,662316,Los Angeles Angels,4,1,,133,Oakland Athletics,LAA wins 3-0,Austin Pruitt,['MLB.tv Free Game']
,Tyler Mahle,N,,Bottom,,Angel Stadium,2022-08-13T01:38:00Z,142,2022-08-12,1,9,Final,Minnesota Twins,Patrick Sandoval,Tyler Mahle,2022-08-12 - Minnesota Twins (4) @ Los Angeles Angels (0) (Final),R,4,Los Angeles Angels,663373,Minnesota Twins,0,1,,108,Los Angeles Angels,MIN leads 1-0,Patrick Sandoval,[]
,Dylan Bundy,N,,Bottom,,Angel Stadium,2022-08-14T01:07:00Z,142,2022-08-13,1,11,Final,Minnesota Twins,Reid Detmers,Ryan Tepera,2022-08-13 - Minnesota Twins (3) @ Los Angeles Angels (5) (Final),R,3,Los Angeles Angels,663372,Los Angeles Angels,5,1,,108,Minnesota Twins,Series tied 1-1,Emilio Pagan,[]
,Chris Archer,N,,Top,,Angel Stadium,2022-08-14T20:07:00Z,142,2022-08-14,1,9,Final,Minnesota Twins,Tucker Davidson,Tucker Davidson,2022-08-14 - Minnesota Twins (2) @ Los Angeles Angels (4) (Final),R,2,Los Angeles Angels,663371,Los Angeles Angels,4,1,Jose Quijada,108,Minnesota Twins,LAA wins 2-1,Chris Archer,[]
,Luis Castillo,N,,Bottom,,Angel Stadium,2022-08-16T01:38:00Z,136,2022-08-15,1,9,Final,Seattle Mariners,Shohei Ohtani,Andres Munoz,2022-08-15 - Seattle Mariners (6) @ Los Angeles Angels (2) (Final),R,6,Los Angeles Angels,663370,Seattle Mariners,2,1,,108,Los Angeles Angels,SEA leads 1-0,Aaron Loup,[]
,Robbie Ray,N,,Bottom,,Angel Stadium,2022-08-17T01:38:00Z,136,2022-08-16,1,9,Final,Seattle Mariners,Jose Suarez,Robbie Ray,2022-08-16 - Seattle Mariners (8) @ Los Angeles Angels (2) (Final),R,8,Los Angeles Angels,663369,Seattle Mariners,2,1,,108,Los Angeles Angels,SEA wins 2-0,Jose Suarez,['MLBN (out-of-market only)']
,George Kirby,N,,Bottom,,Angel Stadium,2022-08-17T20:07:00Z,136,2022-08-17,1,9,Final,Seattle Mariners,Touki Toussaint,George Kirby,2022-08-17 - Seattle Mariners (11) @ Los Angeles Angels (7) (Final),R,11,Los Angeles Angels,663408,Seattle Mariners,7,1,,108,Los Angeles Angels,SEA wins 3-0,Touki Toussaint,['YouTube']
,Patrick Sandoval,N,,Bottom,,Comerica Park,2022-08-19T23:10:00Z,108,2022-08-19,2394,9,Final,Los Angeles Angels,Matt Manning,Patrick Sandoval,2022-08-19 - Los Angeles Angels (1) @ Detroit Tigers (0) (Final),R,1,Detroit Tigers,662808,Los Angeles Angels,0,1,,116,Detroit Tigers,LAA leads 1-0,Matt Manning,[]
,Reid Detmers,N,,Top,,Comerica Park,2022-08-20T17:10:00Z,108,2022-08-20,2394,9,Final,Los Angeles Angels,Tyler Alexander,Tyler Alexander,2022-08-20 - Los Angeles Angels (3) @ Detroit Tigers (4) (Final),R,3,Detroit Tigers,662917,Detroit Tigers,4,1,Gregory Soto,116,Los Angeles Angels,Series tied 1-1,Reid Detmers,['MLBN (out-of-market only)']
,Shohei Ohtani,N,,Top,,Comerica Park,2022-08-21T17:40:00Z,108,2022-08-21,2394,9,Final,Los Angeles Angels,Eduardo Rodriguez,Eduardo Rodriguez,2022-08-21 - Los Angeles Angels (0) @ Detroit Tigers (4) (Final),R,0,Detroit Tigers,662805,Detroit Tigers,4,1,,116,Los Angeles Angels,DET wins 2-1,Shohei Ohtani,[]
,Tucker Davidson,N,,Top,,Tropicana Field,2022-08-22T23:10:00Z,108,2022-08-22,12,9,Final,Los Angeles Angels,Jeffrey Springs,Jeffrey Springs,2022-08-22 - Los Angeles Angels (1) @ Tampa Bay Rays (2) (Final),R,1,Tampa Bay Rays,661859,Tampa Bay Rays,2,1,Shawn Armstrong,139,Los Angeles Angels,TB leads 1-0,Tucker Davidson,['MLBN (out-of-market only)']
,Jose Suarez,N,,Top,,Tropicana Field,2022-08-23T23:10:00Z,108,2022-08-23,12,9,Final,Los Angeles Angels,Corey Kluber,Corey Kluber,2022-08-23 - Los Angeles Angels (1) @ Tampa Bay Rays (11) (Final),R,1,Tampa Bay Rays,661858,Tampa Bay Rays,11,1,,139,Los Angeles Angels,TB leads 2-0,Jose Suarez,[]
,Mike Mayers,N,,Bottom,,Tropicana Field,2022-08-24T23:10:00Z,108,2022-08-24,12,11,Final,Los Angeles Angels,Shane McClanahan,JT Chargois,2022-08-24 - Los Angeles Angels (3) @ Tampa Bay Rays (4) (Final),R,3,Tampa Bay Rays,661857,Tampa Bay Rays,4,1,,139,Los Angeles Angels,TB wins 3-0,Jaime Barria,[]
,Patrick Sandoval,N,,Top,,Tropicana Field,2022-08-25T17:10:00Z,108,2022-08-25,12,9,Final,Los Angeles Angels,Drew Rasmussen,Drew Rasmussen,2022-08-25 - Los Angeles Angels (3) @ Tampa Bay Rays (8) (Final),R,3,Tampa Bay Rays,661856,Tampa Bay Rays,8,1,,139,Los Angeles Angels,TB wins 4-0,Patrick Sandoval,['MLBN (out-of-market only)']
