away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,losing_Team,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,winning_pitcher,summary,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Chris Flexen,N,,Top,,Goodyear Ballpark,2022-04-05T19:05:00Z,136,2022-04-05,3834,9,Final,Seattle Mariners,Hunter Greene,Alexis Diaz,2022-04-05 - Seattle Mariners (9) @ Cincinnati Reds (12) (Final),S,9,Cincinnati Reds,706987,Cincinnati Reds,12,1,Stevie Branche,113,Seattle Mariners,CIN wins Spring,Danny Chang,[]
,Robbie Ray,N,,,,Target Field,2022-04-07T20:10:00Z,136,2022-04-07,3312,,Postponed,Seattle Mariners,Joe Ryan,,2022-04-07 - Seattle Mariners @ Minnesota Twins (Postponed),R,0,Minnesota Twins,661750,,0,1,,142,,SEA leads 1-0,,[]
,Robbie Ray,N,,Bottom,,Target Field,2022-04-08T20:10:00Z,136,2022-04-08,3312,9,Final,Seattle Mariners,Joe Ryan,Robbie Ray,2022-04-08 - Seattle Mariners (2) @ Minnesota Twins (1) (Final),R,2,Minnesota Twins,661750,Seattle Mariners,1,1,Drew Steckenrider,142,Minnesota Twins,SEA leads 1-0,Joe Ryan,[]
,Logan Gilbert,N,,Bottom,,Target Field,2022-04-09T18:10:00Z,136,2022-04-09,3312,9,Final,Seattle Mariners,Sonny Gray,Andres Munoz,2022-04-09 - Seattle Mariners (4) @ Minnesota Twins (3) (Final),R,4,Minnesota Twins,661756,Seattle Mariners,3,1,Diego Castillo,142,Minnesota Twins,SEA leads 2-0,Tyler Duffey,[]
,Marco Gonzales,N,,Top,,Target Field,2022-04-10T18:10:00Z,136,2022-04-10,3312,9,Final,Seattle Mariners,Bailey Ober,Bailey Ober,2022-04-10 - Seattle Mariners (4) @ Minnesota Twins (10) (Final),R,4,Minnesota Twins,661738,Minnesota Twins,10,1,,142,Seattle Mariners,SEA leads 2-1,Marco Gonzales,[]
,Chris Flexen,N,,Top,,Target Field,2022-04-11T23:40:00Z,136,2022-04-11,3312,9,Final,Seattle Mariners,Dylan Bundy,Dylan Bundy,2022-04-11 - Seattle Mariners (0) @ Minnesota Twins (4) (Final),R,0,Minnesota Twins,661754,Minnesota Twins,4,1,,142,Seattle Mariners,Series tied 2-2,Chris Flexen,[]
,Matt Brash,N,,Top,,Guaranteed Rate Field,2022-04-12T20:10:00Z,136,2022-04-12,4,9,Final,Seattle Mariners,Vince Velasquez,Reynaldo Lopez,2022-04-12 - Seattle Mariners (2) @ Chicago White Sox (3) (Final),R,2,Chicago White Sox,661538,Chicago White Sox,3,1,Liam Hendriks,145,Seattle Mariners,CWS leads 1-0,Matt Brash,[]
,Robbie Ray,N,,Top,,Guaranteed Rate Field,2022-04-13T23:10:00Z,136,2022-04-13,4,9,Final,Seattle Mariners,Dallas Keuchel,Dallas Keuchel,2022-04-13 - Seattle Mariners (4) @ Chicago White Sox (6) (Final),R,4,Chicago White Sox,661530,Chicago White Sox,6,1,Liam Hendriks,145,Seattle Mariners,CWS wins 2-0,Robbie Ray,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Logan Gilbert,N,,Bottom,,Guaranteed Rate Field,2022-04-14T18:10:00Z,136,2022-04-14,4,9,Final,Seattle Mariners,Jimmy Lambert,Logan Gilbert,2022-04-14 - Seattle Mariners (5) @ Chicago White Sox (1) (Final),R,5,Chicago White Sox,661529,Seattle Mariners,1,1,,145,Chicago White Sox,CWS wins 2-1,Jimmy Lambert,[]
,Jake Odorizzi,N,,Top,,T-Mobile Park,2022-04-16T01:42:00Z,117,2022-04-15,680,9,Final,Houston Astros,Marco Gonzales,Marco Gonzales,2022-04-15 - Houston Astros (1) @ Seattle Mariners (11) (Final),R,1,Seattle Mariners,662192,Seattle Mariners,11,1,,136,Houston Astros,SEA leads 1-0,Jake Odorizzi,[]
,Justin Verlander,N,,Bottom,,T-Mobile Park,2022-04-17T01:10:00Z,117,2022-04-16,680,9,Final,Houston Astros,Chris Flexen,Justin Verlander,2022-04-16 - Houston Astros (4) @ Seattle Mariners (0) (Final),R,4,Seattle Mariners,662206,Houston Astros,0,1,,136,Seattle Mariners,Series tied 1-1,Chris Flexen,[]
,Jose Urquidy,N,,Top,,T-Mobile Park,2022-04-17T20:10:00Z,117,2022-04-17,680,9,Final,Houston Astros,Matt Brash,Matt Brash,2022-04-17 - Houston Astros (2) @ Seattle Mariners (7) (Final),R,2,Seattle Mariners,662174,Seattle Mariners,7,1,,136,Houston Astros,SEA wins 2-1,Jose Urquidy,['MLBN (out-of-market only)']
,Jon Gray,N,,Top,,T-Mobile Park,2022-04-20T01:40:00Z,140,2022-04-19,680,9,Final,Texas Rangers,Robbie Ray,Robbie Ray,2022-04-19 - Texas Rangers (2) @ Seattle Mariners (6) (Final),R,2,Seattle Mariners,662161,Seattle Mariners,6,1,,136,Texas Rangers,SEA leads 1-0,Jon Gray,[]
,Dane Dunning,N,,Top,,T-Mobile Park,2022-04-21T01:40:00Z,140,2022-04-20,680,9,Final,Texas Rangers,Logan Gilbert,Logan Gilbert,2022-04-20 - Texas Rangers (2) @ Seattle Mariners (4) (Final),R,2,Seattle Mariners,662178,Seattle Mariners,4,1,,136,Texas Rangers,SEA wins 2-0,Dane Dunning,[]
,Taylor Hearn,N,,Bottom,,T-Mobile Park,2022-04-22T01:40:00Z,140,2022-04-21,680,9,Final,Texas Rangers,Marco Gonzales,Joe Barlow,2022-04-21 - Texas Rangers (8) @ Seattle Mariners (6) (Final),R,8,Seattle Mariners,662177,Texas Rangers,6,1,,136,Seattle Mariners,SEA wins 2-1,Drew Steckenrider,['MLBN (out-of-market only)']
,Brad Keller,N,,Top,,T-Mobile Park,2022-04-23T01:40:00Z,118,2022-04-22,680,9,Final,Kansas City Royals,Chris Flexen,Chris Flexen,2022-04-22 - Kansas City Royals (1) @ Seattle Mariners (4) (Final),R,1,Seattle Mariners,662175,Seattle Mariners,4,1,Andres Munoz,136,Kansas City Royals,SEA leads 1-0,Brad Keller,[]
,Kris Bubic,N,,Top,,T-Mobile Park,2022-04-24T01:10:00Z,118,2022-04-23,680,9,Final,Kansas City Royals,Matt Brash,Diego Castillo,2022-04-23 - Kansas City Royals (7) @ Seattle Mariners (13) (Final),R,7,Seattle Mariners,662191,Seattle Mariners,13,1,,136,Kansas City Royals,SEA wins 2-0,Jake Brentz,[]
,Carlos Hernandez,N,,Bottom,,T-Mobile Park,2022-04-24T20:10:00Z,118,2022-04-24,680,12,Final,Kansas City Royals,Robbie Ray,Yohan Ramirez,2022-04-24 - Kansas City Royals (4) @ Seattle Mariners (5) (Final),R,4,Seattle Mariners,662188,Seattle Mariners,5,1,,136,Kansas City Royals,SEA wins 3-0,Joel Payamps,[]
,Logan Gilbert,N,,Bottom,,Tropicana Field,2022-04-26T22:40:00Z,136,2022-04-26,12,9,Final,Seattle Mariners,Matt Wisler,Logan Gilbert,2022-04-26 - Seattle Mariners (8) @ Tampa Bay Rays (4) (Final),R,8,Tampa Bay Rays,661929,Seattle Mariners,4,1,,139,Tampa Bay Rays,SEA leads 1-0,Josh Fleming,[]
,Marco Gonzales,N,,Top,,Tropicana Field,2022-04-27T22:40:00Z,136,2022-04-27,12,9,Final,Seattle Mariners,Drew Rasmussen,Drew Rasmussen,2022-04-27 - Seattle Mariners (2) @ Tampa Bay Rays (3) (Final),R,2,Tampa Bay Rays,661909,Tampa Bay Rays,3,1,Andrew Kittredge,139,Seattle Mariners,Series tied 1-1,Marco Gonzales,[]
,Chris Flexen,N,,Top,,Tropicana Field,2022-04-28T17:10:00Z,136,2022-04-28,12,9,Final,Seattle Mariners,Jeffrey Springs,J.P. Feyereisen,2022-04-28 - Seattle Mariners (1) @ Tampa Bay Rays (2) (Final),R,1,Tampa Bay Rays,661908,Tampa Bay Rays,2,1,Ryan Thompson,139,Seattle Mariners,TB wins 2-1,Chris Flexen,['MLBN (out-of-market only)']
,Matt Brash,N,,Top,,loanDepot park,2022-04-29T22:40:00Z,136,2022-04-29,4169,9,Final,Seattle Mariners,Elieser Hernandez,Elieser Hernandez,2022-04-29 - Seattle Mariners (6) @ Miami Marlins (8) (Final),R,6,Miami Marlins,661390,Miami Marlins,8,1,Anthony Bender,146,Seattle Mariners,MIA leads 1-0,Matt Brash,[]
,Robbie Ray,N,,Top,,loanDepot park,2022-04-30T22:10:00Z,136,2022-04-30,4169,9,Final,Seattle Mariners,Jesus Luzardo,Jesus Luzardo,2022-04-30 - Seattle Mariners (1) @ Miami Marlins (3) (Final),R,1,Miami Marlins,661389,Miami Marlins,3,1,Anthony Bender,146,Seattle Mariners,MIA wins 2-0,Robbie Ray,[]
,Logan Gilbert,N,,Bottom,,loanDepot park,2022-05-01T17:40:00Z,136,2022-05-01,4169,9,Final,Seattle Mariners,Sandy Alcantara,Logan Gilbert,2022-05-01 - Seattle Mariners (7) @ Miami Marlins (3) (Final),R,7,Miami Marlins,661365,Seattle Mariners,3,1,,146,Miami Marlins,MIA wins 2-1,Sandy Alcantara,[]
,Marco Gonzales,N,,Top,,Minute Maid Park,2022-05-03T00:10:00Z,136,2022-05-02,2392,9,Final,Seattle Mariners,Jake Odorizzi,Jake Odorizzi,2022-05-02 - Seattle Mariners (0) @ Houston Astros (3) (Final),R,0,Houston Astros,662920,Houston Astros,3,1,Rafael Montero,117,Seattle Mariners,HOU leads 1-0,Marco Gonzales,[]
,Chris Flexen,N,,Top,,Minute Maid Park,2022-05-04T00:10:00Z,136,2022-05-03,2392,9,Final,Seattle Mariners,Cristian Javier,Cristian Javier,2022-05-03 - Seattle Mariners (0) @ Houston Astros (4) (Final),R,0,Houston Astros,662919,Houston Astros,4,1,,117,Seattle Mariners,HOU wins 2-0,Chris Flexen,[]
,Matt Brash,N,,Top,,Minute Maid Park,2022-05-04T18:10:00Z,136,2022-05-04,2392,9,Final,Seattle Mariners,Justin Verlander,Justin Verlander,2022-05-04 - Seattle Mariners (2) @ Houston Astros (7) (Final),R,2,Houston Astros,662835,Houston Astros,7,1,,117,Seattle Mariners,HOU wins 3-0,Matt Brash,[]
,Shane McClanahan,N,,Bottom,,T-Mobile Park,2022-05-06T01:40:00Z,139,2022-05-05,680,9,Final,Tampa Bay Rays,Robbie Ray,Shane McClanahan,2022-05-05 - Tampa Bay Rays (4) @ Seattle Mariners (3) (Final),R,4,Seattle Mariners,662189,Tampa Bay Rays,3,1,Brooks Raley,136,Seattle Mariners,TB leads 1-0,Robbie Ray,[]
,Matt Wisler,N,,Bottom,,T-Mobile Park,2022-05-07T01:40:00Z,139,2022-05-06,680,9,Final,Tampa Bay Rays,Logan Gilbert,Brooks Raley,2022-05-06 - Tampa Bay Rays (8) @ Seattle Mariners (7) (Final),R,8,Seattle Mariners,662187,Tampa Bay Rays,7,1,,136,Seattle Mariners,TB leads 2-0,Paul Sewald,['Apple TV+']
,Drew Rasmussen,N,,Bottom,,T-Mobile Park,2022-05-08T01:10:00Z,139,2022-05-07,680,9,Final,Tampa Bay Rays,Marco Gonzales,Drew Rasmussen,2022-05-07 - Tampa Bay Rays (8) @ Seattle Mariners (2) (Final),R,8,Seattle Mariners,662159,Tampa Bay Rays,2,1,,136,Seattle Mariners,TB wins 3-0,Marco Gonzales,['MLB.tv Free Game']
,Ryan Yarbrough,N,,Bottom,,T-Mobile Park,2022-05-08T20:10:00Z,139,2022-05-08,680,10,Final,Tampa Bay Rays,George Kirby,Paul Sewald,2022-05-08 - Tampa Bay Rays (1) @ Seattle Mariners (2) (Final),R,1,Seattle Mariners,662160,Seattle Mariners,2,1,,136,Tampa Bay Rays,TB wins 3-1,Matt Wisler,['MLB.tv Free Game']
,Ranger Suarez,N,,Bottom,,T-Mobile Park,2022-05-10T01:40:00Z,143,2022-05-09,680,9,Final,Philadelphia Phillies,Chris Flexen,Ranger Suarez,2022-05-09 - Philadelphia Phillies (9) @ Seattle Mariners (0) (Final),R,9,Seattle Mariners,662158,Philadelphia Phillies,0,1,,136,Seattle Mariners,PHI leads 1-0,Chris Flexen,[]
,Aaron Nola,N,,Top,,T-Mobile Park,2022-05-11T01:40:00Z,143,2022-05-10,680,9,Final,Philadelphia Phillies,Robbie Ray,Robbie Ray,2022-05-10 - Philadelphia Phillies (4) @ Seattle Mariners (5) (Final),R,4,Seattle Mariners,662157,Seattle Mariners,5,1,Paul Sewald,136,Philadelphia Phillies,Series tied 1-1,Aaron Nola,[]
,Bailey Falter,N,,Bottom,,T-Mobile Park,2022-05-11T19:40:00Z,143,2022-05-11,680,9,Final,Philadelphia Phillies,Logan Gilbert,Seranthony Dominguez,2022-05-11 - Philadelphia Phillies (4) @ Seattle Mariners (2) (Final),R,4,Seattle Mariners,662176,Philadelphia Phillies,2,1,Corey Knebel,136,Seattle Mariners,PHI wins 2-1,Logan Gilbert,['MLBN (out-of-market only)']
,Marco Gonzales,N,,Bottom,,Citi Field,2022-05-13T23:10:00Z,136,2022-05-13,3289,9,Final,Seattle Mariners,Max Scherzer,Paul Sewald,2022-05-13 - Seattle Mariners (2) @ New York Mets (1) (Final),R,2,New York Mets,662523,Seattle Mariners,1,1,Drew Steckenrider,121,New York Mets,SEA leads 1-0,Drew Smith,[]
,George Kirby,N,,Top,,Citi Field,2022-05-14T23:10:00Z,136,2022-05-14,3289,9,Final,Seattle Mariners,Chris Bassitt,Adam Ottavino,2022-05-14 - Seattle Mariners (4) @ New York Mets (5) (Final),R,4,New York Mets,662568,New York Mets,5,1,Edwin Diaz,121,Seattle Mariners,Series tied 1-1,Andres Munoz,[]
,Robbie Ray,N,,Bottom,,Citi Field,2022-05-15T17:40:00Z,136,2022-05-15,3289,9,Final,Seattle Mariners,Carlos Carrasco,Robbie Ray,2022-05-15 - Seattle Mariners (8) @ New York Mets (7) (Final),R,8,New York Mets,662567,Seattle Mariners,7,1,Diego Castillo,121,New York Mets,SEA wins 2-1,Chasen Shreve,[]
,Chris Flexen,N,,Top,,Rogers Centre,2022-05-16T23:07:00Z,136,2022-05-16,14,9,Final,Seattle Mariners,Yusei Kikuchi,Yusei Kikuchi,2022-05-16 - Seattle Mariners (2) @ Toronto Blue Jays (6) (Final),R,2,Toronto Blue Jays,661794,Toronto Blue Jays,6,1,Adam Cimber,141,Seattle Mariners,TOR leads 1-0,Chris Flexen,[]
,Logan Gilbert,N,,Top,,Rogers Centre,2022-05-17T23:07:00Z,136,2022-05-17,14,9,Final,Seattle Mariners,Jose Berrios,Jose Berrios,2022-05-17 - Seattle Mariners (0) @ Toronto Blue Jays (3) (Final),R,0,Toronto Blue Jays,661765,Toronto Blue Jays,3,1,Adam Cimber,141,Seattle Mariners,TOR wins 2-0,Logan Gilbert,[]
,Marco Gonzales,N,,Bottom,,Rogers Centre,2022-05-18T23:07:00Z,136,2022-05-18,14,9,Final,Seattle Mariners,Kevin Gausman,Marco Gonzales,2022-05-18 - Seattle Mariners (5) @ Toronto Blue Jays (1) (Final),R,5,Toronto Blue Jays,661767,Seattle Mariners,1,1,,141,Toronto Blue Jays,TOR wins 2-1,Kevin Gausman,[]
,George Kirby,N,,Top,,Fenway Park,2022-05-19T23:10:00Z,136,2022-05-19,3,9,Final,Seattle Mariners,Rich Hill,Tanner Houck,2022-05-19 - Seattle Mariners (6) @ Boston Red Sox (12) (Final),R,6,Boston Red Sox,663269,Boston Red Sox,12,1,,111,Seattle Mariners,BOS leads 1-0,George Kirby,['MLBN (out-of-market only)']
,Robbie Ray,N,,Top,,Fenway Park,2022-05-20T23:10:00Z,136,2022-05-20,3,9,Final,Seattle Mariners,Michael Wacha,Austin Davis,2022-05-20 - Seattle Mariners (3) @ Boston Red Sox (7) (Final),R,3,Boston Red Sox,663268,Boston Red Sox,7,1,,111,Seattle Mariners,BOS leads 2-0,Robbie Ray,[]
,Chris Flexen,N,,Top,,Fenway Park,2022-05-21T20:10:00Z,136,2022-05-21,3,9,Final,Seattle Mariners,Garrett Whitlock,John Schreiber,2022-05-21 - Seattle Mariners (5) @ Boston Red Sox (6) (Final),R,5,Boston Red Sox,663234,Boston Red Sox,6,1,Matt Barnes,111,Seattle Mariners,BOS wins 3-0,Drew Steckenrider,[]
,Logan Gilbert,N,,Bottom,,Fenway Park,2022-05-22T17:35:00Z,136,2022-05-22,3,10,Final,Seattle Mariners,Nathan Eovaldi,Jake Diekman,2022-05-22 - Seattle Mariners (4) @ Boston Red Sox (8) (Final),R,4,Boston Red Sox,663277,Boston Red Sox,8,1,,111,Seattle Mariners,BOS wins 4-0,Andres Munoz,[]
,Zach Logue,N,,Top,,T-Mobile Park,2022-05-24T01:40:00Z,133,2022-05-23,680,9,Final,Oakland Athletics,Marco Gonzales,Marco Gonzales,2022-05-23 - Oakland Athletics (6) @ Seattle Mariners (7) (Final),R,6,Seattle Mariners,662135,Seattle Mariners,7,1,Paul Sewald,136,Oakland Athletics,SEA leads 1-0,Zach Logue,['MLB.tv Free Game']
,James Kaprielian,N,,Bottom,,T-Mobile Park,2022-05-25T01:40:00Z,133,2022-05-24,680,9,Final,Oakland Athletics,George Kirby,Sam Moll,2022-05-24 - Oakland Athletics (7) @ Seattle Mariners (5) (Final),R,7,Seattle Mariners,662134,Oakland Athletics,5,1,Dany Jimenez,136,Seattle Mariners,Series tied 1-1,Anthony Misiewicz,[]
,Paul Blackburn,N,,Bottom,,T-Mobile Park,2022-05-25T20:10:00Z,133,2022-05-25,680,9,Final,Oakland Athletics,Robbie Ray,Paul Blackburn,2022-05-25 - Oakland Athletics (4) @ Seattle Mariners (2) (Final),R,4,Seattle Mariners,662133,Oakland Athletics,2,1,Dany Jimenez,136,Seattle Mariners,OAK wins 2-1,Robbie Ray,[]
,Justin Verlander,N,,Top,,T-Mobile Park,2022-05-28T01:40:00Z,117,2022-05-27,680,9,Final,Houston Astros,Chris Flexen,Chris Flexen,2022-05-27 - Houston Astros (1) @ Seattle Mariners (6) (Final),R,1,Seattle Mariners,662132,Seattle Mariners,6,1,,136,Houston Astros,SEA leads 1-0,Justin Verlander,[]
,Jose Urquidy,N,,Top,,T-Mobile Park,2022-05-29T02:10:00Z,117,2022-05-28,680,9,Final,Houston Astros,Logan Gilbert,Logan Gilbert,2022-05-28 - Houston Astros (0) @ Seattle Mariners (6) (Final),R,0,Seattle Mariners,662131,Seattle Mariners,6,1,,136,Houston Astros,SEA wins 2-0,Jose Urquidy,[]
,Luis Garcia,N,,Bottom,,T-Mobile Park,2022-05-29T20:10:00Z,117,2022-05-29,680,9,Final,Houston Astros,Marco Gonzales,Rafael Montero,2022-05-29 - Houston Astros (2) @ Seattle Mariners (1) (Final),R,2,Seattle Mariners,662130,Houston Astros,1,1,Ryan Pressly,136,Seattle Mariners,SEA wins 2-1,Marco Gonzales,[]
,George Kirby,N,,Bottom,,Oriole Park at Camden Yards,2022-05-31T23:05:00Z,136,2022-05-31,2,9,Final,Seattle Mariners,Bryan Baker,George Kirby,2022-05-31 - Seattle Mariners (10) @ Baltimore Orioles (0) (Final),R,10,Baltimore Orioles,661075,Seattle Mariners,0,1,,110,Baltimore Orioles,SEA leads 1-0,Bryan Baker,[]
,Robbie Ray,N,,Top,,Oriole Park at Camden Yards,2022-06-01T23:05:00Z,136,2022-06-01,2,9,Final,Seattle Mariners,Kyle Bradish,Cionel Perez,2022-06-01 - Seattle Mariners (2) @ Baltimore Orioles (9) (Final),R,2,Baltimore Orioles,661343,Baltimore Orioles,9,1,,110,Seattle Mariners,Series tied 1-1,Robbie Ray,[]
,Chris Flexen,N,,Bottom,,Oriole Park at Camden Yards,2022-06-02T23:05:00Z,136,2022-06-02,2,10,Final,Seattle Mariners,Jordan Lyles,Diego Castillo,2022-06-02 - Seattle Mariners (7) @ Baltimore Orioles (6) (Final),R,7,Baltimore Orioles,661247,Seattle Mariners,6,1,,110,Baltimore Orioles,SEA wins 2-1,Jorge Lopez,['MLBN (out-of-market only)']
,Logan Gilbert,N,,Bottom,,Globe Life Field,2022-06-04T00:05:00Z,136,2022-06-03,5325,9,Final,Seattle Mariners,Dane Dunning,Penn Murfee,2022-06-03 - Seattle Mariners (4) @ Texas Rangers (3) (Final),R,4,Texas Rangers,661913,Seattle Mariners,3,1,Paul Sewald,140,Texas Rangers,SEA leads 1-0,Joe Barlow,[]
,Marco Gonzales,N,,Top,,Globe Life Field,2022-06-04T20:05:00Z,136,2022-06-04,5325,9,Final,Seattle Mariners,Glenn Otto,Glenn Otto,2022-06-04 - Seattle Mariners (2) @ Texas Rangers (3) (Final),R,2,Texas Rangers,661936,Texas Rangers,3,1,Joe Barlow,140,Seattle Mariners,Series tied 1-1,Marco Gonzales,['MLB.tv Free Game']
,George Kirby,N,,Bottom,,Globe Life Field,2022-06-05T18:35:00Z,136,2022-06-05,5325,10,Final,Seattle Mariners,Martin Perez,Diego Castillo,2022-06-05 - Seattle Mariners (6) @ Texas Rangers (5) (Final),R,6,Texas Rangers,661962,Seattle Mariners,5,1,Paul Sewald,140,Texas Rangers,SEA wins 2-1,Brock Burke,[]
