away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,winning_pitcher,summary,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Nathan Eovaldi,N,,Bottom,Yankee Stadium,2022-07-15T23:05:00Z,111,2022-07-15,3313,11,Final,Boston Red Sox,Jordan Montgomery,Tanner Houck,2022-07-15 - Boston Red Sox (5) @ New York Yankees (4) (Final),R,5,New York Yankees,661260,Boston Red Sox,4,1,Ryan Brasier,147,New York Yankees,BOS leads 1-0,Michael King,['MLBN (out-of-market only)']
,Nick Pivetta,N,,Top,Yankee Stadium,2022-07-16T23:15:00Z,111,2022-07-16,3313,9,Final,Boston Red Sox,Jameson Taillon,Jameson Taillon,2022-07-16 - Boston Red Sox (1) @ New York Yankees (14) (Final),R,1,New York Yankees,661259,New York Yankees,14,1,Ryan Weber,147,Boston Red Sox,Series tied 1-1,Nick Pivetta,['FOX']
,Chris Sale,N,,Top,Yankee Stadium,2022-07-17T17:35:00Z,111,2022-07-17,3313,9,Final,Boston Red Sox,Gerrit Cole,Gerrit Cole,2022-07-17 - Boston Red Sox (2) @ New York Yankees (13) (Final),R,2,New York Yankees,661258,New York Yankees,13,1,,147,Boston Red Sox,NYY wins 2-1,Chris Sale,['MLBN (out-of-market only)']
,Jordan Montgomery,S,,Bottom,Minute Maid Park,2022-07-21T17:10:00Z,147,2022-07-21,2392,9,Final,New York Yankees,Cristian Javier,Hector Neris,2022-07-21 - New York Yankees (2) @ Houston Astros (3) (Final),R,2,Houston Astros,662776,Houston Astros,3,1,,117,New York Yankees,HOU leads 1-0,Michael King,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Domingo German,S,,Top,Minute Maid Park,2022-07-21T22:40:00Z,147,2022-07-21,2392,9,Final,New York Yankees,Luis Garcia,Luis Garcia,2022-07-21 - New York Yankees (5) @ Houston Astros (7) (Final),R,5,Houston Astros,662775,Houston Astros,7,2,Rafael Montero,117,New York Yankees,HOU wins 2-0,Domingo German,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Jameson Taillon,N,,Bottom,Oriole Park at Camden Yards,2022-07-22T23:05:00Z,147,2022-07-22,2,9,Final,New York Yankees,Tyler Wells,Lucas Luetge,2022-07-22 - New York Yankees (7) @ Baltimore Orioles (6) (Final),R,7,Baltimore Orioles,661072,New York Yankees,6,1,Clay Holmes,110,Baltimore Orioles,NYY leads 1-0,Tyler Wells,['MLB.tv Free Game']
,Gerrit Cole,N,,Top,Oriole Park at Camden Yards,2022-07-23T23:05:00Z,147,2022-07-23,2,9,Final,New York Yankees,Jordan Lyles,Cionel Perez,2022-07-23 - New York Yankees (3) @ Baltimore Orioles (6) (Final),R,3,Baltimore Orioles,661057,Baltimore Orioles,6,1,Jorge Lopez,110,New York Yankees,Series tied 1-1,Gerrit Cole,['MLB.tv Free Game']
,Nestor Cortes,N,,Bottom,Oriole Park at Camden Yards,2022-07-24T17:35:00Z,147,2022-07-24,2,9,Final,New York Yankees,Dean Kremer,Nestor Cortes,2022-07-24 - New York Yankees (6) @ Baltimore Orioles (0) (Final),R,6,Baltimore Orioles,661056,New York Yankees,0,1,Clarke Schmidt,110,Baltimore Orioles,NYY wins 2-1,Dean Kremer,['MLB.tv Free Game']
,Jordan Montgomery,N,,Top,Citi Field,2022-07-26T23:10:00Z,147,2022-07-26,3289,9,Final,New York Yankees,Taijuan Walker,Taijuan Walker,2022-07-26 - New York Yankees (3) @ New York Mets (6) (Final),R,3,New York Mets,662438,New York Mets,6,1,Edwin Diaz,121,New York Yankees,NYM leads 1-0,Jordan Montgomery,['TBS']
,Domingo German,N,,Bottom,Citi Field,2022-07-27T23:10:00Z,147,2022-07-27,3289,9,Final,New York Yankees,Max Scherzer,Seth Lugo,2022-07-27 - New York Yankees (2) @ New York Mets (3) (Final),R,2,New York Mets,662420,New York Mets,3,1,,121,New York Yankees,NYM wins 2-0,Wandy Peralta,['ESPN']
,Brady Singer,N,,Bottom,Yankee Stadium,2022-07-28T23:05:00Z,118,2022-07-28,3313,9,Final,Kansas City Royals,Jameson Taillon,Clay Holmes,2022-07-28 - Kansas City Royals (0) @ New York Yankees (1) (Final),R,0,New York Yankees,661257,New York Yankees,1,1,,147,Kansas City Royals,NYY leads 1-0,Scott Barlow,[]
,Kris Bubic,N,,Top,Yankee Stadium,2022-07-29T23:05:00Z,118,2022-07-29,3313,9,Final,Kansas City Royals,Gerrit Cole,Albert Abreu,2022-07-29 - Kansas City Royals (5) @ New York Yankees (11) (Final),R,5,New York Yankees,661256,New York Yankees,11,1,,147,Kansas City Royals,NYY leads 2-0,Scott Barlow,[]
,Jonathan Heasley,N,,Top,Yankee Stadium,2022-07-30T18:05:00Z,118,2022-07-30,3313,9,Final,Kansas City Royals,Nestor Cortes,Nestor Cortes,2022-07-30 - Kansas City Royals (2) @ New York Yankees (8) (Final),R,2,New York Yankees,661255,New York Yankees,8,1,Clarke Schmidt,147,Kansas City Royals,NYY wins 3-0,Jonathan Heasley,[]
,Zack Greinke,N,,Bottom,Yankee Stadium,2022-07-31T17:35:00Z,118,2022-07-31,3313,9,Final,Kansas City Royals,Jordan Montgomery,Taylor Clarke,2022-07-31 - Kansas City Royals (8) @ New York Yankees (6) (Final),R,8,New York Yankees,661254,Kansas City Royals,6,1,,147,New York Yankees,NYY wins 3-1,Clay Holmes,['MLBN (out-of-market only)']
,Marco Gonzales,N,,Top,Yankee Stadium,2022-08-01T23:05:00Z,136,2022-08-01,3313,9,Final,Seattle Mariners,Domingo German,Domingo German,2022-08-01 - Seattle Mariners (2) @ New York Yankees (7) (Final),R,2,New York Yankees,661268,New York Yankees,7,1,,147,Seattle Mariners,NYY leads 1-0,Marco Gonzales,[]
,Logan Gilbert,N,,Bottom,Yankee Stadium,2022-08-02T23:05:00Z,136,2022-08-02,3313,9,Final,Seattle Mariners,Jameson Taillon,Penn Murfee,2022-08-02 - Seattle Mariners (8) @ New York Yankees (6) (Final),R,8,New York Yankees,661253,Seattle Mariners,6,1,Andres Munoz,147,New York Yankees,Series tied 1-1,Lucas Luetge,['MLBN (out-of-market only)']
,Luis Castillo,N,,Bottom,Yankee Stadium,2022-08-03T17:05:00Z,136,2022-08-03,3313,9,Final,Seattle Mariners,Gerrit Cole,Luis Castillo,2022-08-03 - Seattle Mariners (7) @ New York Yankees (3) (Final),R,7,New York Yankees,661293,Seattle Mariners,3,1,,147,New York Yankees,SEA wins 2-1,Gerrit Cole,['MLBN (out-of-market only)']
,Nestor Cortes,N,,Top,Busch Stadium,2022-08-06T00:15:00Z,147,2022-08-05,2889,9,Final,New York Yankees,Dakota Hudson,Andre Pallante,2022-08-05 - New York Yankees (3) @ St. Louis Cardinals (4) (Final),R,3,St. Louis Cardinals,661946,St. Louis Cardinals,4,1,Ryan Helsley,138,New York Yankees,STL leads 1-0,Clay Holmes,[]
,Domingo German,N,,Top,Busch Stadium,2022-08-06T23:15:00Z,147,2022-08-06,2889,9,Final,New York Yankees,Jordan Montgomery,Jordan Montgomery,2022-08-06 - New York Yankees (0) @ St. Louis Cardinals (1) (Final),R,0,St. Louis Cardinals,661949,St. Louis Cardinals,1,1,Giovanny Gallegos,138,New York Yankees,STL wins 2-0,Domingo German,['FOX']
,Frankie Montas,N,,Top,Busch Stadium,2022-08-07T18:15:00Z,147,2022-08-07,2889,9,Final,New York Yankees,Adam Wainwright,Chris Stratton,2022-08-07 - New York Yankees (9) @ St. Louis Cardinals (12) (Final),R,9,St. Louis Cardinals,661948,St. Louis Cardinals,12,1,Ryan Helsley,138,New York Yankees,STL wins 3-0,Albert Abreu,['MLB.tv Free Game']
,Jameson Taillon,N,,Bottom,T-Mobile Park,2022-08-09T02:10:00Z,147,2022-08-08,680,9,Final,New York Yankees,Logan Gilbert,Jameson Taillon,2022-08-08 - New York Yankees (9) @ Seattle Mariners (4) (Final),R,9,Seattle Mariners,662152,New York Yankees,4,1,,136,Seattle Mariners,NYY leads 1-0,Logan Gilbert,['MLBN (out-of-market only)']
,Gerrit Cole,N,,Bottom,T-Mobile Park,2022-08-10T02:10:00Z,147,2022-08-09,680,13,Final,New York Yankees,Luis Castillo,Matt Brash,2022-08-09 - New York Yankees (0) @ Seattle Mariners (1) (Final),R,0,Seattle Mariners,662148,Seattle Mariners,1,1,,136,New York Yankees,Series tied 1-1,Jonathan Loaisiga,[]
,Nestor Cortes,N,,Top,T-Mobile Park,2022-08-10T20:10:00Z,147,2022-08-10,680,9,Final,New York Yankees,Robbie Ray,Penn Murfee,2022-08-10 - New York Yankees (3) @ Seattle Mariners (4) (Final),R,3,Seattle Mariners,662185,Seattle Mariners,4,1,Paul Sewald,136,New York Yankees,SEA wins 2-1,Albert Abreu,[]
,Domingo German,N,,Bottom,Fenway Park,2022-08-12T23:10:00Z,147,2022-08-12,3,10,Final,New York Yankees,Nathan Eovaldi,Garrett Whitlock,2022-08-12 - New York Yankees (2) @ Boston Red Sox (3) (Final),R,2,Boston Red Sox,663177,Boston Red Sox,3,1,,111,New York Yankees,BOS leads 1-0,Lou Trivino,['MLBN (out-of-market only)']
,Frankie Montas,N,,Bottom,Fenway Park,2022-08-13T23:15:00Z,147,2022-08-13,3,9,Final,New York Yankees,Kutter Crawford,Aroldis Chapman,2022-08-13 - New York Yankees (3) @ Boston Red Sox (2) (Final),R,3,Boston Red Sox,663176,New York Yankees,2,1,Scott Effross,111,Boston Red Sox,Series tied 1-1,John Schreiber,['FOX']
,Jameson Taillon,N,,Top,Fenway Park,2022-08-14T23:08:00Z,147,2022-08-14,3,9,Final,New York Yankees,Michael Wacha,Michael Wacha,2022-08-14 - New York Yankees (0) @ Boston Red Sox (3) (Final),R,0,Boston Red Sox,663175,Boston Red Sox,3,1,Garrett Whitlock,111,New York Yankees,BOS wins 2-1,Jameson Taillon,['ESPN']
,Jalen Beeks,N,,Bottom,Yankee Stadium,2022-08-15T23:05:00Z,139,2022-08-15,3313,9,Final,Tampa Bay Rays,Gerrit Cole,Ryan Yarbrough,2022-08-15 - Tampa Bay Rays (4) @ New York Yankees (0) (Final),R,4,New York Yankees,661283,Tampa Bay Rays,0,1,,147,New York Yankees,TB leads 1-0,Gerrit Cole,[]
,Jeffrey Springs,N,,Bottom,Yankee Stadium,2022-08-16T23:05:00Z,139,2022-08-16,3313,9,Final,Tampa Bay Rays,Nestor Cortes,Jeffrey Springs,2022-08-16 - Tampa Bay Rays (3) @ New York Yankees (1) (Final),R,3,New York Yankees,661250,Tampa Bay Rays,1,1,Jason Adam,147,New York Yankees,TB wins 2-0,Nestor Cortes,['TBS']
,Corey Kluber,N,,Bottom,Yankee Stadium,2022-08-17T23:05:00Z,139,2022-08-17,3313,10,Final,Tampa Bay Rays,Domingo German,Aroldis Chapman,2022-08-17 - Tampa Bay Rays (7) @ New York Yankees (8) (Final),R,7,New York Yankees,661266,New York Yankees,8,1,,147,Tampa Bay Rays,TB wins 2-1,Jalen Beeks,[]
,Jose Berrios,N,,Bottom,Yankee Stadium,2022-08-18T23:05:00Z,141,2022-08-18,3313,9,Final,Toronto Blue Jays,Frankie Montas,Jose Berrios,2022-08-18 - Toronto Blue Jays (9) @ New York Yankees (2) (Final),R,9,New York Yankees,661265,Toronto Blue Jays,2,1,,147,New York Yankees,TOR leads 1-0,Frankie Montas,['MLBN (out-of-market only)']
,Kevin Gausman,N,,Bottom,Yankee Stadium,2022-08-19T23:05:00Z,141,2022-08-19,3313,9,Final,Toronto Blue Jays,Jameson Taillon,Kevin Gausman,2022-08-19 - Toronto Blue Jays (4) @ New York Yankees (0) (Final),R,4,New York Yankees,661319,Toronto Blue Jays,0,1,,147,New York Yankees,TOR leads 2-0,Jameson Taillon,['Apple TV+']
,Mitch White,N,,Bottom,Yankee Stadium,2022-08-20T17:05:00Z,141,2022-08-20,3313,9,Final,Toronto Blue Jays,Gerrit Cole,Adam Cimber,2022-08-20 - Toronto Blue Jays (5) @ New York Yankees (2) (Final),R,5,New York Yankees,661240,Toronto Blue Jays,2,1,Yimi Garcia,147,New York Yankees,TOR wins 3-0,Gerrit Cole,['MLBN (out-of-market only)']
,Alek Manoah,N,,Top,Yankee Stadium,2022-08-21T17:35:00Z,141,2022-08-21,3313,9,Final,Toronto Blue Jays,Nestor Cortes,Lou Trivino,2022-08-21 - Toronto Blue Jays (2) @ New York Yankees (4) (Final),R,2,New York Yankees,661239,New York Yankees,4,1,,147,Toronto Blue Jays,TOR wins 3-1,Adam Cimber,['MLBN (out-of-market only)']
,Max Scherzer,N,,Top,Yankee Stadium,2022-08-22T23:05:00Z,121,2022-08-22,3313,9,Final,New York Mets,Domingo German,Domingo German,2022-08-22 - New York Mets (2) @ New York Yankees (4) (Final),R,2,New York Yankees,661238,New York Yankees,4,1,Jonathan Loaisiga,147,New York Mets,NYY leads 1-0,Max Scherzer,['MLBN (out-of-market only)']
,Taijuan Walker,N,,Top,Yankee Stadium,2022-08-23T23:05:00Z,121,2022-08-23,3313,9,Final,New York Mets,Frankie Montas,Clarke Schmidt,2022-08-23 - New York Mets (2) @ New York Yankees (4) (Final),R,2,New York Yankees,661237,New York Yankees,4,1,Wandy Peralta,147,New York Mets,NYY wins 2-0,Joely Rodriguez,['TBS']
,Jameson Taillon,N,,Bottom,Oakland Coliseum,2022-08-26T01:40:00Z,147,2022-08-25,10,9,Final,New York Yankees,James Kaprielian,Jameson Taillon,2022-08-25 - New York Yankees (13) @ Oakland Athletics (4) (Final),R,13,Oakland Athletics,662337,New York Yankees,4,1,,133,Oakland Athletics,NYY leads 1-0,James Kaprielian,[]
,Gerrit Cole,N,,Bottom,Oakland Coliseum,2022-08-27T01:40:00Z,147,2022-08-26,10,9,Final,New York Yankees,JP Sears,Gerrit Cole,2022-08-26 - New York Yankees (3) @ Oakland Athletics (2) (Final),R,3,Oakland Athletics,662342,New York Yankees,2,1,Wandy Peralta,133,Oakland Athletics,NYY leads 2-0,JP Sears,['MLB.tv Free Game']
,Domingo German,N,,Bottom,Oakland Coliseum,2022-08-28T01:07:00Z,147,2022-08-27,10,11,Final,New York Yankees,Adam Oller,Joel Payamps,2022-08-27 - New York Yankees (2) @ Oakland Athletics (3) (Final),R,2,Oakland Athletics,662336,Oakland Athletics,3,1,,133,New York Yankees,NYY leads 2-1,Lou Trivino,[]
,Clarke Schmidt,N,,Top,Oakland Coliseum,2022-08-28T20:07:00Z,147,2022-08-28,10,9,Final,New York Yankees,Adrian Martinez,Adrian Martinez,2022-08-28 - New York Yankees (1) @ Oakland Athletics (4) (Final),R,1,Oakland Athletics,662335,Oakland Athletics,4,1,A.J. Puk,133,New York Yankees,Series tied 2-2,Clarke Schmidt,[]
,Frankie Montas,N,,Top,Angel Stadium,2022-08-30T01:38:00Z,147,2022-08-29,1,9,Final,New York Yankees,Jose Suarez,Jose Suarez,2022-08-29 - New York Yankees (3) @ Los Angeles Angels (4) (Final),R,3,Los Angeles Angels,663424,Los Angeles Angels,4,1,Jimmy Herget,108,New York Yankees,LAA leads 1-0,Frankie Montas,['MLBN (out-of-market only)']
,Jameson Taillon,N,,Bottom,Angel Stadium,2022-08-31T01:38:00Z,147,2022-08-30,1,9,Final,New York Yankees,Mike Mayers,Greg Weissert,2022-08-30 - New York Yankees (7) @ Los Angeles Angels (4) (Final),R,7,Los Angeles Angels,663437,New York Yankees,4,1,,108,Los Angeles Angels,Series tied 1-1,Mike Mayers,['MLBN (out-of-market only)']
,Gerrit Cole,N,,Top,Angel Stadium,2022-09-01T01:38:00Z,147,2022-08-31,1,9,Final,New York Yankees,Patrick Sandoval,Patrick Sandoval,2022-08-31 - New York Yankees (2) @ Los Angeles Angels (3) (Final),R,2,Los Angeles Angels,663410,Los Angeles Angels,3,1,Jimmy Herget,108,New York Yankees,LAA wins 2-1,Gerrit Cole,['MLB.tv Free Game']
,Domingo German,N,,Top,Tropicana Field,2022-09-02T23:10:00Z,147,2022-09-02,12,9,Final,New York Yankees,Jeffrey Springs,Jeffrey Springs,2022-09-02 - New York Yankees (0) @ Tampa Bay Rays (9) (Final),R,0,Tampa Bay Rays,661855,Tampa Bay Rays,9,1,,139,New York Yankees,TB leads 1-0,Domingo German,['MLBN (out-of-market only)']
,Clarke Schmidt,N,,Top,Tropicana Field,2022-09-03T22:10:00Z,147,2022-09-03,12,9,Final,New York Yankees,Corey Kluber,Corey Kluber,2022-09-03 - New York Yankees (1) @ Tampa Bay Rays (2) (Final),R,1,Tampa Bay Rays,661854,Tampa Bay Rays,2,1,Jason Adam,139,New York Yankees,TB wins 2-0,Clarke Schmidt,[]
,Frankie Montas,N,,Bottom,Tropicana Field,2022-09-04T17:40:00Z,147,2022-09-04,12,9,Final,New York Yankees,Shawn Armstrong,Frankie Montas,2022-09-04 - New York Yankees (2) @ Tampa Bay Rays (1) (Final),R,2,Tampa Bay Rays,661853,New York Yankees,1,1,Clay Holmes,139,Tampa Bay Rays,TB wins 2-1,Shawn Armstrong,['MLBN (out-of-market only)']
,Chris Archer,N,,Top,Yankee Stadium,2022-09-05T17:05:00Z,142,2022-09-05,3313,9,Final,Minnesota Twins,Jameson Taillon,Greg Weissert,2022-09-05 - Minnesota Twins (2) @ New York Yankees (5) (Final),R,2,New York Yankees,661236,New York Yankees,5,1,Clay Holmes,147,Minnesota Twins,NYY leads 1-0,Trevor Megill,['MLBN (out-of-market only)']
,Joe Ryan,N,,,Yankee Stadium,2022-09-06T23:05:00Z,142,2022-09-06,3313,,Postponed,Minnesota Twins,Gerrit Cole,,2022-09-06 - Minnesota Twins @ New York Yankees (Postponed),R,0,New York Yankees,661235,,0,1,,147,,NYY wins 3-0,,['TBS']
,Louie Varland,Y,,Bottom,Yankee Stadium,2022-09-07T19:05:00Z,142,2022-09-07,3313,12,Final,Minnesota Twins,Domingo German,Greg Weissert,2022-09-07 - Minnesota Twins (4) @ New York Yankees (5) (Final),R,4,New York Yankees,661251,New York Yankees,5,1,,147,Minnesota Twins,NYY leads 2-0,Trevor Megill,[]
,Joe Ryan,Y,,Top,Yankee Stadium,2022-09-07T19:10:00Z,142,2022-09-07,3313,9,Final,Minnesota Twins,Gerrit Cole,Gerrit Cole,2022-09-07 - Minnesota Twins (1) @ New York Yankees (7) (Final),R,1,New York Yankees,661235,New York Yankees,7,2,Lucas Luetge,147,Minnesota Twins,NYY wins 3-0,Joe Ryan,['TBS']
,Sonny Gray,N,,Bottom,Yankee Stadium,2022-09-08T23:05:00Z,142,2022-09-08,3313,9,Final,Minnesota Twins,Nestor Cortes,Griffin Jax,2022-09-08 - Minnesota Twins (4) @ New York Yankees (3) (Final),R,4,New York Yankees,661252,Minnesota Twins,3,1,Michael Fulmer,147,New York Yankees,NYY wins 3-1,Wandy Peralta,['MLBN (out-of-market only)']
,Drew Rasmussen,N,,Bottom,Yankee Stadium,2022-09-09T23:05:00Z,139,2022-09-09,3313,9,Final,Tampa Bay Rays,Frankie Montas,Drew Rasmussen,2022-09-09 - Tampa Bay Rays (4) @ New York Yankees (2) (Final),R,4,New York Yankees,661234,Tampa Bay Rays,2,1,Shawn Armstrong,147,New York Yankees,TB leads 1-0,Frankie Montas,[]
,Corey Kluber,N,,Top,Yankee Stadium,2022-09-10T17:05:00Z,139,2022-09-10,3313,9,Final,Tampa Bay Rays,Jameson Taillon,Jameson Taillon,2022-09-10 - Tampa Bay Rays (3) @ New York Yankees (10) (Final),R,3,New York Yankees,661282,New York Yankees,10,1,,147,Tampa Bay Rays,Series tied 1-1,Corey Kluber,['MLBN (out-of-market only)']
,Luis Patino,N,,Top,Yankee Stadium,2022-09-11T17:35:00Z,139,2022-09-11,3313,9,Final,Tampa Bay Rays,Domingo German,Wandy Peralta,2022-09-11 - Tampa Bay Rays (4) @ New York Yankees (10) (Final),R,4,New York Yankees,661232,New York Yankees,10,1,,147,Tampa Bay Rays,NYY wins 2-1,Luis Patino,['MLBN (out-of-market only)']
,Gerrit Cole,N,,Bottom,Fenway Park,2022-09-13T23:10:00Z,147,2022-09-13,3,10,Final,New York Yankees,Nick Pivetta,Clay Holmes,2022-09-13 - New York Yankees (7) @ Boston Red Sox (6) (Final),R,7,Boston Red Sox,663160,New York Yankees,6,1,Wandy Peralta,111,Boston Red Sox,NYY leads 1-0,Jeurys Familia,['TBS (out-of-market only)']
,Nestor Cortes,N,,Bottom,Fenway Park,2022-09-14T23:10:00Z,147,2022-09-14,3,9,Final,New York Yankees,Brayan Bello,Nestor Cortes,2022-09-14 - New York Yankees (5) @ Boston Red Sox (3) (Final),R,5,Boston Red Sox,663159,New York Yankees,3,1,Clay Holmes,111,Boston Red Sox,NYY wins 2-0,Brayan Bello,[]
,Frankie Montas,N,,Bottom,American Family Field,2022-09-17T00:10:00Z,147,2022-09-16,32,9,Final,New York Yankees,Adrian Houser,Taylor Rogers,2022-09-16 - New York Yankees (6) @ Milwaukee Brewers (7) (Final),R,6,Milwaukee Brewers,661164,Milwaukee Brewers,7,1,,158,New York Yankees,MIL leads 1-0,Clay Holmes,['MLBN (out-of-market only)']
,Jameson Taillon,N,,Top,American Family Field,2022-09-17T23:10:00Z,147,2022-09-17,32,9,Final,New York Yankees,Brandon Woodruff,Brandon Woodruff,2022-09-17 - New York Yankees (1) @ Milwaukee Brewers (4) (Final),R,1,Milwaukee Brewers,661163,Milwaukee Brewers,4,1,Devin Williams,158,New York Yankees,MIL wins 2-0,Jameson Taillon,['MLBN (out-of-market only)']
