away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,winning_pitcher,summary,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Joan Adon,N,,Top,loanDepot park,2022-06-07T22:40:00Z,120,2022-06-07,4169,9,Final,Washington Nationals,Edward Cabrera,Edward Cabrera,2022-06-07 - Washington Nationals (2) @ Miami Marlins (12) (Final),R,2,Miami Marlins,661169,Miami Marlins,12,1,,146,Washington Nationals,MIA leads 1-0,Joan Adon,[]
,Josiah Gray,N,,Bottom,loanDepot park,2022-06-08T22:40:00Z,120,2022-06-08,4169,10,Final,Washington Nationals,Sandy Alcantara,Tanner Scott,2022-06-08 - Washington Nationals (1) @ Miami Marlins (2) (Final),R,1,Miami Marlins,661150,Miami Marlins,2,1,,146,Washington Nationals,MIA wins 2-0,Tanner Rainey,[]
,Stephen Strasburg,N,,Top,loanDepot park,2022-06-09T22:40:00Z,120,2022-06-09,4169,9,Final,Washington Nationals,Trevor Rogers,Trevor Rogers,2022-06-09 - Washington Nationals (4) @ Miami Marlins (7) (Final),R,4,Miami Marlins,661149,Miami Marlins,7,1,Tanner Scott,146,Washington Nationals,MIA wins 3-0,Stephen Strasburg,['MLBN (out-of-market only)']
,Pablo Lopez,N,,Bottom,Minute Maid Park,2022-06-11T00:10:00Z,146,2022-06-10,2392,9,Final,Miami Marlins,Luis Garcia,Cole Sulser,2022-06-10 - Miami Marlins (7) @ Houston Astros (4) (Final),R,7,Houston Astros,662759,Miami Marlins,4,1,Tanner Scott,117,Houston Astros,MIA leads 1-0,Luis Garcia,[]
,Braxton Garrett,N,,Bottom,Minute Maid Park,2022-06-11T20:10:00Z,146,2022-06-11,2392,9,Final,Miami Marlins,Framber Valdez,Braxton Garrett,2022-06-11 - Miami Marlins (5) @ Houston Astros (1) (Final),R,5,Houston Astros,662756,Miami Marlins,1,1,,117,Houston Astros,MIA wins 2-0,Framber Valdez,[]
,Edward Cabrera,N,,Top,Minute Maid Park,2022-06-12T18:10:00Z,146,2022-06-12,2392,9,Final,Miami Marlins,Justin Verlander,Justin Verlander,2022-06-12 - Miami Marlins (4) @ Houston Astros (9) (Final),R,4,Houston Astros,662758,Houston Astros,9,1,,117,Miami Marlins,MIA wins 2-1,Edward Cabrera,[]
,Sandy Alcantara,N,,Bottom,Citizens Bank Park,2022-06-13T23:05:00Z,146,2022-06-13,2681,9,Final,Miami Marlins,Aaron Nola,Seranthony Dominguez,2022-06-13 - Miami Marlins (2) @ Philadelphia Phillies (3) (Final),R,2,Philadelphia Phillies,661629,Philadelphia Phillies,3,1,,143,Miami Marlins,PHI leads 1-0,Anthony Bass,[]
,Trevor Rogers,N,,Bottom,Citizens Bank Park,2022-06-14T23:05:00Z,146,2022-06-14,2681,9,Final,Miami Marlins,Zach Eflin,Steven Okert,2022-06-14 - Miami Marlins (11) @ Philadelphia Phillies (9) (Final),R,11,Philadelphia Phillies,661616,Miami Marlins,9,1,Tanner Scott,143,Philadelphia Phillies,Series tied 1-1,Corey Knebel,[]
,Daniel Castano,N,,Bottom,Citizens Bank Park,2022-06-15T17:05:00Z,146,2022-06-15,2681,9,Final,Miami Marlins,Kyle Gibson,Connor Brogdon,2022-06-15 - Miami Marlins (1) @ Philadelphia Phillies (3) (Final),R,1,Philadelphia Phillies,661583,Philadelphia Phillies,3,1,,143,Miami Marlins,PHI wins 2-1,Tanner Scott,['MLBN (out-of-market only)']
,Pablo Lopez,N,,Top,Citi Field,2022-06-17T23:10:00Z,146,2022-06-17,3289,9,Final,Miami Marlins,Carlos Carrasco,Carlos Carrasco,2022-06-17 - Miami Marlins (4) @ New York Mets (10) (Final),R,4,New York Mets,662534,New York Mets,10,1,,121,Miami Marlins,NYM leads 1-0,Pablo Lopez,[]
,Braxton Garrett,N,,Top,Citi Field,2022-06-18T20:10:00Z,146,2022-06-18,3289,9,Final,Miami Marlins,Taijuan Walker,Taijuan Walker,2022-06-18 - Miami Marlins (2) @ New York Mets (3) (Final),R,2,New York Mets,662533,New York Mets,3,1,Edwin Diaz,121,Miami Marlins,NYM leads 2-0,Braxton Garrett,[]
,Sandy Alcantara,N,,Bottom,Citi Field,2022-06-19T17:40:00Z,146,2022-06-19,3289,9,Final,Miami Marlins,Chris Bassitt,Sandy Alcantara,2022-06-19 - Miami Marlins (6) @ New York Mets (2) (Final),R,6,New York Mets,662532,Miami Marlins,2,1,,121,New York Mets,NYM leads 2-1,Chris Bassitt,[]
,Trevor Rogers,N,,Top,Citi Field,2022-06-20T17:10:00Z,146,2022-06-20,3289,9,Final,Miami Marlins,David Peterson,David Peterson,2022-06-20 - Miami Marlins (0) @ New York Mets (6) (Final),R,0,New York Mets,662522,New York Mets,6,1,,121,Miami Marlins,NYM wins 3-1,Trevor Rogers,['MLBN (out-of-market only)']
,Ryan Feltner,N,,Top,loanDepot park,2022-06-21T22:40:00Z,115,2022-06-21,4169,9,Final,Colorado Rockies,Daniel Castano,Steven Okert,2022-06-21 - Colorado Rockies (8) @ Miami Marlins (9) (Final),R,8,Miami Marlins,661148,Miami Marlins,9,1,Tanner Scott,146,Colorado Rockies,MIA leads 1-0,Alex Colome,[]
,Chad Kuhl,N,,Top,loanDepot park,2022-06-22T22:40:00Z,115,2022-06-22,4169,9,Final,Colorado Rockies,Pablo Lopez,Pablo Lopez,2022-06-22 - Colorado Rockies (4) @ Miami Marlins (7) (Final),R,4,Miami Marlins,661393,Miami Marlins,7,1,,146,Colorado Rockies,MIA wins 2-0,Chad Kuhl,[]
,Kyle Freeland,N,,Top,loanDepot park,2022-06-23T16:10:00Z,115,2022-06-23,4169,9,Final,Colorado Rockies,Braxton Garrett,Steven Okert,2022-06-23 - Colorado Rockies (2) @ Miami Marlins (3) (Final),R,2,Miami Marlins,661392,Miami Marlins,3,1,Tanner Scott,146,Colorado Rockies,MIA wins 3-0,Alex Colome,['MLBN (out-of-market only)']
,Taijuan Walker,N,,Bottom,loanDepot park,2022-06-24T22:40:00Z,121,2022-06-24,4169,9,Final,New York Mets,Sandy Alcantara,Taijuan Walker,2022-06-24 - New York Mets (5) @ Miami Marlins (3) (Final),R,5,Miami Marlins,661382,New York Mets,3,1,Edwin Diaz,146,Miami Marlins,NYM leads 1-0,Sandy Alcantara,['MLBN (out-of-market only)']
,Chris Bassitt,N,,Bottom,loanDepot park,2022-06-25T20:10:00Z,121,2022-06-25,4169,9,Final,New York Mets,Trevor Rogers,Chris Bassitt,2022-06-25 - New York Mets (5) @ Miami Marlins (3) (Final),R,5,Miami Marlins,661381,New York Mets,3,1,Edwin Diaz,146,Miami Marlins,NYM wins 2-0,Jimmy Yacabonis,[]
,David Peterson,N,,Bottom,loanDepot park,2022-06-26T16:05:00Z,121,2022-06-26,4169,9,Final,New York Mets,Daniel Castano,Tanner Scott,2022-06-26 - New York Mets (2) @ Miami Marlins (3) (Final),R,2,Miami Marlins,661380,Miami Marlins,3,1,,146,New York Mets,NYM wins 2-1,Adam Ottavino,['Peacock']
,Pablo Lopez,N,,Top,Busch Stadium,2022-06-27T23:45:00Z,146,2022-06-27,2889,9,Final,Miami Marlins,Adam Wainwright,Adam Wainwright,2022-06-27 - Miami Marlins (0) @ St. Louis Cardinals (9) (Final),R,0,St. Louis Cardinals,661968,St. Louis Cardinals,9,1,,138,Miami Marlins,STL leads 1-0,Pablo Lopez,[]
,Braxton Garrett,N,,Top,Busch Stadium,2022-06-28T23:45:00Z,146,2022-06-28,2889,9,Final,Miami Marlins,Dakota Hudson,Dakota Hudson,2022-06-28 - Miami Marlins (3) @ St. Louis Cardinals (5) (Final),R,3,St. Louis Cardinals,661967,St. Louis Cardinals,5,1,Ryan Helsley,138,Miami Marlins,STL wins 2-0,Braxton Garrett,[]
,Sandy Alcantara,N,,Bottom,Busch Stadium,2022-06-29T23:45:00Z,146,2022-06-29,2889,9,Final,Miami Marlins,Andre Pallante,Sandy Alcantara,2022-06-29 - Miami Marlins (4) @ St. Louis Cardinals (3) (Final),R,4,St. Louis Cardinals,661134,Miami Marlins,3,1,,138,St. Louis Cardinals,STL wins 2-1,Ryan Helsley,[]
,Trevor Rogers,N,,Bottom,Nationals Park,2022-07-01T22:05:00Z,146,2022-07-01,3309,9,Final,Miami Marlins,Josiah Gray,Trevor Rogers,2022-07-01 - Miami Marlins (6) @ Washington Nationals (3) (Final),R,6,Washington Nationals,662492,Miami Marlins,3,1,Tanner Scott,120,Washington Nationals,MIA leads 1-0,Josiah Gray,[]
,Daniel Castano,N,,Bottom,Nationals Park,2022-07-02T20:05:00Z,146,2022-07-02,3309,9,Final,Miami Marlins,Jackson Tetreault,Daniel Castano,2022-07-02 - Miami Marlins (5) @ Washington Nationals (3) (Final),R,5,Washington Nationals,662482,Miami Marlins,3,1,Tanner Scott,120,Washington Nationals,MIA leads 2-0,Jackson Tetreault,[]
,Pablo Lopez,N,,Bottom,Nationals Park,2022-07-03T17:35:00Z,146,2022-07-03,3309,10,Final,Miami Marlins,Erick Fedde,Tanner Scott,2022-07-03 - Miami Marlins (7) @ Washington Nationals (4) (Final),R,7,Washington Nationals,662486,Miami Marlins,4,1,Dylan Floro,120,Washington Nationals,MIA wins 3-0,Carl Edwards Jr.,[]
,Braxton Garrett,N,,Bottom,Nationals Park,2022-07-04T15:05:00Z,146,2022-07-04,3309,10,Final,Miami Marlins,Patrick Corbin,Jimmy Yacabonis,2022-07-04 - Miami Marlins (3) @ Washington Nationals (2) (Final),R,3,Washington Nationals,662541,Miami Marlins,2,1,Dylan Floro,120,Washington Nationals,MIA wins 4-0,Tanner Rainey,['MLBN (out-of-market only)']
,Noah Syndergaard,N,,Top,loanDepot park,2022-07-05T22:40:00Z,108,2022-07-05,4169,9,Final,Los Angeles Angels,Sandy Alcantara,Sandy Alcantara,2022-07-05 - Los Angeles Angels (1) @ Miami Marlins (2) (Final),R,1,Miami Marlins,661379,Miami Marlins,2,1,Tanner Scott,146,Los Angeles Angels,MIA leads 1-0,Noah Syndergaard,[]
,Shohei Ohtani,N,,Bottom,loanDepot park,2022-07-06T22:40:00Z,108,2022-07-06,4169,9,Final,Los Angeles Angels,Trevor Rogers,Shohei Ohtani,2022-07-06 - Los Angeles Angels (5) @ Miami Marlins (2) (Final),R,5,Miami Marlins,661378,Los Angeles Angels,2,1,,146,Miami Marlins,Series tied 1-1,Trevor Rogers,[]
,Daniel Castano,N,,Top,Citi Field,2022-07-07T23:10:00Z,146,2022-07-07,3289,9,Final,Miami Marlins,Trevor Williams,Trevor Williams,2022-07-07 - Miami Marlins (0) @ New York Mets (10) (Final),R,0,New York Mets,662508,New York Mets,10,1,,121,Miami Marlins,NYM leads 1-0,Daniel Castano,[]
,Pablo Lopez,N,,Bottom,Citi Field,2022-07-08T23:10:00Z,146,2022-07-08,3289,9,Final,Miami Marlins,Chris Bassitt,Pablo Lopez,2022-07-08 - Miami Marlins (5) @ New York Mets (2) (Final),R,5,New York Mets,662498,Miami Marlins,2,1,Tanner Scott,121,New York Mets,Series tied 1-1,Chris Bassitt,[]
,Braxton Garrett,N,,Bottom,Citi Field,2022-07-09T20:10:00Z,146,2022-07-09,3289,10,Final,Miami Marlins,Carlos Carrasco,Colin Holderman,2022-07-09 - Miami Marlins (4) @ New York Mets (5) (Final),R,4,New York Mets,662497,New York Mets,5,1,,121,Miami Marlins,NYM leads 2-1,Tanner Scott,[]
,Sandy Alcantara,N,,Bottom,Citi Field,2022-07-10T17:40:00Z,146,2022-07-10,3289,10,Final,Miami Marlins,Taijuan Walker,Richard Bleier,2022-07-10 - Miami Marlins (2) @ New York Mets (0) (Final),R,2,New York Mets,662496,Miami Marlins,0,1,Tanner Scott,121,New York Mets,Series tied 2-2,Tommy Hunter,['MLBN (out-of-market only)']
,Mitch Keller,N,,Bottom,loanDepot park,2022-07-11T22:40:00Z,134,2022-07-11,4169,9,Final,Pittsburgh Pirates,Trevor Rogers,Mitch Keller,2022-07-11 - Pittsburgh Pirates (5) @ Miami Marlins (1) (Final),R,5,Miami Marlins,661324,Pittsburgh Pirates,1,1,Yerry De Los Santos,146,Miami Marlins,PIT leads 1-0,Trevor Rogers,[]
,Chris Stratton,N,,Bottom,loanDepot park,2022-07-12T22:40:00Z,134,2022-07-12,4169,9,Final,Pittsburgh Pirates,Daniel Castano,Dillon Peters,2022-07-12 - Pittsburgh Pirates (3) @ Miami Marlins (2) (Final),R,3,Miami Marlins,661377,Pittsburgh Pirates,2,1,David Bednar,146,Miami Marlins,PIT leads 2-0,Daniel Castano,[]
,JT Brubaker,N,,Bottom,loanDepot park,2022-07-13T22:40:00Z,134,2022-07-13,4169,10,Final,Pittsburgh Pirates,Pablo Lopez,Zach Pop,2022-07-13 - Pittsburgh Pirates (4) @ Miami Marlins (5) (Final),R,4,Miami Marlins,661376,Miami Marlins,5,1,,146,Pittsburgh Pirates,PIT leads 2-1,David Bednar,[]
,Zach Thompson,N,,Bottom,loanDepot park,2022-07-14T16:10:00Z,134,2022-07-14,4169,11,Final,Pittsburgh Pirates,Braxton Garrett,Richard Bleier,2022-07-14 - Pittsburgh Pirates (2) @ Miami Marlins (3) (Final),R,2,Miami Marlins,661375,Miami Marlins,3,1,,146,Pittsburgh Pirates,Series tied 2-2,Wil Crowe,['MLBN (out-of-market only)']
,Kyle Gibson,N,,Bottom,loanDepot park,2022-07-15T22:40:00Z,143,2022-07-15,4169,9,Final,Philadelphia Phillies,Sandy Alcantara,Kyle Gibson,2022-07-15 - Philadelphia Phillies (2) @ Miami Marlins (1) (Final),R,2,Miami Marlins,661374,Philadelphia Phillies,1,1,Seranthony Dominguez,146,Miami Marlins,PHI leads 1-0,Sandy Alcantara,[]
,Ranger Suarez,N,,Bottom,loanDepot park,2022-07-16T20:10:00Z,143,2022-07-16,4169,9,Final,Philadelphia Phillies,Max Meyer,Ranger Suarez,2022-07-16 - Philadelphia Phillies (10) @ Miami Marlins (0) (Final),R,10,Miami Marlins,661359,Philadelphia Phillies,0,1,,146,Miami Marlins,PHI wins 2-0,Max Meyer,[]
,Aaron Nola,N,,Bottom,loanDepot park,2022-07-17T17:40:00Z,143,2022-07-17,4169,9,Final,Philadelphia Phillies,Trevor Rogers,Aaron Nola,2022-07-17 - Philadelphia Phillies (4) @ Miami Marlins (0) (Final),R,4,Miami Marlins,661373,Philadelphia Phillies,0,1,Jose Alvarado,146,Miami Marlins,PHI wins 3-0,Trevor Rogers,[]
,Jon Gray,N,,Bottom,loanDepot park,2022-07-21T17:10:00Z,140,2022-07-21,4169,9,Final,Texas Rangers,Pablo Lopez,Jon Gray,2022-07-21 - Texas Rangers (8) @ Miami Marlins (0) (Final),R,8,Miami Marlins,661421,Texas Rangers,0,1,,146,Miami Marlins,TEX wins Season,Pablo Lopez,['MLB.tv Free Game']
,Braxton Garrett,N,,Bottom,PNC Park,2022-07-22T23:05:00Z,146,2022-07-22,31,9,Final,Miami Marlins,Zach Thompson,Braxton Garrett,2022-07-22 - Miami Marlins (8) @ Pittsburgh Pirates (1) (Final),R,8,Pittsburgh Pirates,662327,Miami Marlins,1,1,,134,Pittsburgh Pirates,MIA leads 1-0,Zach Thompson,['MLB.tv Free Game']
,Max Meyer,N,,Top,PNC Park,2022-07-23T23:05:00Z,146,2022-07-23,31,9,Final,Miami Marlins,Jose Quintana,Jose Quintana,2022-07-23 - Miami Marlins (0) @ Pittsburgh Pirates (1) (Final),R,0,Pittsburgh Pirates,662436,Pittsburgh Pirates,1,1,David Bednar,134,Miami Marlins,Series tied 1-1,Tanner Scott,['MLB.tv Free Game']
,Sandy Alcantara,N,,Bottom,PNC Park,2022-07-24T17:35:00Z,146,2022-07-24,31,10,Final,Miami Marlins,Mitch Keller,Anthony Bass,2022-07-24 - Miami Marlins (6) @ Pittsburgh Pirates (5) (Final),R,6,Pittsburgh Pirates,662357,Miami Marlins,5,1,Jeff Brigham,134,Pittsburgh Pirates,MIA wins 2-1,David Bednar,['MLB.tv Free Game']
,Trevor Rogers,N,,Top,Great American Ball Park,2022-07-25T22:40:00Z,146,2022-07-25,2602,9,Final,Miami Marlins,Nick Lodolo,Nick Lodolo,2022-07-25 - Miami Marlins (2) @ Cincinnati Reds (11) (Final),R,2,Cincinnati Reds,663046,Cincinnati Reds,11,1,,113,Miami Marlins,CIN leads 1-0,Trevor Rogers,[]
,Pablo Lopez,N,,Bottom,Great American Ball Park,2022-07-26T22:40:00Z,146,2022-07-26,2602,9,Final,Miami Marlins,Hunter Greene,Pablo Lopez,2022-07-26 - Miami Marlins (2) @ Cincinnati Reds (1) (Final),R,2,Cincinnati Reds,663029,Miami Marlins,1,1,Tanner Scott,113,Cincinnati Reds,Series tied 1-1,Hunter Greene,[]
,Braxton Garrett,N,,Top,Great American Ball Park,2022-07-27T22:40:00Z,146,2022-07-27,2602,9,Final,Miami Marlins,Luis Castillo,Luis Castillo,2022-07-27 - Miami Marlins (3) @ Cincinnati Reds (5) (Final),R,3,Cincinnati Reds,663028,Cincinnati Reds,5,1,Hunter Strickland,113,Miami Marlins,CIN leads 2-1,Braxton Garrett,[]
,Daniel Castano,N,,Bottom,Great American Ball Park,2022-07-28T16:35:00Z,146,2022-07-28,2602,9,Final,Miami Marlins,Graham Ashcraft,Zach Pop,2022-07-28 - Miami Marlins (7) @ Cincinnati Reds (6) (Final),R,7,Cincinnati Reds,663027,Miami Marlins,6,1,Tanner Scott,113,Cincinnati Reds,Series tied 2-2,Hunter Strickland,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Chris Bassitt,N,,Bottom,loanDepot park,2022-07-29T22:40:00Z,121,2022-07-29,4169,9,Final,New York Mets,Sandy Alcantara,Adam Ottavino,2022-07-29 - New York Mets (6) @ Miami Marlins (4) (Final),R,6,Miami Marlins,661372,New York Mets,4,1,Edwin Diaz,146,Miami Marlins,NYM leads 1-0,Steven Okert,[]
,Carlos Carrasco,N,,Bottom,loanDepot park,2022-07-30T22:10:00Z,121,2022-07-30,4169,9,Final,New York Mets,Nick Neidert,Carlos Carrasco,2022-07-30 - New York Mets (4) @ Miami Marlins (0) (Final),R,4,Miami Marlins,661371,New York Mets,0,1,,146,Miami Marlins,NYM wins 2-0,Nick Neidert,[]
,Taijuan Walker,N,,Bottom,loanDepot park,2022-07-31T17:40:00Z,121,2022-07-31,4169,9,Final,New York Mets,Pablo Lopez,Taijuan Walker,2022-07-31 - New York Mets (9) @ Miami Marlins (3) (Final),R,9,Miami Marlins,661370,New York Mets,3,1,,146,Miami Marlins,NYM wins 3-0,Pablo Lopez,[]
,Hunter Greene,N,,Bottom,loanDepot park,2022-08-01T22:40:00Z,113,2022-08-01,4169,9,Final,Cincinnati Reds,Jesus Luzardo,Hunter Greene,2022-08-01 - Cincinnati Reds (3) @ Miami Marlins (1) (Final),R,3,Miami Marlins,661369,Cincinnati Reds,1,1,Hunter Strickland,146,Miami Marlins,CIN leads 1-0,Jesus Luzardo,[]
,Graham Ashcraft,N,,Bottom,loanDepot park,2022-08-02T22:40:00Z,113,2022-08-02,4169,9,Final,Cincinnati Reds,Braxton Garrett,Graham Ashcraft,2022-08-02 - Cincinnati Reds (2) @ Miami Marlins (1) (Final),R,2,Miami Marlins,661368,Cincinnati Reds,1,1,Alexis Diaz,146,Miami Marlins,CIN wins 2-0,Braxton Garrett,[]
,Mike Minor,N,,Top,loanDepot park,2022-08-03T22:40:00Z,113,2022-08-03,4169,9,Final,Cincinnati Reds,Sandy Alcantara,Sandy Alcantara,2022-08-03 - Cincinnati Reds (0) @ Miami Marlins (3) (Final),R,0,Miami Marlins,661367,Miami Marlins,3,1,,146,Cincinnati Reds,CIN wins 2-1,Mike Minor,[]
,Edward Cabrera,N,,Top,Wrigley Field,2022-08-05T18:20:00Z,146,2022-08-05,17,9,Final,Miami Marlins,Justin Steele,Rowan Wick,2022-08-05 - Miami Marlins (1) @ Chicago Cubs (2) (Final),R,1,Chicago Cubs,661063,Chicago Cubs,2,1,,112,Miami Marlins,CHC leads 1-0,Dylan Floro,['MLBN (out-of-market only)']
,Pablo Lopez,N,,Top,Wrigley Field,2022-08-06T18:20:00Z,146,2022-08-06,17,9,Final,Miami Marlins,Drew Smyly,Drew Smyly,2022-08-06 - Miami Marlins (0) @ Chicago Cubs (4) (Final),R,0,Chicago Cubs,661062,Chicago Cubs,4,1,,112,Miami Marlins,CHC wins 2-0,Pablo Lopez,['FS1']
,Jesus Luzardo,N,,Bottom,Wrigley Field,2022-08-07T18:20:00Z,146,2022-08-07,17,9,Final,Miami Marlins,Adrian Sampson,Jesus Luzardo,2022-08-07 - Miami Marlins (3) @ Chicago Cubs (0) (Final),R,3,Chicago Cubs,661061,Miami Marlins,0,1,Tanner Scott,112,Chicago Cubs,CHC wins 2-1,Adrian Sampson,[]
,Braxton Garrett,N,,Top,Citizens Bank Park,2022-08-09T23:05:00Z,146,2022-08-09,2681,9,Final,Miami Marlins,Zack Wheeler,Zack Wheeler,2022-08-09 - Miami Marlins (1) @ Philadelphia Phillies (4) (Final),R,1,Philadelphia Phillies,661553,Philadelphia Phillies,4,1,Seranthony Dominguez,143,Miami Marlins,PHI leads 1-0,Braxton Garrett,[]
