away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,winning_pitcher,summary,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Ross Stripling,N,,Bottom,Guaranteed Rate Field,2022-06-22T18:10:00Z,141,2022-06-22,4,9,Final,Toronto Blue Jays,Lucas Giolito,Ross Stripling,2022-06-22 - Toronto Blue Jays (9) @ Chicago White Sox (5) (Final),R,9,Chicago White Sox,661457,Toronto Blue Jays,5,1,,145,Chicago White Sox,CWS wins 2-1,Lucas Giolito,['MLBN (out-of-market only)']
,Alek Manoah,N,,Bottom,American Family Field,2022-06-25T00:10:00Z,141,2022-06-24,32,9,Final,Toronto Blue Jays,Adrian Houser,Alek Manoah,2022-06-24 - Toronto Blue Jays (9) @ Milwaukee Brewers (4) (Final),R,9,Milwaukee Brewers,661190,Toronto Blue Jays,4,1,,158,Milwaukee Brewers,TOR leads 1-0,Adrian Houser,[]
,Yusei Kikuchi,N,,Top,American Family Field,2022-06-25T20:10:00Z,141,2022-06-25,32,9,Final,Toronto Blue Jays,Corbin Burnes,Corbin Burnes,2022-06-25 - Toronto Blue Jays (4) @ Milwaukee Brewers (5) (Final),R,4,Milwaukee Brewers,661264,Milwaukee Brewers,5,1,Josh Hader,158,Toronto Blue Jays,Series tied 1-1,Yusei Kikuchi,[]
,Jose Berrios,N,,Top,American Family Field,2022-06-26T18:10:00Z,141,2022-06-26,32,9,Final,Toronto Blue Jays,Chi Chi Gonzalez,Jandel Gustave,2022-06-26 - Toronto Blue Jays (3) @ Milwaukee Brewers (10) (Final),R,3,Milwaukee Brewers,661206,Milwaukee Brewers,10,1,,158,Toronto Blue Jays,MIL wins 2-1,Jose Berrios,[]
,Connor Seabold,N,,Top,Rogers Centre,2022-06-27T23:07:00Z,111,2022-06-27,14,9,Final,Boston Red Sox,Kevin Gausman,Kevin Gausman,2022-06-27 - Boston Red Sox (2) @ Toronto Blue Jays (7) (Final),R,2,Toronto Blue Jays,661740,Toronto Blue Jays,7,1,,141,Boston Red Sox,TOR leads 1-0,Connor Seabold,['MLBN (out-of-market only)']
,Michael Wacha,N,,Bottom,Rogers Centre,2022-06-28T23:07:00Z,111,2022-06-28,14,9,Final,Boston Red Sox,Ross Stripling,Jordan Romano,2022-06-28 - Boston Red Sox (5) @ Toronto Blue Jays (6) (Final),R,5,Toronto Blue Jays,661728,Toronto Blue Jays,6,1,,141,Boston Red Sox,TOR wins 2-0,Tyler Danish,[]
,Nick Pivetta,N,,Bottom,Rogers Centre,2022-06-29T23:07:00Z,111,2022-06-29,14,10,Final,Boston Red Sox,Alek Manoah,Matt Strahm,2022-06-29 - Boston Red Sox (6) @ Toronto Blue Jays (5) (Final),R,6,Toronto Blue Jays,661727,Boston Red Sox,5,1,,141,Toronto Blue Jays,TOR wins 2-1,David Phelps,['MLBN (out-of-market only)']
,Matt Wisler,N,,Top,Rogers Centre,2022-06-30T23:07:00Z,139,2022-06-30,14,9,Final,Tampa Bay Rays,Yusei Kikuchi,Yusei Kikuchi,2022-06-30 - Tampa Bay Rays (1) @ Toronto Blue Jays (4) (Final),R,1,Toronto Blue Jays,661726,Toronto Blue Jays,4,1,Adam Cimber,141,Tampa Bay Rays,TOR leads 1-0,Ryan Yarbrough,['YouTube']
,Corey Kluber,N,,Top,Rogers Centre,2022-07-01T19:07:00Z,139,2022-07-01,14,9,Final,Tampa Bay Rays,Jose Berrios,Jose Berrios,2022-07-01 - Tampa Bay Rays (2) @ Toronto Blue Jays (9) (Final),R,2,Toronto Blue Jays,661725,Toronto Blue Jays,9,1,,141,Tampa Bay Rays,TOR leads 2-0,Corey Kluber,['MLBN (out-of-market only)']
,Shane McClanahan,S,,Bottom,Rogers Centre,2022-07-02T16:07:00Z,139,2022-07-02,14,9,Final,Tampa Bay Rays,Kevin Gausman,Shane McClanahan,2022-07-02 - Tampa Bay Rays (6) @ Toronto Blue Jays (2) (Final),R,6,Toronto Blue Jays,661724,Tampa Bay Rays,2,1,,141,Toronto Blue Jays,TOR leads 2-1,Casey Lawrence,['MLBN (out-of-market only)']
,Drew Rasmussen,S,,Bottom,Rogers Centre,2022-07-02T22:07:00Z,139,2022-07-02,14,9,Final,Tampa Bay Rays,Thomas Hatch,Ralph Garza Jr.,2022-07-02 - Tampa Bay Rays (11) @ Toronto Blue Jays (5) (Final),R,11,Toronto Blue Jays,661836,Tampa Bay Rays,5,2,,141,Toronto Blue Jays,Series tied 2-2,Thomas Hatch,[]
,Shane Baz,N,,Bottom,Rogers Centre,2022-07-03T17:37:00Z,139,2022-07-03,14,9,Final,Tampa Bay Rays,Ross Stripling,Shane Baz,2022-07-03 - Tampa Bay Rays (7) @ Toronto Blue Jays (3) (Final),R,7,Toronto Blue Jays,661723,Tampa Bay Rays,3,1,Jason Adam,141,Toronto Blue Jays,TB wins 3-2,Ross Stripling,['MLBN (out-of-market only)']
,Alek Manoah,N,,Top,Oakland Coliseum,2022-07-05T01:07:00Z,141,2022-07-04,10,9,Final,Toronto Blue Jays,Cole Irvin,Cole Irvin,2022-07-04 - Toronto Blue Jays (1) @ Oakland Athletics (5) (Final),R,1,Oakland Athletics,662355,Oakland Athletics,5,1,,133,Toronto Blue Jays,OAK leads 1-0,Alek Manoah,[]
,Yusei Kikuchi,N,,Top,Oakland Coliseum,2022-07-06T01:40:00Z,141,2022-07-05,10,9,Final,Toronto Blue Jays,Adrian Martinez,Adrian Martinez,2022-07-05 - Toronto Blue Jays (3) @ Oakland Athletics (5) (Final),R,3,Oakland Athletics,662354,Oakland Athletics,5,1,Lou Trivino,133,Toronto Blue Jays,OAK wins 2-0,Yusei Kikuchi,['MLBN (out-of-market only)']
,Jose Berrios,N,,Bottom,Oakland Coliseum,2022-07-06T19:37:00Z,141,2022-07-06,10,9,Final,Toronto Blue Jays,James Kaprielian,Adam Cimber,2022-07-06 - Toronto Blue Jays (2) @ Oakland Athletics (1) (Final),R,2,Oakland Athletics,662353,Toronto Blue Jays,1,1,Jordan Romano,133,Oakland Athletics,OAK wins 2-1,Domingo Acevedo,[]
,Anthony Banda,N,,Top,T-Mobile Park,2022-07-08T02:10:00Z,141,2022-07-07,680,9,Final,Toronto Blue Jays,Marco Gonzales,Marco Gonzales,2022-07-07 - Toronto Blue Jays (3) @ Seattle Mariners (8) (Final),R,3,Seattle Mariners,662156,Seattle Mariners,8,1,,136,Toronto Blue Jays,SEA leads 1-0,Anthony Banda,['MLB.tv Free Game']
,Ross Stripling,N,,Bottom,T-Mobile Park,2022-07-09T02:10:00Z,141,2022-07-08,680,11,Final,Toronto Blue Jays,George Kirby,Ryan Borucki,2022-07-08 - Toronto Blue Jays (2) @ Seattle Mariners (5) (Final),R,2,Seattle Mariners,662155,Seattle Mariners,5,1,,136,Toronto Blue Jays,SEA leads 2-0,Sergio Romo,['Apple TV+']
,Alek Manoah,N,,Top,T-Mobile Park,2022-07-10T02:10:00Z,141,2022-07-09,680,9,Final,Toronto Blue Jays,Robbie Ray,Matt Brash,2022-07-09 - Toronto Blue Jays (1) @ Seattle Mariners (2) (Final),R,1,Seattle Mariners,662147,Seattle Mariners,2,1,Diego Castillo,136,Toronto Blue Jays,SEA wins 3-0,Alek Manoah,['MLBN (out-of-market only)']
,,N,,Top,T-Mobile Park,2022-07-10T20:10:00Z,141,2022-07-10,680,9,Final,Toronto Blue Jays,Logan Gilbert,Matt Festa,2022-07-10 - Toronto Blue Jays (5) @ Seattle Mariners (6) (Final),R,5,Seattle Mariners,662183,Seattle Mariners,6,1,Paul Sewald,136,Toronto Blue Jays,SEA wins 4-0,Adam Cimber,[]
,Andrew Bellatti,N,,Top,Rogers Centre,2022-07-12T23:07:00Z,143,2022-07-12,14,9,Final,Philadelphia Phillies,Jose Berrios,Jose Berrios,2022-07-12 - Philadelphia Phillies (3) @ Toronto Blue Jays (4) (Final),R,3,Toronto Blue Jays,661722,Toronto Blue Jays,4,1,Jordan Romano,141,Philadelphia Phillies,TOR leads 1-0,Jeurys Familia,[]
,Zack Wheeler,N,,Top,Rogers Centre,2022-07-13T23:07:00Z,143,2022-07-13,14,9,Final,Philadelphia Phillies,Ross Stripling,Ross Stripling,2022-07-13 - Philadelphia Phillies (2) @ Toronto Blue Jays (8) (Final),R,2,Toronto Blue Jays,661721,Toronto Blue Jays,8,1,,141,Philadelphia Phillies,TOR wins 2-0,Zack Wheeler,['MLBN (out-of-market only)']
,Angel Zerpa,N,,Bottom,Rogers Centre,2022-07-14T23:07:00Z,118,2022-07-14,14,9,Final,Kansas City Royals,Kevin Gausman,Angel Zerpa,2022-07-14 - Kansas City Royals (3) @ Toronto Blue Jays (1) (Final),R,3,Toronto Blue Jays,661720,Kansas City Royals,1,1,Scott Barlow,141,Toronto Blue Jays,KC leads 1-0,Kevin Gausman,[]
,Zack Greinke,N,,Top,Rogers Centre,2022-07-15T23:07:00Z,118,2022-07-15,14,9,Final,Kansas City Royals,Alek Manoah,Alek Manoah,2022-07-15 - Kansas City Royals (1) @ Toronto Blue Jays (8) (Final),R,1,Toronto Blue Jays,661719,Toronto Blue Jays,8,1,,141,Kansas City Royals,Series tied 1-1,Zack Greinke,['MLBN (out-of-market only)']
,Daniel Lynch,N,,Bottom,Rogers Centre,2022-07-16T19:07:00Z,118,2022-07-16,14,10,Final,Kansas City Royals,Max Castillo,Jordan Romano,2022-07-16 - Kansas City Royals (5) @ Toronto Blue Jays (6) (Final),R,5,Toronto Blue Jays,661718,Toronto Blue Jays,6,1,,141,Kansas City Royals,TOR leads 2-1,Joel Payamps,[]
,Kris Bubic,N,,Top,Rogers Centre,2022-07-17T16:05:00Z,118,2022-07-17,14,9,Final,Kansas City Royals,Jose Berrios,Tim Mayza,2022-07-17 - Kansas City Royals (2) @ Toronto Blue Jays (4) (Final),R,2,Toronto Blue Jays,661717,Toronto Blue Jays,4,1,Jordan Romano,141,Kansas City Royals,TOR wins 3-1,Wyatt Mills,['Peacock']
,Kevin Gausman,N,,Bottom,Fenway Park,2022-07-22T23:10:00Z,141,2022-07-22,3,9,Final,Toronto Blue Jays,Nathan Eovaldi,Kevin Gausman,2022-07-22 - Toronto Blue Jays (28) @ Boston Red Sox (5) (Final),R,28,Boston Red Sox,663222,Toronto Blue Jays,5,1,,111,Boston Red Sox,TOR leads 1-0,Nathan Eovaldi,['MLB.tv Free Game']
,Alek Manoah,N,,Bottom,Fenway Park,2022-07-23T20:10:00Z,141,2022-07-23,3,9,Final,Toronto Blue Jays,Kutter Crawford,Alek Manoah,2022-07-23 - Toronto Blue Jays (4) @ Boston Red Sox (1) (Final),R,4,Boston Red Sox,663221,Toronto Blue Jays,1,1,Jordan Romano,111,Boston Red Sox,TOR wins 2-0,Kutter Crawford,['MLB.tv Free Game']
,Ross Stripling,N,,Bottom,Fenway Park,2022-07-24T17:35:00Z,141,2022-07-24,3,9,Final,Toronto Blue Jays,Brayan Bello,Tim Mayza,2022-07-24 - Toronto Blue Jays (8) @ Boston Red Sox (4) (Final),R,8,Boston Red Sox,663220,Toronto Blue Jays,4,1,,111,Boston Red Sox,TOR wins 3-0,Brayan Bello,['MLB.tv Free Game']
,Andre Pallante,N,,Top,Rogers Centre,2022-07-26T23:07:00Z,138,2022-07-26,14,9,Final,St. Louis Cardinals,Jose Berrios,Tim Mayza,2022-07-26 - St. Louis Cardinals (3) @ Toronto Blue Jays (10) (Final),R,3,Toronto Blue Jays,661716,Toronto Blue Jays,10,1,,141,St. Louis Cardinals,TOR leads 1-0,Jordan Hicks,[]
,Adam Wainwright,N,,Bottom,Rogers Centre,2022-07-27T23:07:00Z,138,2022-07-27,14,9,Final,St. Louis Cardinals,Kevin Gausman,Adam Wainwright,2022-07-27 - St. Louis Cardinals (6) @ Toronto Blue Jays (1) (Final),R,6,Toronto Blue Jays,661715,St. Louis Cardinals,1,1,,141,Toronto Blue Jays,Series tied 1-1,Kevin Gausman,[]
,Tyler Alexander,N,,Top,Rogers Centre,2022-07-28T23:07:00Z,116,2022-07-28,14,9,Final,Detroit Tigers,Yusei Kikuchi,Yusei Kikuchi,2022-07-28 - Detroit Tigers (3) @ Toronto Blue Jays (5) (Final),R,3,Toronto Blue Jays,661714,Toronto Blue Jays,5,1,Jordan Romano,141,Detroit Tigers,TOR leads 1-0,Tyler Alexander,[]
,Bryan Garcia,N,,Bottom,Rogers Centre,2022-07-29T23:07:00Z,116,2022-07-29,14,9,Final,Detroit Tigers,Alek Manoah,Will Vest,2022-07-29 - Detroit Tigers (4) @ Toronto Blue Jays (2) (Final),R,4,Toronto Blue Jays,661713,Detroit Tigers,2,1,Gregory Soto,141,Toronto Blue Jays,Series tied 1-1,Alek Manoah,['Apple TV+']
,Drew Hutchison,N,,Top,Rogers Centre,2022-07-30T19:07:00Z,116,2022-07-30,14,9,Final,Detroit Tigers,Ross Stripling,Trevor Richards,2022-07-30 - Detroit Tigers (3) @ Toronto Blue Jays (5) (Final),R,3,Toronto Blue Jays,661712,Toronto Blue Jays,5,1,Jordan Romano,141,Detroit Tigers,TOR leads 2-1,Derek Law,[]
,Garrett Hill,N,,Top,Rogers Centre,2022-07-31T16:05:00Z,116,2022-07-31,14,9,Final,Detroit Tigers,Jose Berrios,Jose Berrios,2022-07-31 - Detroit Tigers (1) @ Toronto Blue Jays (4) (Final),R,1,Toronto Blue Jays,661711,Toronto Blue Jays,4,1,Jordan Romano,141,Detroit Tigers,TOR wins 3-1,Garrett Hill,['Peacock']
,Kevin Gausman,N,,Bottom,Tropicana Field,2022-08-02T23:10:00Z,141,2022-08-02,12,9,Final,Toronto Blue Jays,Drew Rasmussen,Kevin Gausman,2022-08-02 - Toronto Blue Jays (3) @ Tampa Bay Rays (1) (Final),R,3,Tampa Bay Rays,661868,Toronto Blue Jays,1,1,Jordan Romano,139,Tampa Bay Rays,TOR leads 1-0,Drew Rasmussen,['MLBN (out-of-market only)']
,Yusei Kikuchi,N,,Top,Tropicana Field,2022-08-03T16:10:00Z,141,2022-08-03,12,9,Final,Toronto Blue Jays,Jalen Beeks,Ryan Thompson,2022-08-03 - Toronto Blue Jays (2) @ Tampa Bay Rays (3) (Final),R,2,Tampa Bay Rays,661867,Tampa Bay Rays,3,1,Jason Adam,139,Toronto Blue Jays,Series tied 1-1,Adam Cimber,[]
,Alek Manoah,N,,Bottom,Target Field,2022-08-04T23:40:00Z,141,2022-08-04,3312,9,Final,Toronto Blue Jays,Sonny Gray,Alek Manoah,2022-08-04 - Toronto Blue Jays (9) @ Minnesota Twins (3) (Final),R,9,Minnesota Twins,661660,Toronto Blue Jays,3,1,,142,Minnesota Twins,TOR leads 1-0,Emilio Pagan,[]
,Jose Berrios,N,,Bottom,Target Field,2022-08-06T00:10:00Z,141,2022-08-05,3312,10,Final,Toronto Blue Jays,Tyler Mahle,Michael Fulmer,2022-08-05 - Toronto Blue Jays (5) @ Minnesota Twins (6) (Final),R,5,Minnesota Twins,661659,Minnesota Twins,6,1,,142,Toronto Blue Jays,Series tied 1-1,Jordan Romano,[]
,Mitch White,N,,Top,Target Field,2022-08-06T23:10:00Z,141,2022-08-06,3312,9,Final,Toronto Blue Jays,Dylan Bundy,Trevor Megill,2022-08-06 - Toronto Blue Jays (3) @ Minnesota Twins (7) (Final),R,3,Minnesota Twins,661662,Minnesota Twins,7,1,,142,Toronto Blue Jays,MIN leads 2-1,Mitch White,[]
,Kevin Gausman,N,,Bottom,Target Field,2022-08-07T18:10:00Z,141,2022-08-07,3312,10,Final,Toronto Blue Jays,Chris Archer,Jordan Romano,2022-08-07 - Toronto Blue Jays (3) @ Minnesota Twins (2) (Final),R,3,Minnesota Twins,661653,Toronto Blue Jays,2,1,,142,Minnesota Twins,Series tied 2-2,Caleb Thielbar,[]
,Yusei Kikuchi,N,,Top,Oriole Park at Camden Yards,2022-08-08T23:05:00Z,141,2022-08-08,2,9,Final,Toronto Blue Jays,Jordan Lyles,Jordan Lyles,2022-08-08 - Toronto Blue Jays (4) @ Baltimore Orioles (7) (Final),R,4,Baltimore Orioles,661047,Baltimore Orioles,7,1,Felix Bautista,110,Toronto Blue Jays,BAL leads 1-0,Yusei Kikuchi,['MLB.tv Free Game']
,Alek Manoah,N,,Top,Oriole Park at Camden Yards,2022-08-09T23:05:00Z,141,2022-08-09,2,9,Final,Toronto Blue Jays,Kyle Bradish,Nick Vespi,2022-08-09 - Toronto Blue Jays (5) @ Baltimore Orioles (6) (Final),R,5,Baltimore Orioles,661046,Baltimore Orioles,6,1,Felix Bautista,110,Toronto Blue Jays,BAL wins 2-0,Yimi Garcia,[]
,Jose Berrios,N,,,Oriole Park at Camden Yards,2022-08-10T23:05:00Z,141,2022-08-10,2,,Postponed,Toronto Blue Jays,Dean Kremer,,2022-08-10 - Toronto Blue Jays @ Baltimore Orioles (Postponed),R,0,Baltimore Orioles,661045,,0,1,,110,,TOR leads 2-0,,[]
,Cal Quantrill,N,,Bottom,Rogers Centre,2022-08-12T23:07:00Z,114,2022-08-12,14,9,Final,Cleveland Guardians,Jose Berrios,Cal Quantrill,2022-08-12 - Cleveland Guardians (8) @ Toronto Blue Jays (0) (Final),R,8,Toronto Blue Jays,661710,Cleveland Guardians,0,1,,141,Toronto Blue Jays,CLE leads 1-0,Jose Berrios,['MLBN (out-of-market only)']
,Triston McKenzie,N,,Top,Rogers Centre,2022-08-13T19:07:00Z,114,2022-08-13,14,9,Final,Cleveland Guardians,Mitch White,Anthony Bass,2022-08-13 - Cleveland Guardians (1) @ Toronto Blue Jays (2) (Final),R,1,Toronto Blue Jays,661709,Toronto Blue Jays,2,1,Jordan Romano,141,Cleveland Guardians,Series tied 1-1,Triston McKenzie,['MLBN (out-of-market only)']
,Shane Bieber,N,,Bottom,Rogers Centre,2022-08-14T17:37:00Z,114,2022-08-14,14,9,Final,Cleveland Guardians,Kevin Gausman,Shane Bieber,2022-08-14 - Cleveland Guardians (7) @ Toronto Blue Jays (2) (Final),R,7,Toronto Blue Jays,661708,Cleveland Guardians,2,1,,141,Toronto Blue Jays,CLE wins 2-1,Kevin Gausman,['MLBN (out-of-market only)']
,Kyle Bradish,N,,Bottom,Rogers Centre,2022-08-15T23:07:00Z,110,2022-08-15,14,9,Final,Baltimore Orioles,Yusei Kikuchi,Bryan Baker,2022-08-15 - Baltimore Orioles (7) @ Toronto Blue Jays (3) (Final),R,7,Toronto Blue Jays,661707,Baltimore Orioles,3,1,,141,Toronto Blue Jays,BAL leads 1-0,Yusei Kikuchi,[]
,Dean Kremer,N,,Bottom,Rogers Centre,2022-08-16T23:07:00Z,110,2022-08-16,14,9,Final,Baltimore Orioles,Alek Manoah,Dean Kremer,2022-08-16 - Baltimore Orioles (4) @ Toronto Blue Jays (2) (Final),R,4,Toronto Blue Jays,661706,Baltimore Orioles,2,1,Felix Bautista,141,Toronto Blue Jays,BAL wins 2-0,Alek Manoah,[]
,Austin Voth,N,,Top,Rogers Centre,2022-08-17T19:07:00Z,110,2022-08-17,14,9,Final,Baltimore Orioles,Ross Stripling,Yimi Garcia,2022-08-17 - Baltimore Orioles (1) @ Toronto Blue Jays (6) (Final),R,1,Toronto Blue Jays,661705,Toronto Blue Jays,6,1,,141,Baltimore Orioles,BAL wins 2-1,Joey Krehbiel,[]
,Jose Berrios,N,,Bottom,Yankee Stadium,2022-08-18T23:05:00Z,141,2022-08-18,3313,9,Final,Toronto Blue Jays,Frankie Montas,Jose Berrios,2022-08-18 - Toronto Blue Jays (9) @ New York Yankees (2) (Final),R,9,New York Yankees,661265,Toronto Blue Jays,2,1,,147,New York Yankees,TOR leads 1-0,Frankie Montas,['MLBN (out-of-market only)']
,Kevin Gausman,N,,Bottom,Yankee Stadium,2022-08-19T23:05:00Z,141,2022-08-19,3313,9,Final,Toronto Blue Jays,Jameson Taillon,Kevin Gausman,2022-08-19 - Toronto Blue Jays (4) @ New York Yankees (0) (Final),R,4,New York Yankees,661319,Toronto Blue Jays,0,1,,147,New York Yankees,TOR leads 2-0,Jameson Taillon,['Apple TV+']
,Mitch White,N,,Bottom,Yankee Stadium,2022-08-20T17:05:00Z,141,2022-08-20,3313,9,Final,Toronto Blue Jays,Gerrit Cole,Adam Cimber,2022-08-20 - Toronto Blue Jays (5) @ New York Yankees (2) (Final),R,5,New York Yankees,661240,Toronto Blue Jays,2,1,Yimi Garcia,147,New York Yankees,TOR wins 3-0,Gerrit Cole,['MLBN (out-of-market only)']
,Alek Manoah,N,,Top,Yankee Stadium,2022-08-21T17:35:00Z,141,2022-08-21,3313,9,Final,Toronto Blue Jays,Nestor Cortes,Lou Trivino,2022-08-21 - Toronto Blue Jays (2) @ New York Yankees (4) (Final),R,2,New York Yankees,661239,New York Yankees,4,1,,147,Toronto Blue Jays,TOR wins 3-1,Adam Cimber,['MLBN (out-of-market only)']
,Ross Stripling,N,,Bottom,Fenway Park,2022-08-23T23:10:00Z,141,2022-08-23,3,9,Final,Toronto Blue Jays,Josh Winckowski,Ross Stripling,2022-08-23 - Toronto Blue Jays (9) @ Boston Red Sox (3) (Final),R,9,Boston Red Sox,663174,Toronto Blue Jays,3,1,,111,Boston Red Sox,TOR leads 1-0,Josh Winckowski,[]
,Jose Berrios,N,,Bottom,Fenway Park,2022-08-24T23:10:00Z,141,2022-08-24,3,10,Final,Toronto Blue Jays,Brayan Bello,Adam Cimber,2022-08-24 - Toronto Blue Jays (3) @ Boston Red Sox (2) (Final),R,3,Boston Red Sox,663173,Toronto Blue Jays,2,1,Jordan Romano,111,Boston Red Sox,TOR wins 2-0,Ryan Brasier,[]
