away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,winning_pitcher,summary,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,JT Brubaker,N,,Top,Truist Park,2022-06-09T23:20:00Z,134,2022-06-09,4705,9,Final,Pittsburgh Pirates,Max Fried,Max Fried,2022-06-09 - Pittsburgh Pirates (1) @ Atlanta Braves (3) (Final),R,1,Atlanta Braves,661514,Atlanta Braves,3,1,Kenley Jansen,144,Pittsburgh Pirates,ATL leads 1-0,JT Brubaker,[]
,Roansy Contreras,N,,Top,Truist Park,2022-06-10T23:20:00Z,134,2022-06-10,4705,9,Final,Pittsburgh Pirates,Spencer Strider,Spencer Strider,2022-06-10 - Pittsburgh Pirates (2) @ Atlanta Braves (4) (Final),R,2,Atlanta Braves,661513,Atlanta Braves,4,1,Kenley Jansen,144,Pittsburgh Pirates,ATL leads 2-0,Roansy Contreras,[]
,Zach Thompson,N,,Top,Truist Park,2022-06-11T20:10:00Z,134,2022-06-11,4705,9,Final,Pittsburgh Pirates,Charlie Morton,Jesse Chavez,2022-06-11 - Pittsburgh Pirates (4) @ Atlanta Braves (10) (Final),R,4,Atlanta Braves,661160,Atlanta Braves,10,1,,144,Pittsburgh Pirates,ATL wins 3-0,Duane Underwood Jr.,[]
,Jose Quintana,N,,Top,Truist Park,2022-06-12T17:35:00Z,134,2022-06-12,4705,9,Final,Pittsburgh Pirates,Kyle Wright,Kyle Wright,2022-06-12 - Pittsburgh Pirates (3) @ Atlanta Braves (5) (Final),R,3,Atlanta Braves,661144,Atlanta Braves,5,1,Kenley Jansen,144,Pittsburgh Pirates,ATL wins 4-0,Jose Quintana,[]
,Mitch Keller,N,,Top,Busch Stadium,2022-06-13T23:45:00Z,134,2022-06-13,2889,9,Final,Pittsburgh Pirates,Zack Thompson,Giovanny Gallegos,2022-06-13 - Pittsburgh Pirates (5) @ St. Louis Cardinals (7) (Final),R,5,St. Louis Cardinals,661974,St. Louis Cardinals,7,1,Ryan Helsley,138,Pittsburgh Pirates,STL leads 1-0,Chris Stratton,[]
,JT Brubaker,S,,Top,Busch Stadium,2022-06-14T17:15:00Z,134,2022-06-14,2889,9,Final,Pittsburgh Pirates,Matthew Liberatore,Matthew Liberatore,2022-06-14 - Pittsburgh Pirates (1) @ St. Louis Cardinals (3) (Final),R,1,St. Louis Cardinals,662018,St. Louis Cardinals,3,1,Giovanny Gallegos,138,Pittsburgh Pirates,STL leads 2-0,JT Brubaker,[]
,Bryse Wilson,S,,Top,Busch Stadium,2022-06-14T23:45:00Z,134,2022-06-14,2889,9,Final,Pittsburgh Pirates,Miles Mikolas,Miles Mikolas,2022-06-14 - Pittsburgh Pirates (1) @ St. Louis Cardinals (9) (Final),R,1,St. Louis Cardinals,661973,St. Louis Cardinals,9,2,,138,Pittsburgh Pirates,STL wins 3-0,Bryse Wilson,[]
,Roansy Contreras,N,,Bottom,Busch Stadium,2022-06-15T23:45:00Z,134,2022-06-15,2889,9,Final,Pittsburgh Pirates,Jack Flaherty,Wil Crowe,2022-06-15 - Pittsburgh Pirates (6) @ St. Louis Cardinals (4) (Final),R,6,St. Louis Cardinals,661972,Pittsburgh Pirates,4,1,David Bednar,138,St. Louis Cardinals,STL wins 3-1,Andre Pallante,[]
,Carlos Rodon,N,,Bottom,PNC Park,2022-06-17T23:05:00Z,137,2022-06-17,31,9,Final,San Francisco Giants,Zach Thompson,Carlos Rodon,2022-06-17 - San Francisco Giants (2) @ Pittsburgh Pirates (0) (Final),R,2,Pittsburgh Pirates,662437,San Francisco Giants,0,1,Camilo Doval,134,Pittsburgh Pirates,SF leads 1-0,Zach Thompson,[]
,Alex Wood,N,,Bottom,PNC Park,2022-06-18T20:05:00Z,137,2022-06-18,31,9,Final,San Francisco Giants,Jose Quintana,Alex Wood,2022-06-18 - San Francisco Giants (7) @ Pittsburgh Pirates (5) (Final),R,7,Pittsburgh Pirates,661123,San Francisco Giants,5,1,Camilo Doval,134,Pittsburgh Pirates,SF wins 2-0,Wil Crowe,[]
,Alex Cobb,N,,Bottom,PNC Park,2022-06-19T17:35:00Z,137,2022-06-19,31,9,Final,San Francisco Giants,Mitch Keller,David Bednar,2022-06-19 - San Francisco Giants (3) @ Pittsburgh Pirates (4) (Final),R,3,Pittsburgh Pirates,661122,Pittsburgh Pirates,4,1,,134,San Francisco Giants,SF wins 2-1,Tyler Rogers,[]
,Caleb Kilian,N,,Top,PNC Park,2022-06-20T23:05:00Z,112,2022-06-20,31,9,Final,Chicago Cubs,JT Brubaker,JT Brubaker,2022-06-20 - Chicago Cubs (1) @ Pittsburgh Pirates (12) (Final),R,1,Pittsburgh Pirates,661121,Pittsburgh Pirates,12,1,,134,Chicago Cubs,PIT leads 1-0,Caleb Kilian,[]
,Matt Swarmer,N,,Top,PNC Park,2022-06-21T23:05:00Z,112,2022-06-21,31,9,Final,Chicago Cubs,Roansy Contreras,Roansy Contreras,2022-06-21 - Chicago Cubs (1) @ Pittsburgh Pirates (7) (Final),R,1,Pittsburgh Pirates,661124,Pittsburgh Pirates,7,1,,134,Chicago Cubs,PIT leads 2-0,Matt Swarmer,[]
,Keegan Thompson,N,,Bottom,PNC Park,2022-06-22T23:05:00Z,112,2022-06-22,31,9,Final,Chicago Cubs,Jerad Eickhoff,Keegan Thompson,2022-06-22 - Chicago Cubs (14) @ Pittsburgh Pirates (5) (Final),R,14,Pittsburgh Pirates,661107,Chicago Cubs,5,1,,134,Pittsburgh Pirates,PIT leads 2-1,Jerad Eickhoff,[]
,Justin Steele,N,,Bottom,PNC Park,2022-06-23T16:35:00Z,112,2022-06-23,31,10,Final,Chicago Cubs,Jose Quintana,Chris Stratton,2022-06-23 - Chicago Cubs (7) @ Pittsburgh Pirates (8) (Final),R,7,Pittsburgh Pirates,661106,Pittsburgh Pirates,8,1,,134,Chicago Cubs,PIT wins 3-1,Scott Effross,[]
,Mitch Keller,N,,Bottom,Tropicana Field,2022-06-24T23:10:00Z,134,2022-06-24,12,10,Final,Pittsburgh Pirates,Jeffrey Springs,Jason Adam,2022-06-24 - Pittsburgh Pirates (3) @ Tampa Bay Rays (4) (Final),R,3,Tampa Bay Rays,661888,Tampa Bay Rays,4,1,,139,Pittsburgh Pirates,TB leads 1-0,Yerry De Los Santos,[]
,JT Brubaker,N,,Bottom,Tropicana Field,2022-06-25T17:10:00Z,134,2022-06-25,12,9,Final,Pittsburgh Pirates,Corey Kluber,Ralph Garza Jr.,2022-06-25 - Pittsburgh Pirates (5) @ Tampa Bay Rays (6) (Final),R,5,Tampa Bay Rays,661887,Tampa Bay Rays,6,1,,139,Pittsburgh Pirates,TB wins 2-0,David Bednar,['MLBN (out-of-market only)']
,Roansy Contreras,N,,Top,Tropicana Field,2022-06-26T17:40:00Z,134,2022-06-26,12,9,Final,Pittsburgh Pirates,Shane McClanahan,Shane McClanahan,2022-06-26 - Pittsburgh Pirates (2) @ Tampa Bay Rays (4) (Final),R,2,Tampa Bay Rays,661886,Tampa Bay Rays,4,1,Brooks Raley,139,Pittsburgh Pirates,TB wins 3-0,Tyler Beede,[]
,Miguel Yajure,N,,Top,Nationals Park,2022-06-27T23:05:00Z,134,2022-06-27,3309,9,Final,Pittsburgh Pirates,Erick Fedde,Carl Edwards Jr.,2022-06-27 - Pittsburgh Pirates (2) @ Washington Nationals (3) (Final),R,2,Washington Nationals,662487,Washington Nationals,3,1,Kyle Finnegan,120,Pittsburgh Pirates,WSH leads 1-0,Chris Stratton,[]
,Jose Quintana,N,,Top,Nationals Park,2022-06-28T23:05:00Z,134,2022-06-28,3309,9,Final,Pittsburgh Pirates,Patrick Corbin,Patrick Corbin,2022-06-28 - Pittsburgh Pirates (1) @ Washington Nationals (3) (Final),R,1,Washington Nationals,662484,Washington Nationals,3,1,Tanner Rainey,120,Pittsburgh Pirates,WSH wins 2-0,Wil Crowe,[]
,Mitch Keller,N,,Bottom,Nationals Park,2022-06-29T17:05:00Z,134,2022-06-29,3309,9,Final,Pittsburgh Pirates,Paolo Espino,Chase De Jong,2022-06-29 - Pittsburgh Pirates (8) @ Washington Nationals (7) (Final),R,8,Washington Nationals,662493,Pittsburgh Pirates,7,1,Yerry De Los Santos,120,Washington Nationals,WSH wins 2-1,Carl Edwards Jr.,[]
,Adrian Houser,N,,Top,PNC Park,2022-06-30T23:05:00Z,158,2022-06-30,31,9,Final,Milwaukee Brewers,JT Brubaker,JT Brubaker,2022-06-30 - Milwaukee Brewers (7) @ Pittsburgh Pirates (8) (Final),R,7,Pittsburgh Pirates,661105,Pittsburgh Pirates,8,1,Yerry De Los Santos,134,Milwaukee Brewers,PIT leads 1-0,Brent Suter,['MLB.tv Free Game']
,Corbin Burnes,N,,Bottom,PNC Park,2022-07-01T23:05:00Z,158,2022-07-01,31,9,Final,Milwaukee Brewers,Roansy Contreras,Corbin Burnes,2022-07-01 - Milwaukee Brewers (19) @ Pittsburgh Pirates (2) (Final),R,19,Pittsburgh Pirates,661104,Milwaukee Brewers,2,1,,134,Pittsburgh Pirates,Series tied 1-1,Roansy Contreras,[]
,Aaron Ashby,N,,Top,PNC Park,2022-07-02T20:05:00Z,158,2022-07-02,31,9,Final,Milwaukee Brewers,Bryse Wilson,Bryse Wilson,2022-07-02 - Milwaukee Brewers (4) @ Pittsburgh Pirates (7) (Final),R,4,Pittsburgh Pirates,661103,Pittsburgh Pirates,7,1,David Bednar,134,Milwaukee Brewers,PIT leads 2-1,Aaron Ashby,[]
,Brandon Woodruff,N,,Bottom,PNC Park,2022-07-03T17:35:00Z,158,2022-07-03,31,9,Final,Milwaukee Brewers,Zach Thompson,Brandon Woodruff,2022-07-03 - Milwaukee Brewers (2) @ Pittsburgh Pirates (0) (Final),R,2,Pittsburgh Pirates,661102,Milwaukee Brewers,0,1,Josh Hader,134,Pittsburgh Pirates,Series tied 2-2,Zach Thompson,[]
,Jameson Taillon,N,,Top,PNC Park,2022-07-05T23:05:00Z,147,2022-07-05,31,9,Final,New York Yankees,Jose Quintana,Jose Quintana,2022-07-05 - New York Yankees (2) @ Pittsburgh Pirates (5) (Final),R,2,Pittsburgh Pirates,662329,Pittsburgh Pirates,5,1,David Bednar,134,New York Yankees,PIT leads 1-0,Jameson Taillon,[]
,Luis Severino,N,,Bottom,PNC Park,2022-07-06T23:05:00Z,147,2022-07-06,31,9,Final,New York Yankees,Mitch Keller,Luis Severino,2022-07-06 - New York Yankees (16) @ Pittsburgh Pirates (0) (Final),R,16,Pittsburgh Pirates,662328,New York Yankees,0,1,,134,Pittsburgh Pirates,Series tied 1-1,Mitch Keller,[]
,Roansy Contreras,S,,Bottom,Great American Ball Park,2022-07-07T18:10:00Z,134,2022-07-07,2602,9,Final,Pittsburgh Pirates,Mike Minor,Roansy Contreras,2022-07-07 - Pittsburgh Pirates (4) @ Cincinnati Reds (2) (Final),R,4,Cincinnati Reds,663071,Pittsburgh Pirates,2,1,David Bednar,113,Cincinnati Reds,PIT leads 1-0,Mike Minor,['MLBN (out-of-market only)']
,Bryse Wilson,S,,Top,Great American Ball Park,2022-07-07T23:10:00Z,134,2022-07-07,2602,9,Final,Pittsburgh Pirates,Jeff Hoffman,Reiver Sanmartin,2022-07-07 - Pittsburgh Pirates (1) @ Cincinnati Reds (5) (Final),R,1,Cincinnati Reds,663140,Cincinnati Reds,5,2,,113,Pittsburgh Pirates,Series tied 1-1,Bryse Wilson,[]
,JT Brubaker,N,,Top,American Family Field,2022-07-09T00:10:00Z,134,2022-07-08,32,9,Final,Pittsburgh Pirates,Aaron Ashby,Aaron Ashby,2022-07-08 - Pittsburgh Pirates (3) @ Milwaukee Brewers (4) (Final),R,3,Milwaukee Brewers,661177,Milwaukee Brewers,4,1,Josh Hader,158,Pittsburgh Pirates,MIL leads 1-0,JT Brubaker,['Apple TV+']
,Zach Thompson,N,,Bottom,American Family Field,2022-07-09T20:10:00Z,134,2022-07-09,32,9,Final,Pittsburgh Pirates,Brandon Woodruff,Chase De Jong,2022-07-09 - Pittsburgh Pirates (4) @ Milwaukee Brewers (3) (Final),R,4,Milwaukee Brewers,661224,Pittsburgh Pirates,3,1,David Bednar,158,Milwaukee Brewers,Series tied 1-1,Brad Boxberger,[]
,Jose Quintana,N,,Bottom,American Family Field,2022-07-10T18:10:00Z,134,2022-07-10,32,9,Final,Pittsburgh Pirates,Eric Lauer,Chris Stratton,2022-07-10 - Pittsburgh Pirates (8) @ Milwaukee Brewers (6) (Final),R,8,Milwaukee Brewers,661178,Pittsburgh Pirates,6,1,,158,Milwaukee Brewers,PIT wins 2-1,Trevor Gott,[]
,Mitch Keller,N,,Bottom,loanDepot park,2022-07-11T22:40:00Z,134,2022-07-11,4169,9,Final,Pittsburgh Pirates,Trevor Rogers,Mitch Keller,2022-07-11 - Pittsburgh Pirates (5) @ Miami Marlins (1) (Final),R,5,Miami Marlins,661324,Pittsburgh Pirates,1,1,Yerry De Los Santos,146,Miami Marlins,PIT leads 1-0,Trevor Rogers,[]
,Chris Stratton,N,,Bottom,loanDepot park,2022-07-12T22:40:00Z,134,2022-07-12,4169,9,Final,Pittsburgh Pirates,Daniel Castano,Dillon Peters,2022-07-12 - Pittsburgh Pirates (3) @ Miami Marlins (2) (Final),R,3,Miami Marlins,661377,Pittsburgh Pirates,2,1,David Bednar,146,Miami Marlins,PIT leads 2-0,Daniel Castano,[]
,JT Brubaker,N,,Bottom,loanDepot park,2022-07-13T22:40:00Z,134,2022-07-13,4169,10,Final,Pittsburgh Pirates,Pablo Lopez,Zach Pop,2022-07-13 - Pittsburgh Pirates (4) @ Miami Marlins (5) (Final),R,4,Miami Marlins,661376,Miami Marlins,5,1,,146,Pittsburgh Pirates,PIT leads 2-1,David Bednar,[]
,Zach Thompson,N,,Bottom,loanDepot park,2022-07-14T16:10:00Z,134,2022-07-14,4169,11,Final,Pittsburgh Pirates,Braxton Garrett,Richard Bleier,2022-07-14 - Pittsburgh Pirates (2) @ Miami Marlins (3) (Final),R,2,Miami Marlins,661375,Miami Marlins,3,1,,146,Pittsburgh Pirates,Series tied 2-2,Wil Crowe,['MLBN (out-of-market only)']
,Jose Quintana,N,,Top,Coors Field,2022-07-16T00:40:00Z,134,2022-07-15,19,9,Final,Pittsburgh Pirates,German Marquez,German Marquez,2022-07-15 - Pittsburgh Pirates (2) @ Colorado Rockies (13) (Final),R,2,Colorado Rockies,661113,Colorado Rockies,13,1,,115,Pittsburgh Pirates,COL leads 1-0,Jose Quintana,['Apple TV+']
,Mitch Keller,N,,Top,Coors Field,2022-07-16T19:10:00Z,134,2022-07-16,19,9,Final,Pittsburgh Pirates,Jose Urena,Jose Urena,2022-07-16 - Pittsburgh Pirates (0) @ Colorado Rockies (2) (Final),R,0,Colorado Rockies,661081,Colorado Rockies,2,1,Daniel Bard,115,Pittsburgh Pirates,COL wins 2-0,Mitch Keller,[]
,Bryse Wilson,N,,Bottom,Coors Field,2022-07-17T19:10:00Z,134,2022-07-17,19,9,Final,Pittsburgh Pirates,Austin Gomber,Tyler Beede,2022-07-17 - Pittsburgh Pirates (8) @ Colorado Rockies (3) (Final),R,8,Colorado Rockies,661080,Pittsburgh Pirates,3,1,,115,Colorado Rockies,COL wins 2-1,Jake Bird,[]
,Braxton Garrett,N,,Bottom,PNC Park,2022-07-22T23:05:00Z,146,2022-07-22,31,9,Final,Miami Marlins,Zach Thompson,Braxton Garrett,2022-07-22 - Miami Marlins (8) @ Pittsburgh Pirates (1) (Final),R,8,Pittsburgh Pirates,662327,Miami Marlins,1,1,,134,Pittsburgh Pirates,MIA leads 1-0,Zach Thompson,['MLB.tv Free Game']
,Max Meyer,N,,Top,PNC Park,2022-07-23T23:05:00Z,146,2022-07-23,31,9,Final,Miami Marlins,Jose Quintana,Jose Quintana,2022-07-23 - Miami Marlins (0) @ Pittsburgh Pirates (1) (Final),R,0,Pittsburgh Pirates,662436,Pittsburgh Pirates,1,1,David Bednar,134,Miami Marlins,Series tied 1-1,Tanner Scott,['MLB.tv Free Game']
,Sandy Alcantara,N,,Bottom,PNC Park,2022-07-24T17:35:00Z,146,2022-07-24,31,10,Final,Miami Marlins,Mitch Keller,Anthony Bass,2022-07-24 - Miami Marlins (6) @ Pittsburgh Pirates (5) (Final),R,6,Pittsburgh Pirates,662357,Miami Marlins,5,1,Jeff Brigham,134,Pittsburgh Pirates,MIA wins 2-1,David Bednar,['MLB.tv Free Game']
,JT Brubaker,N,,Top,Wrigley Field,2022-07-26T00:05:00Z,134,2022-07-25,17,9,Final,Pittsburgh Pirates,Adrian Sampson,Mychal Givens,2022-07-25 - Pittsburgh Pirates (2) @ Chicago Cubs (3) (Final),R,2,Chicago Cubs,661065,Chicago Cubs,3,1,Scott Effross,112,Pittsburgh Pirates,CHC leads 1-0,Yerry De Los Santos,[]
,Bryse Wilson,N,,Top,Wrigley Field,2022-07-26T18:20:00Z,134,2022-07-26,17,9,Final,Pittsburgh Pirates,Keegan Thompson,Keegan Thompson,2022-07-26 - Pittsburgh Pirates (2) @ Chicago Cubs (4) (Final),R,2,Chicago Cubs,661064,Chicago Cubs,4,1,Mychal Givens,112,Pittsburgh Pirates,CHC wins 2-0,Bryse Wilson,['MLBN (out-of-market only)']
,Zack Wheeler,N,,Bottom,PNC Park,2022-07-28T23:05:00Z,143,2022-07-28,31,9,Final,Philadelphia Phillies,Zach Thompson,Zack Wheeler,2022-07-28 - Philadelphia Phillies (8) @ Pittsburgh Pirates (7) (Final),R,8,Pittsburgh Pirates,662326,Philadelphia Phillies,7,1,Seranthony Dominguez,134,Pittsburgh Pirates,PHI leads 1-0,Zach Thompson,[]
,Bailey Falter,N,,Bottom,PNC Park,2022-07-29T23:05:00Z,143,2022-07-29,31,10,Final,Philadelphia Phillies,Jose Quintana,Seranthony Dominguez,2022-07-29 - Philadelphia Phillies (4) @ Pittsburgh Pirates (2) (Final),R,4,Pittsburgh Pirates,662435,Philadelphia Phillies,2,1,Connor Brogdon,134,Pittsburgh Pirates,PHI leads 2-0,Duane Underwood Jr.,[]
,Ranger Suarez,N,,Bottom,PNC Park,2022-07-30T23:15:00Z,143,2022-07-30,31,10,Final,Philadelphia Phillies,Mitch Keller,Corey Knebel,2022-07-30 - Philadelphia Phillies (2) @ Pittsburgh Pirates (1) (Final),R,2,Pittsburgh Pirates,662415,Philadelphia Phillies,1,1,,134,Pittsburgh Pirates,PHI wins 3-0,Yerry De Los Santos,['FOX']
,Aaron Nola,N,,Bottom,PNC Park,2022-07-31T17:35:00Z,143,2022-07-31,31,9,Final,Philadelphia Phillies,JT Brubaker,Aaron Nola,2022-07-31 - Philadelphia Phillies (8) @ Pittsburgh Pirates (2) (Final),R,8,Pittsburgh Pirates,662414,Philadelphia Phillies,2,1,,134,Pittsburgh Pirates,PHI wins 4-0,JT Brubaker,[]
,Corbin Burnes,N,,Top,PNC Park,2022-08-02T23:05:00Z,158,2022-08-02,31,9,Final,Milwaukee Brewers,Bryse Wilson,Colin Holderman,2022-08-02 - Milwaukee Brewers (3) @ Pittsburgh Pirates (5) (Final),R,3,Pittsburgh Pirates,662298,Pittsburgh Pirates,5,1,Wil Crowe,134,Milwaukee Brewers,PIT leads 1-0,Corbin Burnes,[]
,Freddy Peralta,N,,Bottom,PNC Park,2022-08-03T23:05:00Z,158,2022-08-03,31,9,Final,Milwaukee Brewers,Tyler Beede,Wil Crowe,2022-08-03 - Milwaukee Brewers (7) @ Pittsburgh Pirates (8) (Final),R,7,Pittsburgh Pirates,662324,Pittsburgh Pirates,8,1,,134,Milwaukee Brewers,PIT wins 2-0,Devin Williams,['MLB.tv Free Game']
,Brandon Woodruff,N,,Bottom,PNC Park,2022-08-04T16:35:00Z,158,2022-08-04,31,10,Final,Milwaukee Brewers,Zach Thompson,Duane Underwood Jr.,2022-08-04 - Milwaukee Brewers (4) @ Pittsburgh Pirates (5) (Final),R,4,Pittsburgh Pirates,662303,Pittsburgh Pirates,5,1,,134,Milwaukee Brewers,PIT wins 3-0,Matt Bush,['MLBN (out-of-market only)']
,Mitch Keller,N,,Top,Oriole Park at Camden Yards,2022-08-05T23:05:00Z,134,2022-08-05,2,9,Final,Pittsburgh Pirates,Dean Kremer,Dean Kremer,2022-08-05 - Pittsburgh Pirates (0) @ Baltimore Orioles (1) (Final),R,0,Baltimore Orioles,661048,Baltimore Orioles,1,1,Felix Bautista,110,Pittsburgh Pirates,BAL leads 1-0,Mitch Keller,[]
,JT Brubaker,N,,Top,Oriole Park at Camden Yards,2022-08-06T21:05:00Z,134,2022-08-06,2,9,Final,Pittsburgh Pirates,Austin Voth,Austin Voth,2022-08-06 - Pittsburgh Pirates (3) @ Baltimore Orioles (6) (Final),R,3,Baltimore Orioles,661050,Baltimore Orioles,6,1,,110,Pittsburgh Pirates,BAL wins 2-0,JT Brubaker,[]
,Bryse Wilson,N,,Bottom,Oriole Park at Camden Yards,2022-08-07T17:35:00Z,134,2022-08-07,2,9,Final,Pittsburgh Pirates,Spenser Watkins,Bryse Wilson,2022-08-07 - Pittsburgh Pirates (8) @ Baltimore Orioles (1) (Final),R,8,Baltimore Orioles,661049,Pittsburgh Pirates,1,1,,110,Baltimore Orioles,BAL wins 2-1,Spenser Watkins,[]
