away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,winning_pitcher,summary,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Brady Singer,N,,Top,Oakland Coliseum,2022-06-19T20:07:00Z,118,2022-06-19,10,9,Final,Kansas City Royals,Jared Koenig,Jared Koenig,2022-06-19 - Kansas City Royals (0) @ Oakland Athletics (4) (Final),R,0,Oakland Athletics,662361,Oakland Athletics,4,1,,133,Kansas City Royals,KC wins 2-1,Brady Singer,[]
,Marco Gonzales,N,,Bottom,Oakland Coliseum,2022-06-22T01:40:00Z,136,2022-06-21,10,9,Final,Seattle Mariners,James Kaprielian,Marco Gonzales,2022-06-21 - Seattle Mariners (8) @ Oakland Athletics (2) (Final),R,8,Oakland Athletics,662360,Seattle Mariners,2,1,,133,Oakland Athletics,SEA leads 1-0,James Kaprielian,['MLBN (out-of-market only)']
,George Kirby,N,,Bottom,Oakland Coliseum,2022-06-23T01:40:00Z,136,2022-06-22,10,9,Final,Seattle Mariners,Paul Blackburn,George Kirby,2022-06-22 - Seattle Mariners (9) @ Oakland Athletics (0) (Final),R,9,Oakland Athletics,662359,Seattle Mariners,0,1,,133,Oakland Athletics,SEA wins 2-0,Paul Blackburn,[]
,Robbie Ray,N,,Bottom,Oakland Coliseum,2022-06-23T19:37:00Z,136,2022-06-23,10,9,Final,Seattle Mariners,Frankie Montas,Diego Castillo,2022-06-23 - Seattle Mariners (2) @ Oakland Athletics (1) (Final),R,2,Oakland Athletics,662358,Seattle Mariners,1,1,Paul Sewald,133,Oakland Athletics,SEA wins 3-0,Zach Jackson,[]
,Cole Irvin,N,,Top,Kauffman Stadium,2022-06-25T00:10:00Z,133,2022-06-24,7,9,Final,Oakland Athletics,Zack Greinke,Zack Greinke,2022-06-24 - Oakland Athletics (1) @ Kansas City Royals (3) (Final),R,1,Kansas City Royals,662664,Kansas City Royals,3,1,Scott Barlow,118,Oakland Athletics,KC leads 1-0,Cole Irvin,[]
,Jared Koenig,N,,Bottom,Kauffman Stadium,2022-06-25T20:10:00Z,133,2022-06-25,7,9,Final,Oakland Athletics,Brad Keller,Zach Jackson,2022-06-25 - Oakland Athletics (9) @ Kansas City Royals (7) (Final),R,9,Kansas City Royals,662672,Oakland Athletics,7,1,Lou Trivino,118,Kansas City Royals,Series tied 1-1,Brad Keller,[]
,James Kaprielian,N,,Bottom,Kauffman Stadium,2022-06-26T18:10:00Z,133,2022-06-26,7,9,Final,Oakland Athletics,Brady Singer,Domingo Acevedo,2022-06-26 - Oakland Athletics (5) @ Kansas City Royals (3) (Final),R,5,Kansas City Royals,662665,Oakland Athletics,3,1,Lou Trivino,118,Kansas City Royals,OAK wins 2-1,Brady Singer,[]
,Paul Blackburn,N,,Top,Yankee Stadium,2022-06-27T23:05:00Z,133,2022-06-27,3313,9,Final,Oakland Athletics,Jordan Montgomery,Albert Abreu,2022-06-27 - Oakland Athletics (5) @ New York Yankees (9) (Final),R,5,New York Yankees,661275,New York Yankees,9,1,,147,Oakland Athletics,NYY leads 1-0,A.J. Puk,['MLBN (out-of-market only)']
,Frankie Montas,N,,Top,Yankee Stadium,2022-06-28T23:05:00Z,133,2022-06-28,3313,9,Final,Oakland Athletics,JP Sears,JP Sears,2022-06-28 - Oakland Athletics (1) @ New York Yankees (2) (Final),R,1,New York Yankees,661272,New York Yankees,2,1,Clay Holmes,147,Oakland Athletics,NYY wins 2-0,Frankie Montas,[]
,Cole Irvin,N,,Top,Yankee Stadium,2022-06-29T17:05:00Z,133,2022-06-29,3313,9,Final,Oakland Athletics,Jameson Taillon,Jameson Taillon,2022-06-29 - Oakland Athletics (3) @ New York Yankees (5) (Final),R,3,New York Yankees,661263,New York Yankees,5,1,Clay Holmes,147,Oakland Athletics,NYY wins 3-0,Cole Irvin,[]
,Adrian Martinez,N,,Top,T-Mobile Park,2022-07-01T02:10:00Z,133,2022-06-30,680,9,Final,Oakland Athletics,Logan Gilbert,Logan Gilbert,2022-06-30 - Oakland Athletics (6) @ Seattle Mariners (8) (Final),R,6,Seattle Mariners,662150,Seattle Mariners,8,1,Paul Sewald,136,Oakland Athletics,SEA leads 1-0,Adrian Martinez,[]
,James Kaprielian,N,,Bottom,T-Mobile Park,2022-07-02T02:10:00Z,133,2022-07-01,680,9,Final,Oakland Athletics,Marco Gonzales,James Kaprielian,2022-07-01 - Oakland Athletics (3) @ Seattle Mariners (1) (Final),R,3,Seattle Mariners,662149,Oakland Athletics,1,1,Lou Trivino,136,Seattle Mariners,Series tied 1-1,Marco Gonzales,[]
,Paul Blackburn,N,,Bottom,T-Mobile Park,2022-07-02T20:10:00Z,133,2022-07-02,680,9,Final,Oakland Athletics,George Kirby,Diego Castillo,2022-07-02 - Oakland Athletics (1) @ Seattle Mariners (2) (Final),R,1,Seattle Mariners,662163,Seattle Mariners,2,1,,136,Oakland Athletics,SEA leads 2-1,Lou Trivino,['FS1']
,Frankie Montas,N,,Top,T-Mobile Park,2022-07-03T20:10:00Z,133,2022-07-03,680,9,Final,Oakland Athletics,Robbie Ray,Robbie Ray,2022-07-03 - Oakland Athletics (1) @ Seattle Mariners (2) (Final),R,1,Seattle Mariners,662162,Seattle Mariners,2,1,Paul Sewald,136,Oakland Athletics,SEA wins 3-1,Frankie Montas,[]
,Alek Manoah,N,,Top,Oakland Coliseum,2022-07-05T01:07:00Z,141,2022-07-04,10,9,Final,Toronto Blue Jays,Cole Irvin,Cole Irvin,2022-07-04 - Toronto Blue Jays (1) @ Oakland Athletics (5) (Final),R,1,Oakland Athletics,662355,Oakland Athletics,5,1,,133,Toronto Blue Jays,OAK leads 1-0,Alek Manoah,[]
,Yusei Kikuchi,N,,Top,Oakland Coliseum,2022-07-06T01:40:00Z,141,2022-07-05,10,9,Final,Toronto Blue Jays,Adrian Martinez,Adrian Martinez,2022-07-05 - Toronto Blue Jays (3) @ Oakland Athletics (5) (Final),R,3,Oakland Athletics,662354,Oakland Athletics,5,1,Lou Trivino,133,Toronto Blue Jays,OAK wins 2-0,Yusei Kikuchi,['MLBN (out-of-market only)']
,Jose Berrios,N,,Bottom,Oakland Coliseum,2022-07-06T19:37:00Z,141,2022-07-06,10,9,Final,Toronto Blue Jays,James Kaprielian,Adam Cimber,2022-07-06 - Toronto Blue Jays (2) @ Oakland Athletics (1) (Final),R,2,Oakland Athletics,662353,Toronto Blue Jays,1,1,Jordan Romano,133,Oakland Athletics,OAK wins 2-1,Domingo Acevedo,[]
,Jose Urquidy,N,,Bottom,Oakland Coliseum,2022-07-09T01:40:00Z,117,2022-07-08,10,9,Final,Houston Astros,Paul Blackburn,Jose Urquidy,2022-07-08 - Houston Astros (8) @ Oakland Athletics (3) (Final),R,8,Oakland Athletics,662352,Houston Astros,3,1,,133,Oakland Athletics,HOU leads 1-0,Paul Blackburn,[]
,Framber Valdez,N,,Top,Oakland Coliseum,2022-07-09T20:07:00Z,117,2022-07-09,10,9,Final,Houston Astros,Zach Logue,Zach Logue,2022-07-09 - Houston Astros (2) @ Oakland Athletics (3) (Final),R,2,Oakland Athletics,662351,Oakland Athletics,3,1,Lou Trivino,133,Houston Astros,Series tied 1-1,Framber Valdez,[]
,Jake Odorizzi,N,,Bottom,Oakland Coliseum,2022-07-10T20:07:00Z,117,2022-07-10,10,9,Final,Houston Astros,Cole Irvin,Jake Odorizzi,2022-07-10 - Houston Astros (6) @ Oakland Athletics (1) (Final),R,6,Oakland Athletics,662215,Houston Astros,1,1,,133,Oakland Athletics,HOU wins 2-1,Cole Irvin,[]
,Adrian Martinez,N,,Top,Globe Life Field,2022-07-12T00:05:00Z,133,2022-07-11,5325,9,Final,Oakland Athletics,Spencer Howard,Spencer Howard,2022-07-11 - Oakland Athletics (8) @ Texas Rangers (10) (Final),R,8,Texas Rangers,661814,Texas Rangers,10,1,Brett Martin,140,Oakland Athletics,TEX leads 1-0,Adrian Martinez,[]
,James Kaprielian,N,,Bottom,Globe Life Field,2022-07-13T00:05:00Z,133,2022-07-12,5325,12,Final,Oakland Athletics,Glenn Otto,Kirby Snead,2022-07-12 - Oakland Athletics (14) @ Texas Rangers (7) (Final),R,14,Texas Rangers,661813,Oakland Athletics,7,1,,140,Texas Rangers,Series tied 1-1,Dennis Santana,[]
,Paul Blackburn,N,,Top,Globe Life Field,2022-07-14T00:05:00Z,133,2022-07-13,5325,9,Final,Oakland Athletics,Jon Gray,Jon Gray,2022-07-13 - Oakland Athletics (2) @ Texas Rangers (5) (Final),R,2,Texas Rangers,661812,Texas Rangers,5,1,Garrett Richards,140,Oakland Athletics,TEX wins 2-1,Paul Blackburn,[]
,Cole Irvin,N,,Bottom,Minute Maid Park,2022-07-16T00:10:00Z,133,2022-07-15,2392,9,Final,Oakland Athletics,Jose Urquidy,Cole Irvin,2022-07-15 - Oakland Athletics (5) @ Houston Astros (1) (Final),R,5,Houston Astros,662923,Oakland Athletics,1,1,,117,Houston Astros,OAK leads 1-0,Jose Urquidy,[]
,Jared Koenig,N,,Top,Minute Maid Park,2022-07-16T20:10:00Z,133,2022-07-16,2392,9,Final,Oakland Athletics,Justin Verlander,Justin Verlander,2022-07-16 - Oakland Athletics (0) @ Houston Astros (5) (Final),R,0,Houston Astros,662909,Houston Astros,5,1,,117,Oakland Athletics,Series tied 1-1,Jared Koenig,[]
,Adam Oller,N,,Bottom,Minute Maid Park,2022-07-17T18:10:00Z,133,2022-07-17,2392,9,Final,Oakland Athletics,Jake Odorizzi,A.J. Puk,2022-07-17 - Oakland Athletics (4) @ Houston Astros (3) (Final),R,4,Houston Astros,662908,Oakland Athletics,3,1,Lou Trivino,117,Houston Astros,OAK wins 2-1,Rafael Montero,[]
,Tarik Skubal,Y,,Bottom,Oakland Coliseum,2022-07-21T19:37:00Z,116,2022-07-21,10,9,Final,Detroit Tigers,Zach Logue,Tarik Skubal,2022-07-21 - Detroit Tigers (7) @ Oakland Athletics (2) (Final),R,7,Oakland Athletics,662411,Detroit Tigers,2,1,,133,Oakland Athletics,DET leads 1-0,Zach Logue,['MLB.tv Free Game']
,Garrett Hill,Y,,Top,Oakland Coliseum,2022-07-21T19:42:00Z,116,2022-07-21,10,9,Final,Detroit Tigers,Frankie Montas,Domingo Acevedo,2022-07-21 - Detroit Tigers (0) @ Oakland Athletics (5) (Final),R,0,Oakland Athletics,662408,Oakland Athletics,5,2,,133,Detroit Tigers,Series tied 1-1,Garrett Hill,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Spencer Howard,N,,Top,Oakland Coliseum,2022-07-23T01:40:00Z,140,2022-07-22,10,9,Final,Texas Rangers,Cole Irvin,Cole Irvin,2022-07-22 - Texas Rangers (4) @ Oakland Athletics (5) (Final),R,4,Oakland Athletics,662344,Oakland Athletics,5,1,A.J. Puk,133,Texas Rangers,OAK leads 1-0,Spencer Howard,['MLB.tv Free Game']
,Matt Bush,N,,Top,Oakland Coliseum,2022-07-24T01:07:00Z,140,2022-07-23,10,9,Final,Texas Rangers,James Kaprielian,Domingo Acevedo,2022-07-23 - Texas Rangers (1) @ Oakland Athletics (3) (Final),R,1,Oakland Athletics,662348,Oakland Athletics,3,1,Zach Jackson,133,Texas Rangers,OAK wins 2-0,Dennis Santana,"['FS1', 'MLB.tv Free Game']"
,Martin Perez,N,,Bottom,Oakland Coliseum,2022-07-24T20:07:00Z,140,2022-07-24,10,9,Final,Texas Rangers,Paul Blackburn,Martin Perez,2022-07-24 - Texas Rangers (11) @ Oakland Athletics (8) (Final),R,11,Oakland Athletics,662343,Texas Rangers,8,1,,133,Oakland Athletics,OAK wins 2-1,Paul Blackburn,['MLB.tv Free Game']
,Jake Odorizzi,N,,Top,Oakland Coliseum,2022-07-26T01:40:00Z,117,2022-07-25,10,9,Final,Houston Astros,Adam Oller,Adam Oller,2022-07-25 - Houston Astros (5) @ Oakland Athletics (7) (Final),R,5,Oakland Athletics,662347,Oakland Athletics,7,1,Lou Trivino,133,Houston Astros,OAK leads 1-0,Jake Odorizzi,[]
,Luis Garcia,N,,Top,Oakland Coliseum,2022-07-27T01:40:00Z,117,2022-07-26,10,9,Final,Houston Astros,Frankie Montas,Frankie Montas,2022-07-26 - Houston Astros (3) @ Oakland Athletics (5) (Final),R,3,Oakland Athletics,662346,Oakland Athletics,5,1,Lou Trivino,133,Houston Astros,OAK wins 2-0,Luis Garcia,[]
,Cristian Javier,N,,Top,Oakland Coliseum,2022-07-27T19:37:00Z,117,2022-07-27,10,9,Final,Houston Astros,Cole Irvin,Cole Irvin,2022-07-27 - Houston Astros (2) @ Oakland Athletics (4) (Final),R,2,Oakland Athletics,662345,Oakland Athletics,4,1,A.J. Puk,133,Houston Astros,OAK wins 3-0,Cristian Javier,[]
,James Kaprielian,N,,Bottom,Guaranteed Rate Field,2022-07-30T00:10:00Z,133,2022-07-29,4,9,Final,Oakland Athletics,Lance Lynn,James Kaprielian,2022-07-29 - Oakland Athletics (7) @ Chicago White Sox (3) (Final),R,7,Chicago White Sox,661406,Oakland Athletics,3,1,,145,Chicago White Sox,OAK leads 1-0,Lance Lynn,[]
,Paul Blackburn,N,,Bottom,Guaranteed Rate Field,2022-07-30T23:15:00Z,133,2022-07-30,4,9,Final,Oakland Athletics,Johnny Cueto,Liam Hendriks,2022-07-30 - Oakland Athletics (2) @ Chicago White Sox (3) (Final),R,2,Chicago White Sox,661451,Chicago White Sox,3,1,,145,Oakland Athletics,Series tied 1-1,Zach Jackson,[]
,Adam Oller,N,,Top,Guaranteed Rate Field,2022-07-31T18:10:00Z,133,2022-07-31,4,9,Final,Oakland Athletics,Dylan Cease,Dylan Cease,2022-07-31 - Oakland Athletics (1) @ Chicago White Sox (4) (Final),R,1,Chicago White Sox,661388,Chicago White Sox,4,1,Liam Hendriks,145,Oakland Athletics,CWS wins 2-1,Adam Oller,[]
,Cole Irvin,N,,Top,Angel Stadium,2022-08-03T01:38:00Z,133,2022-08-02,1,9,Final,Oakland Athletics,Jose Suarez,Jose Suarez,2022-08-02 - Oakland Athletics (1) @ Los Angeles Angels (3) (Final),R,1,Los Angeles Angels,663376,Los Angeles Angels,3,1,Jose Quijada,108,Oakland Athletics,LAA leads 1-0,Cole Irvin,[]
,James Kaprielian,N,,Bottom,Angel Stadium,2022-08-04T01:38:00Z,133,2022-08-03,1,9,Final,Oakland Athletics,Shohei Ohtani,James Kaprielian,2022-08-03 - Oakland Athletics (3) @ Los Angeles Angels (1) (Final),R,3,Los Angeles Angels,663375,Oakland Athletics,1,1,Zach Jackson,108,Los Angeles Angels,Series tied 1-1,Shohei Ohtani,[]
,Paul Blackburn,N,,Bottom,Angel Stadium,2022-08-04T20:07:00Z,133,2022-08-04,1,9,Final,Oakland Athletics,Janson Junk,Paul Blackburn,2022-08-04 - Oakland Athletics (8) @ Los Angeles Angels (7) (Final),R,8,Los Angeles Angels,663374,Oakland Athletics,7,1,A.J. Puk,108,Los Angeles Angels,OAK wins 2-1,Janson Junk,[]
,Carlos Rodon,N,,Bottom,Oakland Coliseum,2022-08-06T23:07:00Z,137,2022-08-06,10,9,Final,San Francisco Giants,Adam Oller,Carlos Rodon,2022-08-06 - San Francisco Giants (7) @ Oakland Athletics (3) (Final),R,7,Oakland Athletics,662308,San Francisco Giants,3,1,,133,Oakland Athletics,SF leads 1-0,Adam Oller,[]
,Logan Webb,N,,Bottom,Oakland Coliseum,2022-08-07T20:07:00Z,137,2022-08-07,10,9,Final,San Francisco Giants,Adrian Martinez,Logan Webb,2022-08-07 - San Francisco Giants (6) @ Oakland Athletics (4) (Final),R,6,Oakland Athletics,662332,San Francisco Giants,4,1,Camilo Doval,133,Oakland Athletics,SF wins 2-0,Adrian Martinez,[]
,Jose Suarez,N,,Bottom,Oakland Coliseum,2022-08-09T01:40:00Z,108,2022-08-08,10,9,Final,Los Angeles Angels,Cole Irvin,Jose Suarez,2022-08-08 - Los Angeles Angels (1) @ Oakland Athletics (0) (Final),R,1,Oakland Athletics,662331,Los Angeles Angels,0,1,Ryan Tepera,133,Oakland Athletics,LAA leads 1-0,Cole Irvin,[]
,Shohei Ohtani,N,,Bottom,Oakland Coliseum,2022-08-10T01:40:00Z,108,2022-08-09,10,9,Final,Los Angeles Angels,James Kaprielian,Shohei Ohtani,2022-08-09 - Los Angeles Angels (5) @ Oakland Athletics (1) (Final),R,5,Oakland Athletics,662330,Los Angeles Angels,1,1,,133,Oakland Athletics,LAA wins 2-0,James Kaprielian,[]
,Touki Toussaint,N,,Bottom,Oakland Coliseum,2022-08-10T19:37:00Z,108,2022-08-10,10,12,Final,Los Angeles Angels,Paul Blackburn,Jaime Barria,2022-08-10 - Los Angeles Angels (5) @ Oakland Athletics (4) (Final),R,5,Oakland Athletics,662316,Los Angeles Angels,4,1,,133,Oakland Athletics,LAA wins 3-0,Austin Pruitt,['MLB.tv Free Game']
,Adam Oller,N,,Top,Minute Maid Park,2022-08-13T00:10:00Z,133,2022-08-12,2392,9,Final,Oakland Athletics,Luis Garcia,Luis Garcia,2022-08-12 - Oakland Athletics (5) @ Houston Astros (7) (Final),R,5,Houston Astros,662817,Houston Astros,7,1,Hector Neris,117,Oakland Athletics,HOU leads 1-0,Sam Moll,[]
,Zach Logue,N,,Top,Minute Maid Park,2022-08-13T23:10:00Z,133,2022-08-13,2392,9,Final,Oakland Athletics,Lance McCullers Jr.,Lance McCullers Jr.,2022-08-13 - Oakland Athletics (0) @ Houston Astros (8) (Final),R,0,Houston Astros,662824,Houston Astros,8,1,,117,Oakland Athletics,HOU wins 2-0,Zach Logue,[]
,Cole Irvin,N,,Top,Minute Maid Park,2022-08-14T18:10:00Z,133,2022-08-14,2392,9,Final,Oakland Athletics,Cristian Javier,Cristian Javier,2022-08-14 - Oakland Athletics (3) @ Houston Astros (6) (Final),R,3,Houston Astros,662801,Houston Astros,6,1,Ryan Pressly,117,Oakland Athletics,HOU wins 3-0,Cole Irvin,[]
,James Kaprielian,N,,Top,Globe Life Field,2022-08-16T00:05:00Z,133,2022-08-15,5325,9,Final,Oakland Athletics,Glenn Otto,Glenn Otto,2022-08-15 - Oakland Athletics (1) @ Texas Rangers (2) (Final),R,1,Texas Rangers,661834,Texas Rangers,2,1,Jonathan Hernandez,140,Oakland Athletics,TEX leads 1-0,James Kaprielian,[]
,JP Sears,N,,Bottom,Globe Life Field,2022-08-17T00:05:00Z,133,2022-08-16,5325,9,Final,Oakland Athletics,Kohei Arihara,JP Sears,2022-08-16 - Oakland Athletics (5) @ Texas Rangers (1) (Final),R,5,Texas Rangers,661833,Oakland Athletics,1,1,,140,Texas Rangers,Series tied 1-1,Kohei Arihara,[]
,Adam Oller,N,,Bottom,Globe Life Field,2022-08-18T00:05:00Z,133,2022-08-17,5325,9,Final,Oakland Athletics,Cole Ragans,Adam Oller,2022-08-17 - Oakland Athletics (7) @ Texas Rangers (2) (Final),R,7,Texas Rangers,661788,Oakland Athletics,2,1,,140,Texas Rangers,OAK leads 2-1,Cole Ragans,[]
,Zach Logue,N,,Top,Globe Life Field,2022-08-18T18:05:00Z,133,2022-08-18,5325,9,Final,Oakland Athletics,Dane Dunning,Dane Dunning,2022-08-18 - Oakland Athletics (3) @ Texas Rangers (10) (Final),R,3,Texas Rangers,661787,Texas Rangers,10,1,,140,Oakland Athletics,Series tied 2-2,Zach Logue,[]
,Marco Gonzales,N,,Bottom,Oakland Coliseum,2022-08-20T01:40:00Z,136,2022-08-19,10,9,Final,Seattle Mariners,Cole Irvin,Marco Gonzales,2022-08-19 - Seattle Mariners (10) @ Oakland Athletics (2) (Final),R,10,Oakland Athletics,662341,Seattle Mariners,2,1,,133,Oakland Athletics,SEA leads 1-0,Cole Irvin,[]
,Logan Gilbert,N,,Bottom,Oakland Coliseum,2022-08-20T23:15:00Z,136,2022-08-20,10,10,Final,Seattle Mariners,James Kaprielian,Dany Jimenez,2022-08-20 - Seattle Mariners (3) @ Oakland Athletics (4) (Final),R,3,Oakland Athletics,662340,Oakland Athletics,4,1,,133,Seattle Mariners,Series tied 1-1,Diego Castillo,['FOX']
,Luis Castillo,N,,Top,Oakland Coliseum,2022-08-21T20:07:00Z,136,2022-08-21,10,9,Final,Seattle Mariners,JP Sears,JP Sears,2022-08-21 - Seattle Mariners (3) @ Oakland Athletics (5) (Final),R,3,Oakland Athletics,662315,Oakland Athletics,5,1,Austin Pruitt,133,Seattle Mariners,OAK wins 2-1,Luis Castillo,[]
,Edward Cabrera,N,,Bottom,Oakland Coliseum,2022-08-23T01:40:00Z,146,2022-08-22,10,9,Final,Miami Marlins,Adam Oller,Edward Cabrera,2022-08-22 - Miami Marlins (3) @ Oakland Athletics (0) (Final),R,3,Oakland Athletics,662314,Miami Marlins,0,1,Tanner Scott,133,Oakland Athletics,MIA leads 1-0,Adam Oller,[]
,Pablo Lopez,N,,Bottom,Oakland Coliseum,2022-08-24T01:40:00Z,146,2022-08-23,10,9,Final,Miami Marlins,Zach Logue,Pablo Lopez,2022-08-23 - Miami Marlins (5) @ Oakland Athletics (3) (Final),R,5,Oakland Athletics,662339,Miami Marlins,3,1,Tanner Scott,133,Oakland Athletics,MIA wins 2-0,Zach Logue,[]
