away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,summary,winning_pitcher,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Patrick Corbin,N,,Top,Citizens Bank Park,2022-08-06T22:05:00Z,120,2022-08-06,2681,9,Final,Washington Nationals,Ranger Suarez,2022-08-06 - Washington Nationals (5) @ Philadelphia Phillies (11) (Final),Ranger Suarez,R,5,Philadelphia Phillies,661561,Philadelphia Phillies,11,1,,143,Washington Nationals,PHI wins 3-0,Patrick Corbin,[]
,Cory Abbott,N,,Top,Citizens Bank Park,2022-08-07T17:35:00Z,120,2022-08-07,2681,9,Final,Washington Nationals,Aaron Nola,2022-08-07 - Washington Nationals (1) @ Philadelphia Phillies (13) (Final),Aaron Nola,R,1,Philadelphia Phillies,661558,Philadelphia Phillies,13,1,,143,Washington Nationals,PHI wins 4-0,Cory Abbott,['MLBN (out-of-market only)']
,Braxton Garrett,N,,Top,Citizens Bank Park,2022-08-09T23:05:00Z,146,2022-08-09,2681,9,Final,Miami Marlins,Zack Wheeler,2022-08-09 - Miami Marlins (1) @ Philadelphia Phillies (4) (Final),Zack Wheeler,R,1,Philadelphia Phillies,661553,Philadelphia Phillies,4,1,Seranthony Dominguez,143,Miami Marlins,PHI leads 1-0,Braxton Garrett,[]
,Sandy Alcantara,N,,Top,Citizens Bank Park,2022-08-10T23:05:00Z,146,2022-08-10,2681,9,Final,Miami Marlins,Noah Syndergaard,2022-08-10 - Miami Marlins (3) @ Philadelphia Phillies (4) (Final),Andrew Bellatti,R,3,Philadelphia Phillies,661557,Philadelphia Phillies,4,1,Seranthony Dominguez,143,Miami Marlins,PHI wins 2-0,Sandy Alcantara,[]
,Edward Cabrera,N,,Bottom,Citizens Bank Park,2022-08-11T17:05:00Z,146,2022-08-11,2681,9,Final,Miami Marlins,Kyle Gibson,2022-08-11 - Miami Marlins (3) @ Philadelphia Phillies (0) (Final),Edward Cabrera,R,3,Philadelphia Phillies,661608,Miami Marlins,0,1,Tanner Scott,143,Philadelphia Phillies,PHI wins 2-1,Kyle Gibson,['MLBN (out-of-market only)']
,Ranger Suarez,N,,Bottom,Citi Field,2022-08-12T23:10:00Z,143,2022-08-12,3289,10,Final,Philadelphia Phillies,Max Scherzer,2022-08-12 - Philadelphia Phillies (2) @ New York Mets (1) (Final),Seranthony Dominguez,R,2,New York Mets,662434,Philadelphia Phillies,1,1,David Robertson,121,New York Mets,PHI leads 1-0,Mychal Givens,['Apple TV+']
,Aaron Nola,N,,Top,Citi Field,2022-08-13T23:10:00Z,143,2022-08-13,3289,9,Final,Philadelphia Phillies,Jacob deGrom,2022-08-13 - Philadelphia Phillies (0) @ New York Mets (1) (Final),Jacob deGrom,R,0,New York Mets,662428,New York Mets,1,1,Edwin Diaz,121,Philadelphia Phillies,Series tied 1-1,Aaron Nola,[]
,Zack Wheeler,N,,Top,Citi Field,2022-08-14T17:40:00Z,143,2022-08-14,3289,9,Final,Philadelphia Phillies,Chris Bassitt,2022-08-14 - Philadelphia Phillies (0) @ New York Mets (6) (Final),Chris Bassitt,R,0,New York Mets,662427,New York Mets,6,1,,121,Philadelphia Phillies,NYM wins 2-1,Zack Wheeler,['MLBN (out-of-market only)']
,Noah Syndergaard,N,,Bottom,Great American Ball Park,2022-08-15T22:40:00Z,143,2022-08-15,2602,9,Final,Philadelphia Phillies,Mike Minor,2022-08-15 - Philadelphia Phillies (4) @ Cincinnati Reds (3) (Final),Noah Syndergaard,R,4,Cincinnati Reds,663020,Philadelphia Phillies,3,1,Seranthony Dominguez,113,Cincinnati Reds,PHI leads 1-0,Mike Minor,[]
,Kyle Gibson,N,,Bottom,Great American Ball Park,2022-08-16T22:40:00Z,143,2022-08-16,2602,9,Final,Philadelphia Phillies,T.J. Zeuch,2022-08-16 - Philadelphia Phillies (11) @ Cincinnati Reds (4) (Final),Kyle Gibson,R,11,Cincinnati Reds,663019,Philadelphia Phillies,4,1,,113,Cincinnati Reds,PHI wins 2-0,T.J. Zeuch,[]
,Ranger Suarez,N,,Bottom,Great American Ball Park,2022-08-17T16:35:00Z,143,2022-08-17,2602,9,Final,Philadelphia Phillies,Nick Lodolo,2022-08-17 - Philadelphia Phillies (0) @ Cincinnati Reds (1) (Final),Alexis Diaz,R,0,Cincinnati Reds,663017,Cincinnati Reds,1,1,,113,Philadelphia Phillies,PHI wins 2-1,Seranthony Dominguez,[]
,Chris Bassitt,N,,Bottom,Citizens Bank Park,2022-08-19T23:05:00Z,121,2022-08-19,2681,9,Final,New York Mets,Aaron Nola,2022-08-19 - New York Mets (7) @ Philadelphia Phillies (2) (Final),Chris Bassitt,R,7,Philadelphia Phillies,661607,New York Mets,2,1,,143,Philadelphia Phillies,NYM leads 1-0,Aaron Nola,[]
,Trevor Williams,S,,Bottom,Citizens Bank Park,2022-08-20T17:05:00Z,121,2022-08-20,2681,9,Final,New York Mets,Zack Wheeler,2022-08-20 - New York Mets (8) @ Philadelphia Phillies (2) (Final),Seth Lugo,R,8,Philadelphia Phillies,661628,New York Mets,2,1,,143,Philadelphia Phillies,NYM leads 2-0,Zack Wheeler,[]
,David Peterson,S,,Top,Citizens Bank Park,2022-08-20T23:15:00Z,121,2022-08-20,2681,9,Final,New York Mets,Bailey Falter,2022-08-20 - New York Mets (1) @ Philadelphia Phillies (4) (Final),Bailey Falter,R,1,Philadelphia Phillies,661606,Philadelphia Phillies,4,2,David Robertson,143,New York Mets,NYM leads 2-1,David Peterson,['FOX']
,Jose Butto,N,,Bottom,Citizens Bank Park,2022-08-21T17:35:00Z,121,2022-08-21,2681,9,Final,New York Mets,Kyle Gibson,2022-08-21 - New York Mets (10) @ Philadelphia Phillies (9) (Final),Trevor May,R,10,Philadelphia Phillies,661602,New York Mets,9,1,Edwin Diaz,143,Philadelphia Phillies,NYM wins 3-1,David Robertson,['MLB.tv Free Game']
,Luis Cessa,N,,Top,Citizens Bank Park,2022-08-22T23:05:00Z,113,2022-08-22,2681,9,Final,Cincinnati Reds,Noah Syndergaard,2022-08-22 - Cincinnati Reds (1) @ Philadelphia Phillies (4) (Final),Noah Syndergaard,R,1,Philadelphia Phillies,661601,Philadelphia Phillies,4,1,Andrew Bellatti,143,Cincinnati Reds,PHI leads 1-0,Luis Cessa,[]
,Nick Lodolo,N,,Bottom,Citizens Bank Park,2022-08-23T23:05:00Z,113,2022-08-23,2681,9,Final,Cincinnati Reds,Ranger Suarez,2022-08-23 - Cincinnati Reds (6) @ Philadelphia Phillies (7) (Final),Brad Hand,R,6,Philadelphia Phillies,661600,Philadelphia Phillies,7,1,,143,Cincinnati Reds,PHI leads 2-0,Alexis Diaz,[]
,T.J. Zeuch,N,,Top,Citizens Bank Park,2022-08-24T23:05:00Z,113,2022-08-24,2681,9,Final,Cincinnati Reds,Cristopher Sanchez,2022-08-24 - Cincinnati Reds (5) @ Philadelphia Phillies (7) (Final),Cristopher Sanchez,R,5,Philadelphia Phillies,661605,Philadelphia Phillies,7,1,David Robertson,143,Cincinnati Reds,PHI wins 3-0,T.J. Zeuch,[]
,Justin Dunn,N,,Top,Citizens Bank Park,2022-08-25T23:05:00Z,113,2022-08-25,2681,9,Final,Cincinnati Reds,Aaron Nola,2022-08-25 - Cincinnati Reds (0) @ Philadelphia Phillies (4) (Final),Aaron Nola,R,0,Philadelphia Phillies,661604,Philadelphia Phillies,4,1,,143,Cincinnati Reds,PHI wins 4-0,Justin Dunn,[]
,Bryse Wilson,N,,Top,Citizens Bank Park,2022-08-26T23:05:00Z,134,2022-08-26,2681,9,Final,Pittsburgh Pirates,Bailey Falter,2022-08-26 - Pittsburgh Pirates (4) @ Philadelphia Phillies (7) (Final),Bailey Falter,R,4,Philadelphia Phillies,661603,Philadelphia Phillies,7,1,Brad Hand,143,Pittsburgh Pirates,PHI leads 1-0,Bryse Wilson,['MLB.tv Free Game']
,Tyler Beede,N,,Top,Citizens Bank Park,2022-08-27T22:05:00Z,134,2022-08-27,2681,9,Final,Pittsburgh Pirates,Kyle Gibson,2022-08-27 - Pittsburgh Pirates (0) @ Philadelphia Phillies (6) (Final),Kyle Gibson,R,0,Philadelphia Phillies,661599,Philadelphia Phillies,6,1,,143,Pittsburgh Pirates,PHI wins 2-0,Tyler Beede,[]
,Roansy Contreras,N,,Bottom,Citizens Bank Park,2022-08-28T17:35:00Z,134,2022-08-28,2681,9,Final,Pittsburgh Pirates,Noah Syndergaard,2022-08-28 - Pittsburgh Pirates (5) @ Philadelphia Phillies (0) (Final),Roansy Contreras,R,5,Philadelphia Phillies,661598,Pittsburgh Pirates,0,1,,143,Philadelphia Phillies,PHI wins 2-1,Noah Syndergaard,[]
,Ranger Suarez,N,,Top,Chase Field,2022-08-30T01:40:00Z,143,2022-08-29,15,9,Final,Philadelphia Phillies,Madison Bumgarner,2022-08-29 - Philadelphia Phillies (7) @ Arizona Diamondbacks (13) (Final),Luis Frias,R,7,Arizona Diamondbacks,663332,Arizona Diamondbacks,13,1,,109,Philadelphia Phillies,AZ leads 1-0,Cristopher Sanchez,['MLBN (out-of-market only)']
,Aaron Nola,N,,Top,Chase Field,2022-08-31T01:40:00Z,143,2022-08-30,15,9,Final,Philadelphia Phillies,Zac Gallen,2022-08-30 - Philadelphia Phillies (3) @ Arizona Diamondbacks (12) (Final),Zac Gallen,R,3,Arizona Diamondbacks,663286,Arizona Diamondbacks,12,1,,109,Philadelphia Phillies,AZ wins 2-0,Aaron Nola,[]
,Bailey Falter,N,,Bottom,Chase Field,2022-09-01T01:40:00Z,143,2022-08-31,15,9,Final,Philadelphia Phillies,Tommy Henry,2022-08-31 - Philadelphia Phillies (18) @ Arizona Diamondbacks (2) (Final),Bailey Falter,R,18,Arizona Diamondbacks,663312,Philadelphia Phillies,2,1,,109,Arizona Diamondbacks,AZ wins 2-1,Tommy Henry,[]
,Kyle Gibson,N,,Top,Oracle Park,2022-09-03T02:15:00Z,143,2022-09-02,2395,9,Final,Philadelphia Phillies,Alex Cobb,2022-09-02 - Philadelphia Phillies (1) @ San Francisco Giants (13) (Final),Alex Cobb,R,1,San Francisco Giants,662032,San Francisco Giants,13,1,,137,Philadelphia Phillies,SF leads 1-0,Kyle Gibson,['Apple TV+']
,Noah Syndergaard,N,,Top,Oracle Park,2022-09-03T20:05:00Z,143,2022-09-03,2395,9,Final,Philadelphia Phillies,Jakob Junis,2022-09-03 - Philadelphia Phillies (4) @ San Francisco Giants (5) (Final),Zack Littell,R,4,San Francisco Giants,662031,San Francisco Giants,5,1,Camilo Doval,137,Philadelphia Phillies,SF wins 2-0,Brad Hand,['MLBN (out-of-market only)']
,Ranger Suarez,N,,Bottom,Oracle Park,2022-09-04T20:05:00Z,143,2022-09-04,2395,9,Final,Philadelphia Phillies,Carlos Rodon,2022-09-04 - Philadelphia Phillies (3) @ San Francisco Giants (5) (Final),Camilo Doval,R,3,San Francisco Giants,662030,San Francisco Giants,5,1,,137,Philadelphia Phillies,SF wins 3-0,David Robertson,[]
,Jesus Luzardo,N,,Bottom,Citizens Bank Park,2022-09-06T22:45:00Z,146,2022-09-06,2681,9,Final,Miami Marlins,Aaron Nola,2022-09-06 - Miami Marlins (2) @ Philadelphia Phillies (3) (Final),David Robertson,R,2,Philadelphia Phillies,661597,Philadelphia Phillies,3,1,,143,Miami Marlins,PHI leads 1-0,Tommy Nance,[]
,Trevor Rogers,N,,Top,Citizens Bank Park,2022-09-07T22:45:00Z,146,2022-09-07,2681,9,Final,Miami Marlins,Bailey Falter,2022-09-07 - Miami Marlins (3) @ Philadelphia Phillies (4) (Final),Bailey Falter,R,3,Philadelphia Phillies,661596,Philadelphia Phillies,4,1,Connor Brogdon,143,Miami Marlins,PHI wins 2-0,Trevor Rogers,[]
,Sandy Alcantara,N,,Bottom,Citizens Bank Park,2022-09-08T22:45:00Z,146,2022-09-08,2681,9,Final,Miami Marlins,Kyle Gibson,2022-09-08 - Miami Marlins (6) @ Philadelphia Phillies (5) (Final),Dylan Floro,R,6,Philadelphia Phillies,661595,Miami Marlins,5,1,,143,Philadelphia Phillies,PHI wins 2-1,David Robertson,['MLB.tv Free Game']
,Patrick Corbin,N,,Top,Citizens Bank Park,2022-09-09T23:05:00Z,120,2022-09-09,2681,9,Final,Washington Nationals,Noah Syndergaard,2022-09-09 - Washington Nationals (3) @ Philadelphia Phillies (5) (Final),Noah Syndergaard,R,3,Philadelphia Phillies,661594,Philadelphia Phillies,5,1,Nick Nelson,143,Washington Nationals,PHI leads 1-0,Patrick Corbin,[]
,Erick Fedde,N,,Top,Citizens Bank Park,2022-09-10T22:05:00Z,120,2022-09-10,2681,9,Final,Washington Nationals,Ranger Suarez,2022-09-10 - Washington Nationals (5) @ Philadelphia Phillies (8) (Final),Ranger Suarez,R,5,Philadelphia Phillies,661593,Philadelphia Phillies,8,1,,143,Washington Nationals,PHI wins 2-0,Erick Fedde,[]
,Anibal Sanchez,N,,Top,Citizens Bank Park,2022-09-11T17:05:00Z,120,2022-09-11,2681,9,Final,Washington Nationals,Aaron Nola,2022-09-11 - Washington Nationals (5) @ Philadelphia Phillies (7) (Final),Jose Alvarado,R,5,Philadelphia Phillies,661592,Philadelphia Phillies,7,1,David Robertson,143,Washington Nationals,PHI wins 3-0,Kyle Finnegan,[]
,Bailey Falter,N,,Bottom,loanDepot park,2022-09-13T22:40:00Z,143,2022-09-13,4169,9,Final,Philadelphia Phillies,Sandy Alcantara,2022-09-13 - Philadelphia Phillies (2) @ Miami Marlins (1) (Final),Bailey Falter,R,2,Miami Marlins,661320,Philadelphia Phillies,1,1,David Robertson,146,Miami Marlins,PHI leads 1-0,Sandy Alcantara,[]
,Kyle Gibson,N,,Bottom,loanDepot park,2022-09-14T22:40:00Z,143,2022-09-14,4169,9,Final,Philadelphia Phillies,Edward Cabrera,2022-09-14 - Philadelphia Phillies (6) @ Miami Marlins (1) (Final),Kyle Gibson,R,6,Miami Marlins,661336,Philadelphia Phillies,1,1,,146,Miami Marlins,PHI wins 2-0,Edward Cabrera,[]
,Noah Syndergaard,N,,Top,loanDepot park,2022-09-15T22:40:00Z,143,2022-09-15,4169,9,Final,Philadelphia Phillies,Pablo Lopez,2022-09-15 - Philadelphia Phillies (3) @ Miami Marlins (5) (Final),Pablo Lopez,R,3,Miami Marlins,661321,Miami Marlins,5,1,Dylan Floro,146,Philadelphia Phillies,PHI wins 2-1,Noah Syndergaard,[]
,Ranger Suarez,N,,Top,Truist Park,2022-09-16T23:20:00Z,143,2022-09-16,4705,9,Final,Philadelphia Phillies,Max Fried,2022-09-16 - Philadelphia Phillies (2) @ Atlanta Braves (7) (Final),Jesse Chavez,R,2,Atlanta Braves,661473,Atlanta Braves,7,1,,144,Philadelphia Phillies,ATL leads 1-0,Seranthony Dominguez,[]
,Aaron Nola,N,,Top,Truist Park,2022-09-17T23:20:00Z,143,2022-09-17,4705,9,Final,Philadelphia Phillies,Jake Odorizzi,2022-09-17 - Philadelphia Phillies (3) @ Atlanta Braves (4) (Final),Dylan Lee,R,3,Atlanta Braves,661472,Atlanta Braves,4,1,Kenley Jansen,144,Philadelphia Phillies,ATL wins 2-0,Aaron Nola,['MLBN (out-of-market only)']
,Bailey Falter,N,,Top,Truist Park,2022-09-18T17:35:00Z,143,2022-09-18,4705,9,Final,Philadelphia Phillies,Spencer Strider,2022-09-18 - Philadelphia Phillies (2) @ Atlanta Braves (5) (Final),Spencer Strider,R,2,Atlanta Braves,661471,Atlanta Braves,5,1,,144,Philadelphia Phillies,ATL wins 3-0,Connor Brogdon,['MLBN (out-of-market only)']
,Ross Stripling,N,,Bottom,Citizens Bank Park,2022-09-20T22:45:00Z,141,2022-09-20,2681,9,Final,Toronto Blue Jays,Kyle Gibson,2022-09-20 - Toronto Blue Jays (18) @ Philadelphia Phillies (11) (Final),Zach Pop,R,18,Philadelphia Phillies,661591,Toronto Blue Jays,11,1,,143,Philadelphia Phillies,TOR leads 1-0,Kyle Gibson,[]
,Kevin Gausman,N,,Bottom,Citizens Bank Park,2022-09-21T22:45:00Z,141,2022-09-21,2681,10,Final,Toronto Blue Jays,Zack Wheeler,2022-09-21 - Toronto Blue Jays (3) @ Philadelphia Phillies (4) (Final),Andrew Bellatti,R,3,Philadelphia Phillies,661588,Philadelphia Phillies,4,1,,143,Toronto Blue Jays,Series tied 1-1,Adam Cimber,['MLB.tv Free Game']
,Max Fried,N,,Top,Citizens Bank Park,2022-09-22T23:15:00Z,144,2022-09-22,2681,9,Final,Atlanta Braves,Ranger Suarez,2022-09-22 - Atlanta Braves (0) @ Philadelphia Phillies (1) (Final),Ranger Suarez,R,0,Philadelphia Phillies,661609,Philadelphia Phillies,1,1,Jose Alvarado,143,Atlanta Braves,PHI leads 1-0,Max Fried,['FOX']
,Jake Odorizzi,N,,Top,Citizens Bank Park,2022-09-23T23:05:00Z,144,2022-09-23,2681,9,Final,Atlanta Braves,Aaron Nola,2022-09-23 - Atlanta Braves (1) @ Philadelphia Phillies (9) (Final),Aaron Nola,R,1,Philadelphia Phillies,661587,Philadelphia Phillies,9,1,,143,Atlanta Braves,PHI leads 2-0,Jake Odorizzi,[]
,Kyle Wright,N,,Bottom,Citizens Bank Park,2022-09-24T20:05:00Z,144,2022-09-24,2681,9,Final,Atlanta Braves,Bailey Falter,2022-09-24 - Atlanta Braves (6) @ Philadelphia Phillies (3) (Final),Kyle Wright,R,6,Philadelphia Phillies,661586,Atlanta Braves,3,1,Kenley Jansen,143,Philadelphia Phillies,PHI leads 2-1,Bailey Falter,[]
,Charlie Morton,N,,Bottom,Citizens Bank Park,2022-09-25T17:05:00Z,144,2022-09-25,2681,11,Final,Atlanta Braves,Kyle Gibson,2022-09-25 - Atlanta Braves (8) @ Philadelphia Phillies (7) (Final),Jackson Stephens,R,8,Philadelphia Phillies,661585,Atlanta Braves,7,1,,143,Philadelphia Phillies,Series tied 2-2,Andrew Bellatti,['MLBN (out-of-market only)']
,Zack Wheeler,N,,Top,Wrigley Field,2022-09-27T23:40:00Z,143,2022-09-27,17,9,Final,Philadelphia Phillies,Marcus Stroman,2022-09-27 - Philadelphia Phillies (1) @ Chicago Cubs (2) (Final),Marcus Stroman,R,1,Chicago Cubs,663128,Chicago Cubs,2,1,Manuel Rodriguez,112,Philadelphia Phillies,CHC leads 1-0,Connor Brogdon,[]
,Aaron Nola,N,,Top,Wrigley Field,2022-09-28T23:40:00Z,143,2022-09-28,17,9,Final,Philadelphia Phillies,Hayden Wesneski,2022-09-28 - Philadelphia Phillies (2) @ Chicago Cubs (4) (Final),Hayden Wesneski,R,2,Chicago Cubs,663098,Chicago Cubs,4,1,Manuel Rodriguez,112,Philadelphia Phillies,CHC wins 2-0,Aaron Nola,[]
,Ranger Suarez,N,,Top,Wrigley Field,2022-09-29T18:20:00Z,143,2022-09-29,17,9,Final,Philadelphia Phillies,Javier Assad,2022-09-29 - Philadelphia Phillies (0) @ Chicago Cubs (2) (Final),Javier Assad,R,0,Chicago Cubs,663110,Chicago Cubs,2,1,Keegan Thompson,112,Philadelphia Phillies,CHC wins 3-0,Ranger Suarez,['MLBN (out-of-market only)']
,Bailey Falter,S,,Bottom,Nationals Park,2022-09-30T17:05:00Z,143,2022-09-30,3309,9,Final,Philadelphia Phillies,Erick Fedde,2022-09-30 - Philadelphia Phillies (5) @ Washington Nationals (1) (Final),Bailey Falter,R,5,Washington Nationals,661097,Philadelphia Phillies,1,1,,120,Washington Nationals,PHI leads 1-0,Erick Fedde,[]
,Noah Syndergaard,Y,,,Nationals Park,2022-09-30T23:05:00Z,143,2022-09-30,3309,,Postponed,Philadelphia Phillies,Tommy Romero,2022-09-30 - Philadelphia Phillies @ Washington Nationals (Postponed),,R,0,Washington Nationals,661098,,0,2,,120,,PHI leads 2-1,,[]
,Kyle Gibson,S,,Top,Nationals Park,2022-10-01T17:05:00Z,143,2022-10-01,3309,9,Final,Philadelphia Phillies,Anibal Sanchez,2022-10-01 - Philadelphia Phillies (4) @ Washington Nationals (13) (Final),Anibal Sanchez,R,4,Washington Nationals,662572,Washington Nationals,13,1,,120,Philadelphia Phillies,Series tied 1-1,Kyle Gibson,[]
,Noah Syndergaard,S,,Bottom,Nationals Park,2022-10-01T23:05:00Z,143,2022-10-01,3309,9,Final,Philadelphia Phillies,Tommy Romero,2022-10-01 - Philadelphia Phillies (8) @ Washington Nationals (2) (Final),Noah Syndergaard,R,8,Washington Nationals,661098,Philadelphia Phillies,2,2,Cristopher Sanchez,120,Washington Nationals,PHI leads 2-1,Tommy Romero,[]
,Zack Wheeler,N,,Bottom,Nationals Park,2022-10-02T17:35:00Z,143,2022-10-02,3309,6,Completed Early: Rain,Philadelphia Phillies,Patrick Corbin,2022-10-02 - Philadelphia Phillies @ Washington Nationals (Completed Early: Rain),,R,8,Washington Nationals,661096,,1,1,,120,,PHI wins 3-1,,[]
,Aaron Nola,N,,Bottom,Minute Maid Park,2022-10-04T00:10:00Z,143,2022-10-03,2392,9,Final,Philadelphia Phillies,Lance McCullers Jr.,2022-10-03 - Philadelphia Phillies (3) @ Houston Astros (0) (Final),Aaron Nola,R,3,Houston Astros,662777,Philadelphia Phillies,0,1,Zach Eflin,117,Houston Astros,PHI leads 1-0,Lance McCullers Jr.,[]
