away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,summary,winning_pitcher,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Zach Davies,N,,Top,Dodger Stadium,2022-05-18T20:10:00Z,109,2022-05-18,22,9,Final,Arizona Diamondbacks,Walker Buehler,2022-05-18 - Arizona Diamondbacks (3) @ Los Angeles Dodgers (5) (Final),Walker Buehler,R,3,Los Angeles Dodgers,662744,Los Angeles Dodgers,5,1,Daniel Hudson,119,Arizona Diamondbacks,LAD wins 4-0,Zach Davies,['MLBN (out-of-market only)']
,Julio Urias,N,,Bottom,Citizens Bank Park,2022-05-20T23:05:00Z,119,2022-05-20,2681,9,Final,Los Angeles Dodgers,Ranger Suarez,2022-05-20 - Los Angeles Dodgers (4) @ Philadelphia Phillies (1) (Final),Julio Urias,R,4,Philadelphia Phillies,661632,Los Angeles Dodgers,1,1,Craig Kimbrel,143,Philadelphia Phillies,LAD leads 1-0,Ranger Suarez,[]
,Mitch White,N,,Bottom,Citizens Bank Park,2022-05-21T22:05:00Z,119,2022-05-21,2681,9,Final,Los Angeles Dodgers,Aaron Nola,2022-05-21 - Los Angeles Dodgers (7) @ Philadelphia Phillies (4) (Final),Daniel Hudson,R,7,Philadelphia Phillies,661631,Los Angeles Dodgers,4,1,Craig Kimbrel,143,Philadelphia Phillies,LAD wins 2-0,Jose Alvarado,[]
,Tony Gonsolin,N,,Bottom,Citizens Bank Park,2022-05-22T17:35:00Z,119,2022-05-22,2681,10,Final,Los Angeles Dodgers,Zach Eflin,2022-05-22 - Los Angeles Dodgers (3) @ Philadelphia Phillies (4) (Final),Corey Knebel,R,3,Philadelphia Phillies,661611,Philadelphia Phillies,4,1,,143,Los Angeles Dodgers,LAD wins 2-1,Evan Phillips,['MLBN (out-of-market only)']
,Tyler Anderson,N,,Bottom,Nationals Park,2022-05-23T23:05:00Z,119,2022-05-23,3309,9,Final,Los Angeles Dodgers,Joan Adon,2022-05-23 - Los Angeles Dodgers (10) @ Washington Nationals (1) (Final),Tyler Anderson,R,10,Washington Nationals,662524,Los Angeles Dodgers,1,1,,120,Washington Nationals,LAD leads 1-0,Joan Adon,['MLBN (out-of-market only)']
,Walker Buehler,N,,Bottom,Nationals Park,2022-05-24T23:05:00Z,119,2022-05-24,3309,9,Final,Los Angeles Dodgers,Josiah Gray,2022-05-24 - Los Angeles Dodgers (9) @ Washington Nationals (4) (Final),Walker Buehler,R,9,Washington Nationals,662536,Los Angeles Dodgers,4,1,,120,Washington Nationals,LAD wins 2-0,Josiah Gray,[]
,Julio Urias,N,,Top,Nationals Park,2022-05-25T20:05:00Z,119,2022-05-25,3309,9,Final,Los Angeles Dodgers,Erick Fedde,2022-05-25 - Los Angeles Dodgers (0) @ Washington Nationals (1) (Final),Erick Fedde,R,0,Washington Nationals,662527,Washington Nationals,1,1,Tanner Rainey,120,Los Angeles Dodgers,LAD wins 2-1,Julio Urias,[]
,Mitch White,N,,Bottom,Chase Field,2022-05-27T01:40:00Z,119,2022-05-26,15,9,Final,Los Angeles Dodgers,Humberto Castellanos,2022-05-26 - Los Angeles Dodgers (14) @ Arizona Diamondbacks (1) (Final),Justin Bruihl,R,14,Arizona Diamondbacks,663338,Los Angeles Dodgers,1,1,,109,Arizona Diamondbacks,LAD leads 1-0,Humberto Castellanos,[]
,Ryan Pepiot,N,,Bottom,Chase Field,2022-05-28T01:40:00Z,119,2022-05-27,15,9,Final,Los Angeles Dodgers,Madison Bumgarner,2022-05-27 - Los Angeles Dodgers (6) @ Arizona Diamondbacks (4) (Final),Brusdar Graterol,R,6,Arizona Diamondbacks,663347,Los Angeles Dodgers,4,1,,109,Arizona Diamondbacks,LAD leads 2-0,Madison Bumgarner,[]
,Tony Gonsolin,N,,Bottom,Chase Field,2022-05-28T23:15:00Z,119,2022-05-28,15,9,Final,Los Angeles Dodgers,Merrill Kelly,2022-05-28 - Los Angeles Dodgers (3) @ Arizona Diamondbacks (2) (Final),Tony Gonsolin,R,3,Arizona Diamondbacks,663330,Los Angeles Dodgers,2,1,Daniel Hudson,109,Arizona Diamondbacks,LAD wins 3-0,Merrill Kelly,['FOX']
,Tyler Anderson,N,,Bottom,Chase Field,2022-05-29T20:10:00Z,119,2022-05-29,15,9,Final,Los Angeles Dodgers,Zach Davies,2022-05-29 - Los Angeles Dodgers (3) @ Arizona Diamondbacks (1) (Final),Tyler Anderson,R,3,Arizona Diamondbacks,663328,Los Angeles Dodgers,1,1,Craig Kimbrel,109,Arizona Diamondbacks,LAD wins 4-0,Zach Davies,[]
,Zach Thompson,N,,Bottom,Dodger Stadium,2022-05-31T02:10:00Z,134,2022-05-30,22,9,Final,Pittsburgh Pirates,Walker Buehler,2022-05-30 - Pittsburgh Pirates (6) @ Los Angeles Dodgers (5) (Final),David Bednar,R,6,Los Angeles Dodgers,662743,Pittsburgh Pirates,5,1,,119,Los Angeles Dodgers,PIT leads 1-0,Craig Kimbrel,['MLBN (out-of-market only)']
,Mitch Keller,N,,Bottom,Dodger Stadium,2022-06-01T02:10:00Z,134,2022-05-31,22,9,Final,Pittsburgh Pirates,Julio Urias,2022-05-31 - Pittsburgh Pirates (5) @ Los Angeles Dodgers (3) (Final),Mitch Keller,R,5,Los Angeles Dodgers,662735,Pittsburgh Pirates,3,1,Wil Crowe,119,Los Angeles Dodgers,PIT wins 2-0,Julio Urias,['MLBN (out-of-market only)']
,Jose Quintana,N,,Bottom,Dodger Stadium,2022-06-02T00:10:00Z,134,2022-06-01,22,9,Final,Pittsburgh Pirates,Mitch White,2022-06-01 - Pittsburgh Pirates (8) @ Los Angeles Dodgers (4) (Final),Chase De Jong,R,8,Los Angeles Dodgers,662721,Pittsburgh Pirates,4,1,,119,Los Angeles Dodgers,PIT wins 3-0,Mitch White,[]
,Taijuan Walker,N,,Top,Dodger Stadium,2022-06-03T02:10:00Z,121,2022-06-02,22,9,Final,New York Mets,Tony Gonsolin,2022-06-02 - New York Mets (0) @ Los Angeles Dodgers (2) (Final),Tony Gonsolin,R,0,Los Angeles Dodgers,662693,Los Angeles Dodgers,2,1,Craig Kimbrel,119,New York Mets,LAD leads 1-0,Taijuan Walker,[]
,Chris Bassitt,N,,Top,Dodger Stadium,2022-06-04T02:10:00Z,121,2022-06-03,22,9,Final,New York Mets,Tyler Anderson,2022-06-03 - New York Mets (1) @ Los Angeles Dodgers (6) (Final),Tyler Anderson,R,1,Los Angeles Dodgers,662720,Los Angeles Dodgers,6,1,Daniel Hudson,119,New York Mets,LAD leads 2-0,Chris Bassitt,[]
,David Peterson,N,,Bottom,Dodger Stadium,2022-06-05T02:10:00Z,121,2022-06-04,22,9,Final,New York Mets,Walker Buehler,2022-06-04 - New York Mets (9) @ Los Angeles Dodgers (4) (Final),Colin Holderman,R,9,Los Angeles Dodgers,662687,New York Mets,4,1,,119,Los Angeles Dodgers,LAD leads 2-1,Walker Buehler,['MLBN (out-of-market only)']
,Trevor Williams,N,,Bottom,Dodger Stadium,2022-06-05T20:10:00Z,121,2022-06-05,22,10,Final,New York Mets,Julio Urias,2022-06-05 - New York Mets (5) @ Los Angeles Dodgers (4) (Final),Seth Lugo,R,5,Los Angeles Dodgers,662612,New York Mets,4,1,Adonis Medina,119,Los Angeles Dodgers,Series tied 2-2,Craig Kimbrel,[]
,Mitch White,N,,Top,Guaranteed Rate Field,2022-06-08T00:10:00Z,119,2022-06-07,4,9,Final,Los Angeles Dodgers,Michael Kopech,2022-06-07 - Los Angeles Dodgers (0) @ Chicago White Sox (4) (Final),Michael Kopech,R,0,Chicago White Sox,661460,Chicago White Sox,4,1,,145,Los Angeles Dodgers,CWS leads 1-0,Phil Bickford,"['TBS', 'TBS (out-of-market only)']"
,Tony Gonsolin,N,,Bottom,Guaranteed Rate Field,2022-06-09T00:10:00Z,119,2022-06-08,4,9,Final,Los Angeles Dodgers,Johnny Cueto,2022-06-08 - Los Angeles Dodgers (4) @ Chicago White Sox (1) (Final),Tony Gonsolin,R,4,Chicago White Sox,661459,Los Angeles Dodgers,1,1,Daniel Hudson,145,Chicago White Sox,Series tied 1-1,Johnny Cueto,['MLB.tv Free Game']
,Tyler Anderson,N,,Bottom,Guaranteed Rate Field,2022-06-09T18:10:00Z,119,2022-06-09,4,9,Final,Los Angeles Dodgers,Dylan Cease,2022-06-09 - Los Angeles Dodgers (11) @ Chicago White Sox (9) (Final),Brusdar Graterol,R,11,Chicago White Sox,661458,Los Angeles Dodgers,9,1,,145,Chicago White Sox,LAD wins 2-1,Dylan Cease,['MLBN (out-of-market only)']
,Walker Buehler,N,,Top,Oracle Park,2022-06-11T02:15:00Z,119,2022-06-10,2395,9,Final,Los Angeles Dodgers,Jakob Junis,2022-06-10 - Los Angeles Dodgers (2) @ San Francisco Giants (7) (Final),Jakob Junis,R,2,San Francisco Giants,662090,San Francisco Giants,7,1,,137,Los Angeles Dodgers,SF leads 1-0,Walker Buehler,[]
,Clayton Kershaw,N,,Top,Oracle Park,2022-06-11T23:15:00Z,119,2022-06-11,2395,9,Final,Los Angeles Dodgers,Sam Long,2022-06-11 - Los Angeles Dodgers (2) @ San Francisco Giants (3) (Final),Camilo Doval,R,2,San Francisco Giants,662089,San Francisco Giants,3,1,Jose Alvarez,137,Los Angeles Dodgers,SF wins 2-0,Clayton Kershaw,['FOX']
,Julio Urias,N,,Top,Oracle Park,2022-06-12T20:05:00Z,119,2022-06-12,2395,9,Final,Los Angeles Dodgers,Carlos Rodon,2022-06-12 - Los Angeles Dodgers (0) @ San Francisco Giants (2) (Final),Carlos Rodon,R,0,San Francisco Giants,662085,San Francisco Giants,2,1,Jake McGee,137,Los Angeles Dodgers,SF wins 3-0,Julio Urias,[]
,Noah Syndergaard,N,,Top,Dodger Stadium,2022-06-15T02:10:00Z,108,2022-06-14,22,9,Final,Los Angeles Angels,Tony Gonsolin,2022-06-14 - Los Angeles Angels (0) @ Los Angeles Dodgers (2) (Final),Tony Gonsolin,R,0,Los Angeles Dodgers,662611,Los Angeles Dodgers,2,1,Craig Kimbrel,119,Los Angeles Angels,LAD leads 1-0,Noah Syndergaard,['TBS (out-of-market only)']
,Reid Detmers,N,,Top,Dodger Stadium,2022-06-16T02:10:00Z,108,2022-06-15,22,9,Final,Los Angeles Angels,Tyler Anderson,2022-06-15 - Los Angeles Angels (1) @ Los Angeles Dodgers (4) (Final),Tyler Anderson,R,1,Los Angeles Dodgers,662694,Los Angeles Dodgers,4,1,,119,Los Angeles Angels,LAD wins 2-0,Reid Detmers,['MLBN (out-of-market only)']
,Zach Plesac,N,,Bottom,Dodger Stadium,2022-06-18T02:10:00Z,114,2022-06-17,22,10,Final,Cleveland Guardians,Clayton Kershaw,2022-06-17 - Cleveland Guardians (2) @ Los Angeles Dodgers (1) (Final),Anthony Gose,R,2,Los Angeles Dodgers,662719,Cleveland Guardians,1,1,Enyel De Los Santos,119,Los Angeles Dodgers,CLE leads 1-0,Evan Phillips,['Apple TV+']
,Cal Quantrill,N,,Top,Dodger Stadium,2022-06-18T23:15:00Z,114,2022-06-18,22,9,Final,Cleveland Guardians,Julio Urias,2022-06-18 - Cleveland Guardians (1) @ Los Angeles Dodgers (7) (Final),Julio Urias,R,1,Los Angeles Dodgers,662686,Los Angeles Dodgers,7,1,,119,Cleveland Guardians,Series tied 1-1,Cal Quantrill,['FOX']
,Shane Bieber,N,,Bottom,Dodger Stadium,2022-06-19T20:10:00Z,114,2022-06-19,22,9,Final,Cleveland Guardians,Andrew Heaney,2022-06-19 - Cleveland Guardians (5) @ Los Angeles Dodgers (3) (Final),Eli Morgan,R,5,Los Angeles Dodgers,662590,Cleveland Guardians,3,1,Emmanuel Clase,119,Los Angeles Dodgers,CLE wins 2-1,Craig Kimbrel,[]
,Tony Gonsolin,N,,Bottom,Great American Ball Park,2022-06-21T22:40:00Z,119,2022-06-21,2602,9,Final,Los Angeles Dodgers,Tyler Mahle,2022-06-21 - Los Angeles Dodgers (8) @ Cincinnati Reds (2) (Final),Tony Gonsolin,R,8,Cincinnati Reds,663041,Los Angeles Dodgers,2,1,,113,Cincinnati Reds,LAD leads 1-0,Tyler Mahle,[]
,Tyler Anderson,N,,Bottom,Great American Ball Park,2022-06-22T22:40:00Z,119,2022-06-22,2602,9,Final,Los Angeles Dodgers,Luis Castillo,2022-06-22 - Los Angeles Dodgers (8) @ Cincinnati Reds (4) (Final),Alex Vesia,R,8,Cincinnati Reds,663040,Los Angeles Dodgers,4,1,,113,Cincinnati Reds,LAD wins 2-0,Ross Detwiler,[]
,Clayton Kershaw,N,,Bottom,Great American Ball Park,2022-06-23T16:35:00Z,119,2022-06-23,2602,9,Final,Los Angeles Dodgers,Hunter Greene,2022-06-23 - Los Angeles Dodgers (10) @ Cincinnati Reds (5) (Final),Clayton Kershaw,R,10,Cincinnati Reds,663039,Los Angeles Dodgers,5,1,,113,Cincinnati Reds,LAD wins 3-0,Hunter Greene,['MLB.tv Free Game']
,Julio Urias,N,,Bottom,Truist Park,2022-06-24T23:20:00Z,119,2022-06-24,4705,9,Final,Los Angeles Dodgers,Ian Anderson,2022-06-24 - Los Angeles Dodgers (4) @ Atlanta Braves (1) (Final),Julio Urias,R,4,Atlanta Braves,661139,Los Angeles Dodgers,1,1,Craig Kimbrel,144,Atlanta Braves,LAD leads 1-0,Ian Anderson,[]
,Mitch White,N,,Top,Truist Park,2022-06-25T23:15:00Z,119,2022-06-25,4705,9,Final,Los Angeles Dodgers,Max Fried,2022-06-25 - Los Angeles Dodgers (3) @ Atlanta Braves (5) (Final),A.J. Minter,R,3,Atlanta Braves,661138,Atlanta Braves,5,1,Kenley Jansen,144,Los Angeles Dodgers,Series tied 1-1,Brusdar Graterol,['FOX']
,Tony Gonsolin,N,,Bottom,Truist Park,2022-06-26T23:08:00Z,119,2022-06-26,4705,11,Final,Los Angeles Dodgers,Spencer Strider,2022-06-26 - Los Angeles Dodgers (5) @ Atlanta Braves (3) (Final),Craig Kimbrel,R,5,Atlanta Braves,661512,Los Angeles Dodgers,3,1,Brusdar Graterol,144,Atlanta Braves,LAD wins 2-1,Darren O'Day,"['ESPN', 'MLBN (out-of-market only)']"
,Tyler Anderson,N,,Top,Coors Field,2022-06-28T00:40:00Z,119,2022-06-27,19,9,Final,Los Angeles Dodgers,Chad Kuhl,2022-06-27 - Los Angeles Dodgers (0) @ Colorado Rockies (4) (Final),Chad Kuhl,R,0,Colorado Rockies,662912,Colorado Rockies,4,1,,115,Los Angeles Dodgers,COL leads 1-0,Tyler Anderson,[]
,Clayton Kershaw,N,,Top,Coors Field,2022-06-29T00:40:00Z,119,2022-06-28,19,9,Final,Los Angeles Dodgers,Kyle Freeland,2022-06-28 - Los Angeles Dodgers (4) @ Colorado Rockies (7) (Final),Kyle Freeland,R,4,Colorado Rockies,662911,Colorado Rockies,7,1,,115,Los Angeles Dodgers,COL wins 2-0,Clayton Kershaw,[]
,Julio Urias,N,,Bottom,Coors Field,2022-06-30T00:40:00Z,119,2022-06-29,19,9,Final,Los Angeles Dodgers,German Marquez,2022-06-29 - Los Angeles Dodgers (8) @ Colorado Rockies (4) (Final),Julio Urias,R,8,Colorado Rockies,662894,Los Angeles Dodgers,4,1,,115,Colorado Rockies,COL wins 2-1,German Marquez,[]
,Joe Musgrove,N,,Top,Dodger Stadium,2022-07-01T02:10:00Z,135,2022-06-30,22,9,Final,San Diego Padres,Mitch White,2022-06-30 - San Diego Padres (1) @ Los Angeles Dodgers (3) (Final),Evan Phillips,R,1,Los Angeles Dodgers,662733,Los Angeles Dodgers,3,1,Craig Kimbrel,119,San Diego Padres,LAD leads 1-0,Joe Musgrove,['FS1']
,Blake Snell,N,,Top,Dodger Stadium,2022-07-02T02:10:00Z,135,2022-07-01,22,9,Final,San Diego Padres,Tony Gonsolin,2022-07-01 - San Diego Padres (1) @ Los Angeles Dodgers (5) (Final),Tony Gonsolin,R,1,Los Angeles Dodgers,662609,Los Angeles Dodgers,5,1,,119,San Diego Padres,LAD leads 2-0,Craig Stammen,[]
,Yu Darvish,N,,Top,Dodger Stadium,2022-07-02T23:15:00Z,135,2022-07-02,22,9,Final,San Diego Padres,Tyler Anderson,2022-07-02 - San Diego Padres (2) @ Los Angeles Dodgers (7) (Final),Tyler Anderson,R,2,Los Angeles Dodgers,662718,Los Angeles Dodgers,7,1,,119,San Diego Padres,LAD wins 3-0,Yu Darvish,['FOX']
,MacKenzie Gore,N,,Bottom,Dodger Stadium,2022-07-03T20:10:00Z,135,2022-07-03,22,9,Final,San Diego Padres,Clayton Kershaw,2022-07-03 - San Diego Padres (4) @ Los Angeles Dodgers (2) (Final),Nick Martinez,R,4,Los Angeles Dodgers,662684,San Diego Padres,2,1,Taylor Rogers,119,Los Angeles Dodgers,LAD wins 3-1,Craig Kimbrel,[]
,Kyle Freeland,N,,Top,Dodger Stadium,2022-07-05T01:10:00Z,115,2022-07-04,22,9,Final,Colorado Rockies,Julio Urias,2022-07-04 - Colorado Rockies (3) @ Los Angeles Dodgers (5) (Final),Julio Urias,R,3,Los Angeles Dodgers,662732,Los Angeles Dodgers,5,1,Yency Almonte,119,Colorado Rockies,LAD leads 1-0,Kyle Freeland,[]
,German Marquez,N,,Top,Dodger Stadium,2022-07-06T02:10:00Z,115,2022-07-05,22,9,Final,Colorado Rockies,Ryan Pepiot,2022-07-05 - Colorado Rockies (2) @ Los Angeles Dodgers (5) (Final),Ryan Pepiot,R,2,Los Angeles Dodgers,662731,Los Angeles Dodgers,5,1,Brusdar Graterol,119,Colorado Rockies,LAD wins 2-0,German Marquez,['MLBN (out-of-market only)']
,Jose Urena,N,,Bottom,Dodger Stadium,2022-07-07T02:10:00Z,115,2022-07-06,22,9,Final,Colorado Rockies,Mitch White,2022-07-06 - Colorado Rockies (1) @ Los Angeles Dodgers (2) (Final),Craig Kimbrel,R,1,Los Angeles Dodgers,662630,Los Angeles Dodgers,2,1,,119,Colorado Rockies,LAD wins 3-0,Daniel Bard,['MLBN (out-of-market only)']
,Mark Leiter Jr.,N,,Top,Dodger Stadium,2022-07-08T02:10:00Z,112,2022-07-07,22,9,Final,Chicago Cubs,Tony Gonsolin,2022-07-07 - Chicago Cubs (3) @ Los Angeles Dodgers (5) (Final),Tony Gonsolin,R,3,Los Angeles Dodgers,662730,Los Angeles Dodgers,5,1,Alex Vesia,119,Chicago Cubs,LAD leads 1-0,Mark Leiter Jr.,[]
,Keegan Thompson,N,,Bottom,Dodger Stadium,2022-07-09T02:10:00Z,112,2022-07-08,22,10,Final,Chicago Cubs,Tyler Anderson,2022-07-08 - Chicago Cubs (3) @ Los Angeles Dodgers (4) (Final),Evan Phillips,R,3,Los Angeles Dodgers,662610,Los Angeles Dodgers,4,1,,119,Chicago Cubs,LAD leads 2-0,Rowan Wick,['MLBN (out-of-market only)']
,Marcus Stroman,N,,Top,Dodger Stadium,2022-07-10T02:10:00Z,112,2022-07-09,22,9,Final,Chicago Cubs,Clayton Kershaw,2022-07-09 - Chicago Cubs (2) @ Los Angeles Dodgers (4) (Final),Clayton Kershaw,R,2,Los Angeles Dodgers,662683,Los Angeles Dodgers,4,1,Craig Kimbrel,119,Chicago Cubs,LAD wins 3-0,Rowan Wick,['MLBN (out-of-market only)']
,Drew Smyly,N,,Top,Dodger Stadium,2022-07-10T20:10:00Z,112,2022-07-10,22,9,Final,Chicago Cubs,Julio Urias,2022-07-10 - Chicago Cubs (9) @ Los Angeles Dodgers (11) (Final),Phil Bickford,R,9,Los Angeles Dodgers,662729,Los Angeles Dodgers,11,1,Brusdar Graterol,119,Chicago Cubs,LAD wins 4-0,Mark Leiter Jr.,[]
,Mitch White,N,,Top,Busch Stadium,2022-07-12T23:45:00Z,119,2022-07-12,2889,9,Final,Los Angeles Dodgers,Jordan Hicks,2022-07-12 - Los Angeles Dodgers (6) @ St. Louis Cardinals (7) (Final),Johan Oviedo,R,6,St. Louis Cardinals,661119,St. Louis Cardinals,7,1,Giovanny Gallegos,138,Los Angeles Dodgers,STL leads 1-0,Mitch White,['TBS']
,Tony Gonsolin,N,,Bottom,Busch Stadium,2022-07-13T23:45:00Z,119,2022-07-13,2889,9,Final,Los Angeles Dodgers,Adam Wainwright,2022-07-13 - Los Angeles Dodgers (7) @ St. Louis Cardinals (6) (Final),Craig Kimbrel,R,7,St. Louis Cardinals,661118,Los Angeles Dodgers,6,1,Evan Phillips,138,St. Louis Cardinals,Series tied 1-1,Giovanny Gallegos,[]
,Tyler Anderson,N,,Bottom,Busch Stadium,2022-07-14T23:15:00Z,119,2022-07-14,2889,9,Final,Los Angeles Dodgers,Dakota Hudson,2022-07-14 - Los Angeles Dodgers (4) @ St. Louis Cardinals (0) (Final),Tyler Anderson,R,4,St. Louis Cardinals,661117,Los Angeles Dodgers,0,1,,138,St. Louis Cardinals,LAD wins 2-1,Dakota Hudson,['MLBN (out-of-market only)']
,Clayton Kershaw,N,,Bottom,Angel Stadium,2022-07-16T01:38:00Z,119,2022-07-15,1,9,Final,Los Angeles Dodgers,Patrick Sandoval,2022-07-15 - Los Angeles Dodgers (9) @ Los Angeles Angels (1) (Final),Clayton Kershaw,R,9,Los Angeles Angels,663385,Los Angeles Dodgers,1,1,,108,Los Angeles Angels,LAD leads 1-0,Patrick Sandoval,[]
