away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,summary,winning_pitcher,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Daniel Lynch,N,,Bottom,Guaranteed Rate Field,2022-04-26T23:10:00Z,118,2022-04-26,4,9,Final,Kansas City Royals,Dallas Keuchel,2022-04-26 - Kansas City Royals (6) @ Chicago White Sox (0) (Final),Daniel Lynch,R,6,Chicago White Sox,661536,Kansas City Royals,0,1,,145,Chicago White Sox,KC leads 1-0,Dallas Keuchel,[]
,Zack Greinke,N,,Top,Guaranteed Rate Field,2022-04-27T18:10:00Z,118,2022-04-27,4,9,Final,Kansas City Royals,Dylan Cease,2022-04-27 - Kansas City Royals (3) @ Chicago White Sox (7) (Final),Bennett Sousa,R,3,Chicago White Sox,661533,Chicago White Sox,7,1,Kendall Graveman,145,Kansas City Royals,Series tied 1-1,Collin Snider,[]
,Brad Keller,N,,Bottom,Guaranteed Rate Field,2022-04-28T18:10:00Z,118,2022-04-28,4,10,Final,Kansas City Royals,Michael Kopech,2022-04-28 - Kansas City Royals (5) @ Chicago White Sox (2) (Final),Scott Barlow,R,5,Chicago White Sox,661532,Kansas City Royals,2,1,Taylor Clarke,145,Chicago White Sox,KC wins 2-1,Aaron Bummer,[]
,Nestor Cortes,N,,Bottom,Kauffman Stadium,2022-04-30T00:10:00Z,147,2022-04-29,7,8,Completed Early: Rain,New York Yankees,Kris Bubic,2022-04-29 - New York Yankees @ Kansas City Royals (Completed Early: Rain),,R,12,Kansas City Royals,662741,,2,1,,118,,NYY leads 1-0,,['Apple TV+']
,Gerrit Cole,N,,Bottom,Kauffman Stadium,2022-04-30T23:10:00Z,147,2022-04-30,7,9,Final,New York Yankees,Carlos Hernandez,2022-04-30 - New York Yankees (3) @ Kansas City Royals (0) (Final),Gerrit Cole,R,3,Kansas City Royals,662797,New York Yankees,0,1,Aroldis Chapman,118,Kansas City Royals,NYY wins 2-0,Carlos Hernandez,[]
,Luis Severino,N,,Bottom,Kauffman Stadium,2022-05-01T18:10:00Z,147,2022-05-01,7,9,Final,New York Yankees,Daniel Lynch,2022-05-01 - New York Yankees (6) @ Kansas City Royals (4) (Final),Clarke Schmidt,R,6,Kansas City Royals,662691,New York Yankees,4,1,Aroldis Chapman,118,Kansas City Royals,NYY wins 3-0,Dylan Coleman,[]
,Zack Greinke,N,,Top,Busch Stadium,2022-05-02T17:15:00Z,118,2022-05-02,2889,9,Final,Kansas City Royals,Steven Matz,2022-05-02 - Kansas City Royals (0) @ St. Louis Cardinals (1) (Final),Steven Matz,R,0,St. Louis Cardinals,662009,St. Louis Cardinals,1,1,Giovanny Gallegos,138,Kansas City Royals,STL leads 1-0,Zack Greinke,[]
,Dakota Hudson,N,,Top,Kauffman Stadium,2022-05-04T00:10:00Z,138,2022-05-03,7,9,Final,St. Louis Cardinals,Brad Keller,2022-05-03 - St. Louis Cardinals (1) @ Kansas City Royals (7) (Final),Brad Keller,R,1,Kansas City Royals,662690,Kansas City Royals,7,1,,118,St. Louis Cardinals,Series tied 1-1,Dakota Hudson,[]
,Adam Wainwright,N,,Bottom,Kauffman Stadium,2022-05-04T17:10:00Z,138,2022-05-04,7,9,Final,St. Louis Cardinals,Kris Bubic,2022-05-04 - St. Louis Cardinals (10) @ Kansas City Royals (0) (Final),Adam Wainwright,R,10,Kansas City Royals,662739,St. Louis Cardinals,0,1,,118,Kansas City Royals,STL wins 2-1,Kris Bubic,[]
,Carlos Hernandez,N,,,Oriole Park at Camden Yards,2022-05-06T23:05:00Z,118,2022-05-06,2,,Postponed,Kansas City Royals,Jordan Lyles,2022-05-06 - Kansas City Royals @ Baltimore Orioles (Postponed),,R,0,Baltimore Orioles,661345,,0,1,,110,,Series tied 1-1,,[]
,Carlos Hernandez,N,,,Oriole Park at Camden Yards,2022-05-07T23:05:00Z,118,2022-05-07,2,,Postponed,Kansas City Royals,Jordan Lyles,2022-05-07 - Kansas City Royals @ Baltimore Orioles (Postponed),,R,0,Baltimore Orioles,661349,,0,1,,110,,BAL wins 2-1,,['MLBN (out-of-market only)']
,Zack Greinke,Y,,Bottom,Oriole Park at Camden Yards,2022-05-08T17:35:00Z,118,2022-05-08,2,9,Final,Kansas City Royals,Jordan Lyles,2022-05-08 - Kansas City Royals (6) @ Baltimore Orioles (4) (Final),Taylor Clarke,R,6,Baltimore Orioles,661307,Kansas City Royals,4,1,Scott Barlow,110,Baltimore Orioles,KC leads 1-0,Jorge Lopez,['MLB.tv Free Game']
,Daniel Lynch,Y,,Top,Oriole Park at Camden Yards,2022-05-08T17:40:00Z,118,2022-05-08,2,9,Final,Kansas City Royals,Bruce Zimmermann,2022-05-08 - Kansas City Royals (2) @ Baltimore Orioles (4) (Final),Bruce Zimmermann,R,2,Baltimore Orioles,661345,Baltimore Orioles,4,2,Dillon Tate,110,Kansas City Royals,Series tied 1-1,Daniel Lynch,['MLB.tv Free Game']
,Carlos Hernandez,N,,Top,Oriole Park at Camden Yards,2022-05-09T16:05:00Z,118,2022-05-09,2,9,Final,Kansas City Royals,Tyler Wells,2022-05-09 - Kansas City Royals (1) @ Baltimore Orioles (6) (Final),Tyler Wells,R,1,Baltimore Orioles,661349,Baltimore Orioles,6,1,,110,Kansas City Royals,BAL wins 2-1,Carlos Hernandez,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Brad Keller,N,,Top,Globe Life Field,2022-05-11T00:05:00Z,118,2022-05-10,5325,9,Final,Kansas City Royals,Martin Perez,2022-05-10 - Kansas City Royals (4) @ Texas Rangers (6) (Final),Martin Perez,R,4,Texas Rangers,662016,Texas Rangers,6,1,Joe Barlow,140,Kansas City Royals,TEX leads 1-0,Brad Keller,[]
,Gabe Speier,N,,Bottom,Globe Life Field,2022-05-12T00:05:00Z,118,2022-05-11,5325,9,Final,Kansas City Royals,Matt Bush,2022-05-11 - Kansas City Royals (8) @ Texas Rangers (2) (Final),Joel Payamps,R,8,Texas Rangers,661899,Kansas City Royals,2,1,,140,Texas Rangers,Series tied 1-1,Kolby Allard,[]
,Jonathan Heasley,N,,Top,Globe Life Field,2022-05-13T00:05:00Z,118,2022-05-12,5325,9,Final,Kansas City Royals,Taylor Hearn,2022-05-12 - Kansas City Royals (1) @ Texas Rangers (3) (Final),Taylor Hearn,R,1,Texas Rangers,661883,Texas Rangers,3,1,Joe Barlow,140,Kansas City Royals,TEX wins 2-1,Jonathan Heasley,[]
,Zack Greinke,N,,Bottom,Coors Field,2022-05-14T00:40:00Z,118,2022-05-13,19,9,Final,Kansas City Royals,Kyle Freeland,2022-05-13 - Kansas City Royals (14) @ Colorado Rockies (10) (Final),Dylan Coleman,R,14,Colorado Rockies,663012,Kansas City Royals,10,1,Scott Barlow,115,Colorado Rockies,KC leads 1-0,Kyle Freeland,[]
,Carlos Hernandez,N,,Top,Coors Field,2022-05-15T00:10:00Z,118,2022-05-14,19,9,Final,Kansas City Royals,German Marquez,2022-05-14 - Kansas City Royals (4) @ Colorado Rockies (10) (Final),German Marquez,R,4,Colorado Rockies,663011,Colorado Rockies,10,1,,115,Kansas City Royals,Series tied 1-1,Carlos Hernandez,[]
,Daniel Lynch,N,,Bottom,Coors Field,2022-05-15T19:10:00Z,118,2022-05-15,19,9,Final,Kansas City Royals,Austin Gomber,2022-05-15 - Kansas City Royals (8) @ Colorado Rockies (7) (Final),Josh Staumont,R,8,Colorado Rockies,663010,Kansas City Royals,7,1,Scott Barlow,115,Colorado Rockies,KC wins 2-1,Daniel Bard,[]
,Johnny Cueto,N,,Bottom,Kauffman Stadium,2022-05-17T00:10:00Z,145,2022-05-16,7,10,Final,Chicago White Sox,Brad Keller,2022-05-16 - Chicago White Sox (5) @ Kansas City Royals (3) (Final),Ryan Burr,R,5,Kansas City Royals,662728,Chicago White Sox,3,1,Liam Hendriks,118,Kansas City Royals,CWS leads 1-0,Scott Barlow,[]
,Dylan Cease,S,,Bottom,Kauffman Stadium,2022-05-17T18:10:00Z,145,2022-05-17,7,9,Final,Chicago White Sox,Jonathan Heasley,2022-05-17 - Chicago White Sox (3) @ Kansas City Royals (0) (Final),Dylan Cease,R,3,Kansas City Royals,662780,Chicago White Sox,0,1,Liam Hendriks,118,Kansas City Royals,CWS leads 2-0,Jonathan Heasley,[]
,Davis Martin,S,,Top,Kauffman Stadium,2022-05-17T23:10:00Z,145,2022-05-17,7,9,Final,Chicago White Sox,Brady Singer,2022-05-17 - Chicago White Sox (1) @ Kansas City Royals (2) (Final),Brady Singer,R,1,Kansas City Royals,662727,Kansas City Royals,2,2,Josh Staumont,118,Chicago White Sox,CWS leads 2-1,Davis Martin,[]
,Lucas Giolito,N,,Top,Kauffman Stadium,2022-05-19T00:10:00Z,145,2022-05-18,7,9,Final,Chicago White Sox,Zack Greinke,2022-05-18 - Chicago White Sox (2) @ Kansas City Royals (6) (Final),Collin Snider,R,2,Kansas City Royals,662726,Kansas City Royals,6,1,,118,Chicago White Sox,Series tied 2-2,Reynaldo Lopez,[]
,Vince Velasquez,N,,Bottom,Kauffman Stadium,2022-05-19T18:10:00Z,145,2022-05-19,7,9,Final,Chicago White Sox,Carlos Hernandez,2022-05-19 - Chicago White Sox (7) @ Kansas City Royals (4) (Final),Bennett Sousa,R,7,Kansas City Royals,662715,Chicago White Sox,4,1,Liam Hendriks,118,Kansas City Royals,CWS wins 3-2,Gabe Speier,[]
,Devin Smeltzer,N,,Bottom,Kauffman Stadium,2022-05-21T00:10:00Z,142,2022-05-20,7,9,Final,Minnesota Twins,Daniel Lynch,2022-05-20 - Minnesota Twins (6) @ Kansas City Royals (4) (Final),Devin Smeltzer,R,6,Kansas City Royals,662714,Minnesota Twins,4,1,Emilio Pagan,118,Kansas City Royals,MIN leads 1-0,Daniel Lynch,[]
,Joe Ryan,N,,Bottom,Kauffman Stadium,2022-05-21T23:10:00Z,142,2022-05-21,7,9,Final,Minnesota Twins,Brad Keller,2022-05-21 - Minnesota Twins (9) @ Kansas City Royals (2) (Final),Joe Ryan,R,9,Kansas City Royals,662713,Minnesota Twins,2,1,,118,Kansas City Royals,MIN wins 2-0,Brad Keller,[]
,Bailey Ober,N,,Bottom,Kauffman Stadium,2022-05-22T18:10:00Z,142,2022-05-22,7,9,Final,Minnesota Twins,Brady Singer,2022-05-22 - Minnesota Twins (7) @ Kansas City Royals (6) (Final),Tyler Duffey,R,7,Kansas City Royals,662712,Minnesota Twins,6,1,Jhoan Duran,118,Kansas City Royals,MIN wins 3-0,Josh Staumont,[]
,Zack Greinke,N,,Top,Chase Field,2022-05-24T01:40:00Z,118,2022-05-23,15,9,Final,Kansas City Royals,Zach Davies,2022-05-23 - Kansas City Royals (5) @ Arizona Diamondbacks (9) (Final),J.B. Wendelken,R,5,Arizona Diamondbacks,663340,Arizona Diamondbacks,9,1,,109,Kansas City Royals,AZ leads 1-0,Zack Greinke,[]
,Jonathan Heasley,N,,Top,Chase Field,2022-05-25T01:40:00Z,118,2022-05-24,15,9,Final,Kansas City Royals,Zac Gallen,2022-05-24 - Kansas City Royals (6) @ Arizona Diamondbacks (8) (Final),Noe Ramirez,R,6,Arizona Diamondbacks,663339,Arizona Diamondbacks,8,1,Mark Melancon,109,Kansas City Royals,AZ wins 2-0,Taylor Clarke,[]
,Daniel Lynch,N,,Bottom,Target Field,2022-05-26T23:40:00Z,118,2022-05-26,3312,9,Final,Kansas City Royals,Devin Smeltzer,2022-05-26 - Kansas City Royals (3) @ Minnesota Twins (2) (Final),Josh Staumont,R,3,Minnesota Twins,661771,Kansas City Royals,2,1,Scott Barlow,142,Minnesota Twins,KC leads 1-0,Tyler Duffey,[]
,Brad Keller,N,,Top,Target Field,2022-05-28T00:10:00Z,118,2022-05-27,3312,9,Final,Kansas City Royals,Bailey Ober,2022-05-27 - Kansas City Royals (7) @ Minnesota Twins (10) (Final),Trevor Megill,R,7,Minnesota Twins,661777,Minnesota Twins,10,1,Emilio Pagan,142,Kansas City Royals,Series tied 1-1,Brad Keller,[]
,Brady Singer,N,,Bottom,Target Field,2022-05-28T18:10:00Z,118,2022-05-28,3312,9,Final,Kansas City Royals,Chris Archer,2022-05-28 - Kansas City Royals (7) @ Minnesota Twins (3) (Final),Brady Singer,R,7,Minnesota Twins,661774,Kansas City Royals,3,1,,142,Minnesota Twins,KC leads 2-1,Chris Archer,[]
,Zack Greinke,N,,Top,Target Field,2022-05-29T18:10:00Z,118,2022-05-29,3312,9,Final,Kansas City Royals,Sonny Gray,2022-05-29 - Kansas City Royals (3) @ Minnesota Twins (7) (Final),Sonny Gray,R,3,Minnesota Twins,661731,Minnesota Twins,7,1,,142,Kansas City Royals,Series tied 2-2,Zack Greinke,[]
,Jonathan Heasley,N,,Top,Progressive Field,2022-05-30T22:10:00Z,118,2022-05-30,5,9,Final,Kansas City Royals,Zach Plesac,2022-05-30 - Kansas City Royals (3) @ Cleveland Guardians (7) (Final),Nick Sandlin,R,3,Cleveland Guardians,663109,Cleveland Guardians,7,1,,114,Kansas City Royals,CLE leads 1-0,Collin Snider,[]
,Daniel Lynch,N,,Top,Progressive Field,2022-05-31T22:10:00Z,118,2022-05-31,5,9,Final,Kansas City Royals,Cal Quantrill,2022-05-31 - Kansas City Royals (3) @ Cleveland Guardians (8) (Final),Cal Quantrill,R,3,Cleveland Guardians,663034,Cleveland Guardians,8,1,,114,Kansas City Royals,CLE wins 2-0,Daniel Lynch,[]
,Brad Keller,N,,Top,Progressive Field,2022-06-01T17:10:00Z,118,2022-06-01,5,9,Final,Kansas City Royals,Konnor Pilkington,2022-06-01 - Kansas City Royals (0) @ Cleveland Guardians (4) (Final),Konnor Pilkington,R,0,Cleveland Guardians,663031,Cleveland Guardians,4,1,,114,Kansas City Royals,CLE wins 3-0,Brad Keller,['YouTube']
,Jose Urquidy,N,,Bottom,Kauffman Stadium,2022-06-04T00:10:00Z,117,2022-06-03,7,9,Final,Houston Astros,Brady Singer,2022-06-03 - Houston Astros (10) @ Kansas City Royals (3) (Final),Jose Urquidy,R,10,Kansas City Royals,662692,Houston Astros,3,1,,118,Kansas City Royals,HOU leads 1-0,Brady Singer,[]
,Luis Garcia,N,,Top,Kauffman Stadium,2022-06-04T20:10:00Z,117,2022-06-04,7,9,Final,Houston Astros,Kris Bubic,2022-06-04 - Houston Astros (0) @ Kansas City Royals (6) (Final),Collin Snider,R,0,Kansas City Royals,662689,Kansas City Royals,6,1,,118,Houston Astros,Series tied 1-1,Luis Garcia,[]
,Framber Valdez,N,,Bottom,Kauffman Stadium,2022-06-05T18:10:00Z,117,2022-06-05,7,9,Final,Houston Astros,Jonathan Heasley,2022-06-05 - Houston Astros (7) @ Kansas City Royals (4) (Final),Framber Valdez,R,7,Kansas City Royals,662688,Houston Astros,4,1,Rafael Montero,118,Kansas City Royals,HOU wins 2-1,Jonathan Heasley,[]
,Ross Stripling,N,,Bottom,Kauffman Stadium,2022-06-07T00:10:00Z,141,2022-06-06,7,9,Final,Toronto Blue Jays,Daniel Lynch,2022-06-06 - Toronto Blue Jays (8) @ Kansas City Royals (0) (Final),Ross Stripling,R,8,Kansas City Royals,662613,Toronto Blue Jays,0,1,,118,Kansas City Royals,TOR leads 1-0,Daniel Lynch,[]
,Alek Manoah,N,,Bottom,Kauffman Stadium,2022-06-08T00:10:00Z,141,2022-06-07,7,9,Final,Toronto Blue Jays,Brad Keller,2022-06-07 - Toronto Blue Jays (7) @ Kansas City Royals (0) (Final),Alek Manoah,R,7,Kansas City Royals,662678,Toronto Blue Jays,0,1,,118,Kansas City Royals,TOR wins 2-0,Brad Keller,[]
,Yusei Kikuchi,N,,Top,Kauffman Stadium,2022-06-08T18:10:00Z,141,2022-06-08,7,9,Final,Toronto Blue Jays,Brady Singer,2022-06-08 - Toronto Blue Jays (4) @ Kansas City Royals (8) (Final),Brady Singer,R,4,Kansas City Royals,662679,Kansas City Royals,8,1,,118,Toronto Blue Jays,TOR wins 2-1,Trevor Richards,['YouTube']
,Jordan Lyles,N,,Top,Kauffman Stadium,2022-06-10T00:10:00Z,110,2022-06-09,7,9,Final,Baltimore Orioles,Kris Bubic,2022-06-09 - Baltimore Orioles (5) @ Kansas City Royals (7) (Final),Joel Payamps,R,5,Kansas City Royals,662677,Kansas City Royals,7,1,Scott Barlow,118,Baltimore Orioles,KC leads 1-0,Jordan Lyles,[]
,Bruce Zimmermann,N,,Top,Kauffman Stadium,2022-06-11T00:10:00Z,110,2022-06-10,7,9,Final,Baltimore Orioles,Jonathan Heasley,2022-06-10 - Baltimore Orioles (1) @ Kansas City Royals (8) (Final),Jonathan Heasley,R,1,Kansas City Royals,662676,Kansas City Royals,8,1,,118,Baltimore Orioles,KC leads 2-0,Bruce Zimmermann,[]
,Tyler Wells,N,,Bottom,Kauffman Stadium,2022-06-11T20:10:00Z,110,2022-06-11,7,9,Final,Baltimore Orioles,Daniel Lynch,2022-06-11 - Baltimore Orioles (6) @ Kansas City Royals (4) (Final),Tyler Wells,R,6,Kansas City Royals,662674,Baltimore Orioles,4,1,Jorge Lopez,118,Kansas City Royals,KC leads 2-1,Daniel Lynch,[]
,Dean Kremer,N,,Bottom,Kauffman Stadium,2022-06-12T18:10:00Z,110,2022-06-12,7,9,Final,Baltimore Orioles,Brad Keller,2022-06-12 - Baltimore Orioles (10) @ Kansas City Royals (7) (Final),Dean Kremer,R,10,Kansas City Royals,662673,Baltimore Orioles,7,1,Cionel Perez,118,Kansas City Royals,Series tied 2-2,Brad Keller,[]
,Brady Singer,N,,Top,Oracle Park,2022-06-14T01:45:00Z,118,2022-06-13,2395,9,Final,Kansas City Royals,Alex Wood,2022-06-13 - Kansas City Royals (2) @ San Francisco Giants (6) (Final),Alex Wood,R,2,San Francisco Giants,662069,San Francisco Giants,6,1,,137,Kansas City Royals,SF leads 1-0,Amir Garrett,[]
,Kris Bubic,N,,Top,Oracle Park,2022-06-15T01:45:00Z,118,2022-06-14,2395,9,Final,Kansas City Royals,Logan Webb,2022-06-14 - Kansas City Royals (2) @ San Francisco Giants (4) (Final),Logan Webb,R,2,San Francisco Giants,662068,San Francisco Giants,4,1,Camilo Doval,137,Kansas City Royals,SF wins 2-0,Kris Bubic,[]
,Jonathan Heasley,N,,Bottom,Oracle Park,2022-06-15T19:45:00Z,118,2022-06-15,2395,9,Final,Kansas City Royals,Sam Long,2022-06-15 - Kansas City Royals (3) @ San Francisco Giants (2) (Final),Jose Cuas,R,3,San Francisco Giants,662082,Kansas City Royals,2,1,Scott Barlow,137,San Francisco Giants,SF wins 2-1,John Brebbia,[]
,Daniel Lynch,N,,Bottom,Oakland Coliseum,2022-06-18T01:40:00Z,118,2022-06-17,10,9,Final,Kansas City Royals,Frankie Montas,2022-06-17 - Kansas City Royals (5) @ Oakland Athletics (1) (Final),Daniel Lynch,R,5,Oakland Athletics,662362,Kansas City Royals,1,1,,133,Oakland Athletics,KC leads 1-0,Frankie Montas,[]
,Brad Keller,N,,Bottom,Oakland Coliseum,2022-06-18T20:07:00Z,118,2022-06-18,10,9,Final,Kansas City Royals,Cole Irvin,2022-06-18 - Kansas City Royals (2) @ Oakland Athletics (0) (Final),Brad Keller,R,2,Oakland Athletics,662368,Kansas City Royals,0,1,Scott Barlow,133,Oakland Athletics,KC wins 2-0,Cole Irvin,[]
,Brady Singer,N,,Top,Oakland Coliseum,2022-06-19T20:07:00Z,118,2022-06-19,10,9,Final,Kansas City Royals,Jared Koenig,2022-06-19 - Kansas City Royals (0) @ Oakland Athletics (4) (Final),Jared Koenig,R,0,Oakland Athletics,662361,Oakland Athletics,4,1,,133,Kansas City Royals,KC wins 2-1,Brady Singer,[]
,Kris Bubic,N,,Bottom,Angel Stadium,2022-06-21T01:38:00Z,118,2022-06-20,1,9,Final,Kansas City Royals,Noah Syndergaard,2022-06-20 - Kansas City Royals (6) @ Los Angeles Angels (2) (Final),Kris Bubic,R,6,Los Angeles Angels,663443,Kansas City Royals,2,1,,108,Los Angeles Angels,KC leads 1-0,Noah Syndergaard,[]
,Jonathan Heasley,N,,Bottom,Angel Stadium,2022-06-22T01:38:00Z,118,2022-06-21,1,11,Final,Kansas City Royals,Reid Detmers,2022-06-21 - Kansas City Royals (12) @ Los Angeles Angels (11) (Final),Dylan Coleman,R,12,Los Angeles Angels,663442,Kansas City Royals,11,1,Daniel Mengden,108,Los Angeles Angels,KC wins 2-0,Jose Quijada,[]
,Daniel Lynch,N,,Top,Angel Stadium,2022-06-23T01:49:00Z,118,2022-06-22,1,9,Final,Kansas City Royals,Shohei Ohtani,2022-06-22 - Kansas City Royals (0) @ Los Angeles Angels (5) (Final),Shohei Ohtani,R,0,Los Angeles Angels,663389,Los Angeles Angels,5,1,,108,Kansas City Royals,KC wins 2-1,Daniel Lynch,[]
,Cole Irvin,N,,Top,Kauffman Stadium,2022-06-25T00:10:00Z,133,2022-06-24,7,9,Final,Oakland Athletics,Zack Greinke,2022-06-24 - Oakland Athletics (1) @ Kansas City Royals (3) (Final),Zack Greinke,R,1,Kansas City Royals,662664,Kansas City Royals,3,1,Scott Barlow,118,Oakland Athletics,KC leads 1-0,Cole Irvin,[]
,Jared Koenig,N,,Bottom,Kauffman Stadium,2022-06-25T20:10:00Z,133,2022-06-25,7,9,Final,Oakland Athletics,Brad Keller,2022-06-25 - Oakland Athletics (9) @ Kansas City Royals (7) (Final),Zach Jackson,R,9,Kansas City Royals,662672,Oakland Athletics,7,1,Lou Trivino,118,Kansas City Royals,Series tied 1-1,Brad Keller,[]
